,ftm-per-100-possessions2,ftm-per-100-possessions,ST/Pos,ST/Pos2,Margin2,Margin,Last 102,TS%M2,Last 10,FG%M2,TS%M,BL%2,FG%M,BL%,CGWin%2,CGWin%,Ind,SOS2,SOS,TOM2,TOM,Team1Win
300,17.248,20.771,0.13699999999999998,0.079,5.4,7.8,20.0,0.098,12.3,0.036000000000000004,0.011,0.04,0.009000000000000001,0.052000000000000005,0.462,0.333,300,12,186,0.029,0.063,1
301,21.26,20.501,0.08,0.1,5.6,6.4,14.4,0.071,13.4,0.046,0.087,0.07200000000000001,0.05,0.04,0.667,0.222,301,49,135,-0.011,-0.002,0
302,23.471,21.772,0.095,0.104,13.9,9.3,19.8,0.166,19.2,0.055,0.147,0.04,0.07200000000000001,0.091,1.0,0.455,302,172,38,0.031,0.001,1
303,23.556,19.514,0.099,0.104,10.9,6.2,11.1,0.124,19.7,0.035,-0.002,0.054000000000000006,-0.005,0.061,1.0,0.636,303,196,14,0.003,0.062,1
304,25.619,22.468000000000004,0.107,0.107,2.9,13.1,10.5,-0.019,23.4,-0.001,0.17600000000000002,0.085,0.102,0.102,0.4,0.75,304,202,2,0.034,0.008,1
305,22.215,22.217,0.092,0.069,10.5,16.1,11.0,0.185,26.3,0.071,0.131,0.039,0.077,0.092,0.6,0.833,305,98,37,-0.028,0.019,1
306,20.771,19.365,0.091,0.13699999999999998,7.8,1.5,12.3,0.011,17.5,0.009000000000000001,0.07400000000000001,0.052000000000000005,0.042,0.069,0.333,0.5,306,186,31,0.063,-0.033,0
307,21.26,21.772,0.095,0.1,5.6,9.3,14.4,0.071,19.2,0.046,0.147,0.07200000000000001,0.07200000000000001,0.091,0.667,0.455,307,49,38,-0.011,0.001,0
308,19.514,22.468000000000004,0.107,0.099,6.2,13.1,19.7,-0.002,23.4,-0.005,0.17600000000000002,0.061,0.102,0.102,0.636,0.75,308,14,2,0.062,0.008,1
309,22.217,20.771,0.13699999999999998,0.092,16.1,7.8,26.3,0.131,12.3,0.077,0.011,0.092,0.009000000000000001,0.052000000000000005,0.833,0.333,309,37,186,0.019,0.063,0
310,22.468000000000004,21.26,0.1,0.107,13.1,5.6,23.4,0.17600000000000002,14.4,0.102,0.071,0.102,0.046,0.07200000000000001,0.75,0.667,310,2,49,0.008,-0.011,0
311,22.468000000000004,22.217,0.092,0.107,13.1,16.1,23.4,0.17600000000000002,26.3,0.102,0.131,0.102,0.077,0.092,0.75,0.833,311,2,37,0.008,0.019,0
312,20.542,24.985,0.094,0.132,7.7,18.9,17.8,0.092,29.5,0.047,0.265,0.087,0.126,0.152,0.556,0.5,312,17,51,0.016,0.004,1
313,22.468000000000004,22.653,0.106,0.107,13.1,16.1,23.4,0.17600000000000002,21.5,0.102,0.129,0.102,0.078,0.054000000000000006,0.75,0.5,313,2,15,0.008,0.049,0
314,24.985,22.468000000000004,0.107,0.094,18.9,13.1,29.5,0.265,23.4,0.126,0.17600000000000002,0.152,0.102,0.102,0.5,0.75,314,51,2,0.004,0.008,0
315,23.604,21.048,0.099,0.155,15.5,0.1,22.3,0.124,-2.7,0.059,0.009000000000000001,0.08,0.009000000000000001,0.083,0.556,0.5,315,93,294,0.086,0.012,0
316,21.946,26.577,0.071,0.096,10.1,8.7,19.4,0.123,9.2,0.059,0.03,0.059,0.025,0.035,0.333,0.667,316,55,160,-0.017,0.002,1
317,21.588,24.258000000000006,0.107,0.121,8.1,9.5,8.7,0.066,14.4,0.034,0.107,0.073,0.05,0.085,0.7,0.75,317,41,35,0.01,0.034,0
318,24.152,23.978,0.081,0.109,10.7,5.0,17.9,0.108,4.8,0.031,0.08900000000000001,0.065,0.059,0.098,0.5,0.6,318,97,218,0.06,-0.03,0
319,22.646,19.717,0.126,0.092,11.6,10.7,13.8,0.12,13.0,0.053,0.13,0.057,0.076,0.111,0.8,0.8,319,106,71,-0.006,0.01,1
320,22.897,20.929,0.125,0.095,8.9,8.5,9.5,0.182,19.2,0.071,0.123,0.062,0.064,0.071,0.7140000000000001,0.667,320,205,9,-0.03,-0.004,1
321,20.527,19.666,0.104,0.075,12.3,7.9,13.1,0.262,7.7,0.101,0.058,0.045,0.017,0.113,0.4,0.5,321,38,78,-0.026,0.006,0
322,23.54,22.839,0.08199999999999999,0.094,12.9,4.1,17.5,0.165,3.3,0.058,0.07200000000000001,0.066,0.014,0.037000000000000005,0.75,0.636,322,16,228,0.053,-0.015,0
323,23.604,26.577,0.071,0.155,15.5,8.7,22.3,0.124,9.2,0.059,0.03,0.08,0.025,0.035,0.556,0.667,323,93,160,0.086,0.002,0
324,21.588,24.152,0.109,0.121,8.1,10.7,8.7,0.066,17.9,0.034,0.108,0.073,0.031,0.065,0.7,0.5,324,41,97,0.01,0.06,0
325,19.717,20.929,0.125,0.126,10.7,8.5,13.0,0.13,19.2,0.076,0.123,0.111,0.064,0.071,0.8,0.667,325,71,9,0.01,-0.004,1
326,20.527,23.54,0.094,0.075,12.3,12.9,13.1,0.262,17.5,0.101,0.165,0.045,0.058,0.066,0.4,0.75,326,38,16,-0.026,0.053,1
327,23.604,21.588,0.121,0.155,15.5,8.1,22.3,0.124,8.7,0.059,0.066,0.08,0.034,0.073,0.556,0.7,327,93,41,0.086,0.01,0
328,23.54,20.929,0.125,0.094,12.9,8.5,17.5,0.165,19.2,0.058,0.123,0.066,0.064,0.071,0.75,0.667,328,16,9,0.053,-0.004,0
329,23.54,23.604,0.155,0.094,12.9,15.5,17.5,0.165,22.3,0.058,0.124,0.066,0.059,0.08,0.75,0.556,329,16,93,0.053,0.086,1
330,23.879,21.745,0.104,0.118,17.3,8.4,22.0,0.222,-3.0,0.117,0.14300000000000002,0.051,0.058,0.073,0.833,0.5,330,95,344,0.037000000000000005,0.035,0
331,21.54,21.317,0.113,0.107,14.2,8.7,15.7,0.116,12.6,0.08199999999999999,0.062,0.081,0.043,0.085,0.2,0.5,331,54,125,0.043,0.006,1
332,16.57,22.235,0.114,0.08800000000000001,10.1,10.8,16.6,0.099,9.6,0.029,0.063,0.077,0.025,0.08800000000000001,0.625,0.5,332,2,77,0.025,0.059,1
333,22.924,19.18,0.117,0.102,13.8,6.5,22.3,0.225,11.7,0.12,0.056,0.114,-0.008,0.064,0.667,0.833,333,1,67,-0.01,0.046,1
334,19.259,22.538,0.101,0.13699999999999998,12.3,9.6,9.6,0.162,9.9,0.081,0.106,0.051,0.035,0.07200000000000001,0.5,0.625,334,170,23,0.051,0.01,1
335,25.805,25.758000000000006,0.092,0.112,4.7,7.0,3.2,0.133,15.0,0.04,0.102,0.078,0.034,0.071,0.6,0.8,335,165,81,-0.001,0.016,0
336,19.117,20.09,0.09,0.078,7.2,8.4,14.1,0.121,12.6,0.046,0.105,0.067,0.028,0.049,0.8,0.4,336,47,10,-0.011,0.0,1
337,21.166,21.374,0.09,0.103,11.8,4.9,18.2,0.115,3.0,0.062,0.05,0.084,0.008,0.049,0.25,0.375,337,28,120,0.039,0.026,0
338,21.317,23.879,0.118,0.113,8.7,17.3,12.6,0.062,22.0,0.043,0.222,0.085,0.117,0.051,0.5,0.833,338,125,95,0.006,0.037000000000000005,0
339,22.235,19.18,0.117,0.114,10.8,6.5,9.6,0.063,11.7,0.025,0.056,0.08800000000000001,-0.008,0.064,0.5,0.833,339,77,67,0.059,0.046,1
340,22.538,25.805,0.112,0.101,9.6,4.7,9.9,0.106,3.2,0.035,0.133,0.07200000000000001,0.04,0.078,0.625,0.6,340,23,165,0.01,-0.001,0
341,20.09,21.166,0.103,0.09,8.4,11.8,12.6,0.105,18.2,0.028,0.115,0.049,0.062,0.084,0.4,0.25,341,10,28,0.0,0.039,1
342,21.317,19.18,0.117,0.113,8.7,6.5,12.6,0.062,11.7,0.043,0.056,0.085,-0.008,0.064,0.5,0.833,342,125,67,0.006,0.046,0
343,21.166,22.538,0.101,0.103,11.8,9.6,18.2,0.115,9.9,0.062,0.106,0.084,0.035,0.07200000000000001,0.25,0.625,343,28,23,0.039,0.01,0
344,21.166,21.317,0.113,0.103,11.8,8.7,18.2,0.115,12.6,0.062,0.062,0.084,0.043,0.085,0.25,0.5,344,28,125,0.039,0.006,1
345,22.924,20.332,0.08900000000000001,0.102,13.8,0.7,22.3,0.225,0.9,0.12,0.018000000000000002,0.114,0.005,0.06,0.667,0.545,345,1,190,-0.01,-0.018000000000000002,0
346,26.802,16.737000000000002,0.11,0.108,2.5,7.7,12.9,0.041,15.9,0.009000000000000001,0.027000000000000003,0.065,0.017,0.057,0.375,0.5,346,13,19,-0.009000000000000001,0.041,1
347,18.474,19.376,0.103,0.16899999999999998,13.2,9.4,15.0,0.022,4.9,0.009000000000000001,0.102,0.063,0.06,0.103,0.6,0.667,347,73,131,0.111,0.001,0
348,17.226,21.182,0.077,0.092,11.4,6.3,10.9,0.132,5.6,0.059,0.084,0.05,0.016,0.039,0.5710000000000001,0.4,348,3,225,0.045,0.009000000000000001,0
349,20.24,23.368,0.115,0.114,6.2,6.8,12.3,0.076,7.3,0.034,0.071,0.06,0.046,0.107,0.846,0.5,349,52,26,0.044,-0.015,1
350,22.763,17.732,0.108,0.123,5.7,18.9,2.0,0.052000000000000005,20.4,0.014,0.258,0.075,0.114,0.067,0.7140000000000001,0.0,350,271,40,0.026,0.043,1
351,22.478,20.269,0.097,0.094,4.9,7.1,13.4,0.037000000000000005,12.2,0.018000000000000002,0.086,0.049,0.042,0.078,0.444,0.333,351,24,121,0.021,0.005,1
352,18.805,19.6,0.116,0.124,5.0,8.8,4.5,0.068,20.4,0.045,0.158,0.066,0.08,0.073,1.0,0.5,352,309,6,0.014,0.024,0
353,16.737000000000002,22.924,0.102,0.11,7.7,13.8,15.9,0.027000000000000003,22.3,0.017,0.225,0.057,0.12,0.114,0.5,0.667,353,19,1,0.041,-0.01,1
354,18.474,17.226,0.092,0.16899999999999998,13.2,11.4,15.0,0.022,10.9,0.009000000000000001,0.132,0.063,0.059,0.05,0.6,0.5710000000000001,354,73,3,0.111,0.045,1
355,17.732,23.368,0.115,0.108,18.9,6.8,20.4,0.258,7.3,0.114,0.071,0.067,0.046,0.107,0.0,0.5,355,40,26,0.043,-0.015,0
356,20.269,18.805,0.124,0.097,7.1,5.0,12.2,0.086,4.5,0.042,0.068,0.078,0.045,0.066,0.333,1.0,356,121,309,0.005,0.014,1
357,22.924,17.226,0.092,0.102,13.8,11.4,22.3,0.225,10.9,0.12,0.132,0.114,0.059,0.05,0.667,0.5710000000000001,357,1,3,-0.01,0.045,1
358,18.805,17.732,0.108,0.124,5.0,18.9,4.5,0.068,20.4,0.045,0.258,0.066,0.114,0.067,1.0,0.0,358,309,40,0.014,0.043,1
359,17.732,17.226,0.092,0.108,18.9,11.4,20.4,0.258,10.9,0.114,0.132,0.067,0.059,0.05,0.0,0.5710000000000001,359,40,3,0.043,0.045,1
360,26.897,20.967,0.119,0.106,18.5,0.8,21.4,0.252,1.3,0.103,-0.022,0.065,-0.006999999999999999,0.087,0.5,0.5710000000000001,360,50,130,0.019,0.04,0
361,22.492,21.778,0.116,0.092,8.0,4.7,14.2,0.14,10.0,0.077,0.012,0.069,-0.005,0.066,0.545,0.583,361,43,30,-0.009000000000000001,0.039,1
362,18.622,20.933000000000003,0.103,0.085,3.2,8.0,10.9,0.073,12.2,0.05,0.117,0.081,0.052000000000000005,0.099,0.667,0.6,362,39,99,-0.022,-0.016,0
363,21.038,23.721,0.086,0.132,12.1,4.9,14.1,0.099,1.3,0.065,0.128,0.115,0.039,0.056,0.556,0.857,363,37,287,0.046,-0.006,0
364,21.54,22.135,0.055,0.086,5.4,9.6,7.4,0.078,5.2,0.034,0.156,0.043,0.076,0.07400000000000001,0.667,0.5,364,56,159,-0.028,-0.008,0
365,24.822,23.872,0.102,0.086,11.1,6.3,14.3,0.162,14.0,0.049,0.106,0.052000000000000005,0.062,0.062,0.5,0.5,365,224,29,0.02,-0.011,1
366,19.362,22.346,0.103,0.102,3.2,4.4,12.5,-0.022,9.5,-0.016,0.07,0.07400000000000001,0.032,0.054000000000000006,0.875,0.625,366,7,21,0.044,-0.004,0
367,21.19,19.745,0.097,0.086,1.6,9.2,2.8,0.012,12.5,0.015,0.138,0.024,0.064,0.084,0.5,0.5710000000000001,367,96,58,0.023,0.014,1
368,26.897,21.778,0.116,0.106,18.5,4.7,21.4,0.252,10.0,0.103,0.012,0.065,-0.005,0.066,0.5,0.583,368,50,30,0.019,0.039,0
369,21.038,18.622,0.085,0.132,12.1,3.2,14.1,0.099,10.9,0.065,0.073,0.115,0.05,0.081,0.556,0.667,369,37,39,0.046,-0.022,0
370,21.54,23.872,0.102,0.086,5.4,6.3,7.4,0.078,14.0,0.034,0.106,0.043,0.062,0.062,0.667,0.5,370,56,29,-0.028,-0.011,1
371,19.745,19.362,0.102,0.097,9.2,3.2,12.5,0.138,12.5,0.064,-0.022,0.084,-0.016,0.07400000000000001,0.5710000000000001,0.875,371,58,7,0.014,0.044,0
372,26.897,21.038,0.132,0.106,18.5,12.1,21.4,0.252,14.1,0.103,0.099,0.065,0.065,0.115,0.5,0.556,372,50,37,0.019,0.046,1
373,19.745,23.872,0.102,0.097,9.2,6.3,12.5,0.138,14.0,0.064,0.106,0.084,0.062,0.062,0.5710000000000001,0.5,373,58,29,0.014,-0.011,1
374,21.038,23.872,0.102,0.132,12.1,6.3,14.1,0.099,14.0,0.065,0.106,0.115,0.062,0.062,0.556,0.5,374,37,29,0.046,-0.011,0
375,21.317,23.604,0.155,0.113,8.7,15.5,12.6,0.062,22.3,0.043,0.124,0.085,0.059,0.08,0.5,0.556,375,125,93,0.006,0.086,1
376,21.038,17.226,0.092,0.132,12.1,11.4,14.1,0.099,10.9,0.065,0.132,0.115,0.059,0.05,0.556,0.5710000000000001,376,37,3,0.046,0.045,1
377,23.604,17.226,0.092,0.155,15.5,11.4,22.3,0.124,10.9,0.059,0.132,0.08,0.059,0.05,0.556,0.5710000000000001,377,93,3,0.086,0.045,0
378,24.562,23.201,0.109,0.083,2.0,13.3,0.0,0.038,21.6,0.02,0.138,0.057,0.063,0.056,0.16699999999999998,0.857,378,228,40,-0.012,0.042,1
379,26.919,26.13,0.107,0.087,2.9,10.5,7.1,0.024,12.1,0.008,0.093,0.06,0.053,0.058,0.818,0.5,379,21,54,-0.013,0.025,1
380,24.196,20.334,0.155,0.105,12.6,10.3,8.1,0.024,16.0,0.002,0.005,0.068,-0.009000000000000001,0.078,1.0,0.4,380,332,73,0.076,0.08199999999999999,0
381,23.552,24.94,0.098,0.132,11.3,5.6,16.7,0.104,11.0,0.064,0.04,0.051,0.035,0.071,0.429,0.667,381,52,127,0.057,0.038,0
382,23.166,22.393,0.086,0.112,10.4,5.8,13.7,0.112,8.3,0.045,0.041,0.081,0.027000000000000003,0.05,0.625,0.6,382,28,89,0.047,0.009000000000000001,1
383,23.844,27.138,0.085,0.129,8.7,3.5,10.4,0.015,4.7,0.025,0.102,0.1,0.049,0.062,0.7,0.778,383,37,193,0.071,-0.021,0
384,24.871,27.052,0.07200000000000001,0.073,4.9,8.3,11.4,0.067,16.7,0.041,0.136,0.075,0.07200000000000001,0.08800000000000001,0.5,0.667,384,15,81,0.004,-0.006,0
385,26.924,25.09,0.116,0.083,9.2,5.5,16.8,0.139,2.3,0.079,0.024,0.101,-0.004,0.036000000000000004,0.429,0.667,385,1,285,-0.026,0.08,0
386,23.041,21.459,0.087,0.08800000000000001,10.9,1.5,19.1,0.126,-0.7,0.067,0.011,0.078,0.025,0.049,0.5710000000000001,0.615,386,32,326,0.024,-0.018000000000000002,0
387,23.936,20.798,0.118,0.101,7.4,6.7,9.1,0.099,8.0,0.053,0.077,0.07400000000000001,0.04,0.08,0.75,0.6,387,85,71,0.006999999999999999,0.016,1
388,27.388,23.329,0.121,0.11,12.1,10.4,12.0,0.131,12.7,0.057,0.073,0.096,0.033,0.107,0.667,0.8,388,165,78,0.038,0.049,0
389,25.901,19.87,0.101,0.083,4.4,10.6,2.4,0.041,14.3,0.006,0.123,0.059,0.071,0.08800000000000001,0.667,0.556,389,119,9,0.032,0.013,1
390,22.474,27.015,0.081,0.101,7.2,3.6,16.2,0.043,11.6,0.052000000000000005,0.03,0.084,-0.017,0.086,0.556,0.6920000000000001,390,19,17,0.021,-0.011,0
391,28.442,21.036,0.081,0.116,13.1,9.0,14.0,0.132,11.4,0.077,0.113,0.079,0.056,0.048,0.667,0.833,391,340,10,0.069,0.019,1
392,23.901,21.844,0.067,0.101,9.3,3.9,13.4,0.16699999999999998,10.6,0.061,0.093,0.108,0.043,0.081,0.727,0.727,392,49,75,0.02,-0.029,0
393,24.968000000000004,25.267,0.098,0.08,-0.5,11.9,2.1,0.019,17.4,-0.012,0.138,0.043,0.052000000000000005,0.073,0.625,0.875,393,140,13,-0.014,0.029,1
394,27.514,22.529,0.087,0.058,3.1,15.5,-0.1,0.145,24.3,0.032,0.161,0.069,0.08900000000000001,0.081,0.429,0.8,394,304,23,-0.054000000000000006,0.03,1
395,23.103,28.146,0.105,0.098,11.3,11.2,15.0,0.189,14.6,0.097,0.139,0.07,0.058,0.083,0.7140000000000001,0.3,395,95,35,0.01,0.052000000000000005,0
396,24.589,25.4,0.094,0.092,6.3,7.3,15.2,0.061,10.2,0.016,0.085,0.055,0.067,0.083,0.667,0.75,396,24,198,0.018000000000000002,0.019,1
397,25.519,28.365,0.068,0.111,11.1,8.8,13.7,0.067,6.9,0.031,0.166,0.098,0.079,0.106,1.0,0.429,397,121,218,0.054000000000000006,-0.025,0
398,25.466,23.762,0.102,0.075,5.8,2.1,16.9,0.071,16.2,0.025,0.027000000000000003,0.1,0.006999999999999999,0.058,0.667,0.5710000000000001,398,62,8,-0.025,0.025,0
399,23.838,20.866,0.062,0.093,3.9,12.7,5.4,0.027000000000000003,16.7,0.01,0.219,0.07,0.078,0.024,0.556,0.8,399,223,38,-0.004,0.0,1
400,26.951,26.866,0.093,0.108,7.8,6.7,13.9,0.081,8.9,0.026,0.044,0.06,0.038,0.048,0.375,0.5710000000000001,400,41,88,0.029,0.013,0
401,18.387,26.092,0.078,0.098,5.3,9.5,2.0,0.17600000000000002,19.6,0.083,0.147,0.07,0.03,0.062,0.4,0.7140000000000001,401,169,2,-0.028,0.028,1
402,19.592,27.411,0.102,0.09,-2.9,15.1,-1.6,-0.09,18.3,-0.041,0.166,0.053,0.064,0.096,0.375,1.0,402,136,125,0.03,0.023,1
403,21.671,28.787,0.07,0.091,4.0,9.5,9.9,0.043,10.6,0.028,0.107,0.055,0.051,0.108,0.625,0.222,403,44,27,0.003,-0.017,1
404,20.595,22.064,0.106,0.07,1.6,8.3,10.4,0.015,8.7,0.038,0.113,0.073,0.042,0.076,0.6,0.7,404,43,97,0.018000000000000002,0.025,1
405,23.405,27.665,0.112,0.14400000000000002,21.5,7.4,30.5,0.173,7.9,0.084,0.07200000000000001,0.087,0.04,0.11,0.5,0.583,405,93,149,0.102,0.021,0
406,25.538,21.453000000000007,0.091,0.079,9.6,5.3,18.8,0.081,6.1,0.032,0.08199999999999999,0.08800000000000001,0.04,0.092,0.0,0.7140000000000001,406,74,61,0.001,0.0,0
407,24.371,22.434,0.087,0.105,12.3,9.7,15.2,0.102,3.5,0.011,0.135,0.058,0.058,0.073,0.667,0.7140000000000001,407,16,310,0.044,0.012,1
408,24.516,23.031,0.07200000000000001,0.081,4.1,6.2,10.0,0.019,8.2,0.032,0.13,0.101,0.035,0.095,0.8,0.7140000000000001,408,25,46,-0.01,0.008,0
409,22.245,18.617,0.095,0.079,10.0,2.3,18.3,0.134,0.7,0.037000000000000005,-0.018000000000000002,0.045,-0.009000000000000001,0.031,0.8,0.5710000000000001,409,3,316,0.027000000000000003,0.032,0
410,23.201,26.13,0.107,0.109,13.3,10.5,21.6,0.138,12.1,0.063,0.093,0.056,0.053,0.058,0.857,0.5,410,40,54,0.042,0.025,0
411,23.552,24.196,0.105,0.132,11.3,12.6,16.7,0.104,8.1,0.064,0.024,0.051,0.002,0.068,0.429,1.0,411,52,332,0.057,0.076,0
412,22.393,23.844,0.129,0.086,5.8,8.7,8.3,0.041,10.4,0.027000000000000003,0.015,0.05,0.025,0.1,0.6,0.7,412,89,37,0.009000000000000001,0.071,0
413,24.871,26.924,0.083,0.073,4.9,9.2,11.4,0.067,16.8,0.041,0.139,0.075,0.079,0.101,0.5,0.429,413,15,1,0.004,-0.026,0
414,20.798,23.041,0.08800000000000001,0.118,6.7,10.9,8.0,0.077,19.1,0.04,0.126,0.08,0.067,0.078,0.6,0.5710000000000001,414,71,32,0.016,0.024,1
415,19.87,27.388,0.11,0.101,10.6,12.1,14.3,0.123,12.0,0.071,0.131,0.08800000000000001,0.057,0.096,0.556,0.667,415,9,165,0.013,0.038,0
416,21.036,22.474,0.101,0.081,9.0,7.2,11.4,0.113,16.2,0.056,0.043,0.048,0.052000000000000005,0.084,0.833,0.556,416,10,19,0.019,0.021,0
417,23.901,25.267,0.098,0.101,9.3,11.9,13.4,0.16699999999999998,17.4,0.061,0.138,0.108,0.052000000000000005,0.073,0.727,0.875,417,49,13,0.02,0.029,0
418,23.103,22.529,0.087,0.098,11.3,15.5,15.0,0.189,24.3,0.097,0.161,0.07,0.08900000000000001,0.081,0.7140000000000001,0.8,418,95,23,0.01,0.03,1
419,25.519,25.4,0.094,0.111,11.1,7.3,13.7,0.067,10.2,0.031,0.085,0.098,0.067,0.083,1.0,0.75,419,121,198,0.054000000000000006,0.019,0
420,20.866,25.466,0.075,0.062,12.7,5.8,16.7,0.219,16.9,0.078,0.071,0.024,0.025,0.1,0.8,0.667,420,38,62,0.0,-0.025,1
421,26.951,26.092,0.078,0.108,7.8,9.5,13.9,0.081,19.6,0.026,0.147,0.06,0.03,0.062,0.375,0.7140000000000001,421,41,2,0.029,0.028,1
422,27.411,28.787,0.07,0.102,15.1,9.5,18.3,0.166,10.6,0.064,0.107,0.096,0.051,0.108,1.0,0.222,422,125,27,0.023,-0.017,1
423,23.405,22.064,0.106,0.14400000000000002,21.5,8.3,30.5,0.173,8.7,0.084,0.113,0.087,0.042,0.076,0.5,0.7,423,93,97,0.102,0.025,0
424,25.538,22.434,0.087,0.079,9.6,9.7,18.8,0.081,3.5,0.032,0.135,0.08800000000000001,0.058,0.073,0.0,0.7140000000000001,424,74,310,0.001,0.012,0
425,24.516,22.245,0.079,0.081,4.1,10.0,10.0,0.019,18.3,0.032,0.134,0.101,0.037000000000000005,0.045,0.8,0.8,425,25,3,-0.01,0.027000000000000003,1
426,23.201,23.552,0.132,0.109,13.3,11.3,21.6,0.138,16.7,0.063,0.104,0.056,0.064,0.051,0.857,0.429,426,40,52,0.042,0.057,0
427,24.871,22.393,0.086,0.073,4.9,5.8,11.4,0.067,8.3,0.041,0.041,0.075,0.027000000000000003,0.05,0.5,0.6,427,15,89,0.004,0.009000000000000001,1
428,19.87,23.041,0.08800000000000001,0.101,10.6,10.9,14.3,0.123,19.1,0.071,0.126,0.08800000000000001,0.067,0.078,0.556,0.5710000000000001,428,9,32,0.013,0.024,0
429,21.036,23.901,0.101,0.081,9.0,9.3,11.4,0.113,13.4,0.056,0.16699999999999998,0.048,0.061,0.108,0.833,0.727,429,10,49,0.019,0.02,1
430,22.529,25.519,0.111,0.087,15.5,11.1,24.3,0.161,13.7,0.08900000000000001,0.067,0.081,0.031,0.098,0.8,1.0,430,23,121,0.03,0.054000000000000006,0
431,26.092,25.466,0.075,0.078,9.5,5.8,19.6,0.147,16.9,0.03,0.071,0.062,0.025,0.1,0.7140000000000001,0.667,431,2,62,0.028,-0.025,0
432,23.405,28.787,0.07,0.14400000000000002,21.5,9.5,30.5,0.173,10.6,0.084,0.107,0.087,0.051,0.108,0.5,0.222,432,93,27,0.102,-0.017,1
433,25.538,22.245,0.079,0.079,9.6,10.0,18.8,0.081,18.3,0.032,0.134,0.08800000000000001,0.037000000000000005,0.045,0.0,0.8,433,74,3,0.001,0.027000000000000003,1
434,23.201,22.393,0.086,0.109,13.3,5.8,21.6,0.138,8.3,0.063,0.041,0.056,0.027000000000000003,0.05,0.857,0.6,434,40,89,0.042,0.009000000000000001,0
435,19.87,23.901,0.101,0.101,10.6,9.3,14.3,0.123,13.4,0.071,0.16699999999999998,0.08800000000000001,0.061,0.108,0.556,0.727,435,9,49,0.013,0.02,1
436,26.092,22.529,0.087,0.078,9.5,15.5,19.6,0.147,24.3,0.03,0.161,0.062,0.08900000000000001,0.081,0.7140000000000001,0.8,436,2,23,0.028,0.03,0
437,22.245,28.787,0.07,0.079,10.0,9.5,18.3,0.134,10.6,0.037000000000000005,0.107,0.045,0.051,0.108,0.8,0.222,437,3,27,0.027000000000000003,-0.017,1
438,23.201,23.901,0.101,0.109,13.3,9.3,21.6,0.138,13.4,0.063,0.16699999999999998,0.056,0.061,0.108,0.857,0.727,438,40,49,0.042,0.02,1
439,26.092,28.787,0.07,0.078,9.5,9.5,19.6,0.147,10.6,0.03,0.107,0.062,0.051,0.108,0.7140000000000001,0.222,439,2,27,0.028,-0.017,1
440,23.901,28.787,0.07,0.101,9.3,9.5,13.4,0.16699999999999998,10.6,0.061,0.107,0.108,0.051,0.108,0.727,0.222,440,49,27,0.02,-0.017,0
441,22.297,26.547,0.101,0.092,-1.5,21.0,-2.0,-0.032,25.7,-0.005,0.245,0.077,0.113,0.127,0.545,1.0,441,279,32,-0.008,0.058,1
442,22.748,20.095,0.106,0.081,6.3,7.1,12.8,0.1,6.9,0.057,0.129,0.096,0.063,0.104,0.667,0.28600000000000003,442,46,84,-0.019,-0.01,1
443,25.266,23.029,0.153,0.109,6.8,7.1,8.5,0.038,9.9,0.013,-0.131,0.069,-0.056,0.061,0.5,0.7140000000000001,443,95,7,0.033,0.091,1
444,25.606,20.441,0.086,0.073,6.6,8.7,11.6,0.157,4.4,0.044,0.116,0.073,0.063,0.08199999999999999,1.0,0.778,444,38,265,-0.011,-0.003,0
445,23.055,21.754,0.057,0.095,8.4,7.5,12.6,0.05,14.7,0.023,0.146,0.056,0.068,0.14,0.667,0.333,445,30,11,0.018000000000000002,-0.057,0
446,22.323,22.605,0.081,0.103,13.3,3.6,15.1,0.217,3.5,0.086,0.124,0.062,0.041,0.068,0.7,0.5,446,71,127,0.03,-0.056,0
447,21.898000000000003,19.977,0.07400000000000001,0.111,12.8,6.1,15.1,0.095,11.3,0.042,0.084,0.078,0.011,0.055,0.6,0.444,447,112,53,0.061,-0.009000000000000001,0
448,24.261,22.881,0.095,0.073,15.8,5.8,21.6,0.189,3.6,0.062,0.052000000000000005,0.068,0.033,0.06,0.667,0.667,448,12,346,0.038,-0.006999999999999999,0
449,22.228,18.724,0.08,0.117,3.6,5.0,10.1,0.078,15.3,0.029,0.091,0.096,0.04,0.073,0.5,1.0,449,22,75,0.026,-0.001,1
450,22.773000000000003,20.901,0.101,0.109,8.5,5.8,12.4,0.035,3.7,0.019,0.076,0.086,0.035,0.05,0.636,0.833,450,69,231,0.06,0.028,0
451,22.763,20.998,0.093,0.105,5.1,10.0,4.7,0.045,19.4,0.02,0.114,0.09,0.08,0.075,0.833,0.5710000000000001,451,186,2,0.011,-0.003,1
452,23.639,22.468000000000004,0.08900000000000001,0.095,5.1,6.6,7.5,0.046,14.3,0.026,0.08199999999999999,0.067,0.04,0.053,0.333,0.4,452,54,20,0.018000000000000002,0.011,1
453,21.92,22.241,0.13,0.124,8.8,8.5,14.9,0.083,10.2,0.029,0.128,0.07200000000000001,0.097,0.08199999999999999,0.667,0.375,453,16,221,-0.001,0.064,1
454,20.872,19.777,0.116,0.142,6.6,13.4,5.1,-0.035,13.8,-0.016,0.146,0.084,0.081,0.092,0.5,0.5,454,64,51,0.087,0.048,1
