,ftm-per-100-possessions2,ftm-per-100-possessions,ST/Pos,ST/Pos2,Margin2,Margin,Last 102,TS%M2,Last 10,FG%M2,TS%M,BL%2,FG%M,BL%,CGWin%2,CGWin%,Ind,SOS2,SOS,TOM2,TOM,Team1Win
140,20.866,19.731,0.113,0.098,8.9,8.7,25.0,0.08800000000000001,26.5,0.068,0.07200000000000001,0.056,0.059,0.068,0.5710000000000001,0.8,140,20,36,-0.018000000000000002,0.048,0
141,19.994,26.407,0.098,0.138,14.6,6.3,31.5,0.218,8.9,0.117,0.095,0.107,0.045,0.07200000000000001,1.0,0.7140000000000001,141,34,287,0.009000000000000001,-0.004,0
142,25.148000000000003,19.401,0.121,0.09,9.6,8.3,21.5,0.158,21.9,0.083,0.131,0.07,0.081,0.115,0.625,0.8,142,80,22,-0.004,-0.015,0
143,21.117,26.646,0.104,0.122,11.6,10.1,21.4,0.14400000000000002,20.5,0.086,0.136,0.068,0.039,0.048,1.0,0.875,143,98,66,0.036000000000000004,0.019,1
144,26.674,22.827,0.134,0.08,7.6,15.1,18.2,0.146,21.9,0.055,0.212,0.084,0.108,0.099,0.75,0.667,144,50,254,-0.006,0.029,1
145,19.389,23.989,0.092,0.117,10.0,11.0,26.7,0.142,24.1,0.078,0.149,0.101,0.055,0.062,0.417,0.545,145,29,49,0.024,-0.001,1
146,24.03,24.093000000000004,0.078,0.08900000000000001,3.5,6.7,10.2,0.016,15.2,-0.011,0.114,0.084,0.046,0.075,0.875,0.75,146,138,44,-0.006999999999999999,-0.021,1
147,20.123,24.732,0.117,0.105,6.2,16.9,21.2,0.042,23.7,0.015,0.188,0.048,0.07200000000000001,0.062,0.545,0.5,147,33,103,0.021,0.059,1
148,28.068,26.802,0.101,0.062,3.6,10.2,5.5,0.093,25.7,0.026,0.055,0.051,0.029,0.08800000000000001,0.846,0.5,148,293,9,-0.027000000000000003,0.035,1
149,25.148000000000003,19.994,0.138,0.09,9.6,14.6,21.5,0.158,31.5,0.083,0.218,0.07,0.117,0.107,0.625,1.0,149,80,34,-0.004,0.009000000000000001,1
150,22.827,26.646,0.104,0.134,15.1,10.1,21.9,0.212,20.5,0.108,0.136,0.099,0.039,0.048,0.667,0.875,150,254,66,0.029,0.019,1
151,24.093000000000004,23.989,0.092,0.078,6.7,11.0,15.2,0.114,24.1,0.046,0.149,0.075,0.055,0.062,0.75,0.545,151,44,49,-0.021,-0.001,1
152,26.802,24.732,0.117,0.101,10.2,16.9,25.7,0.055,23.7,0.029,0.188,0.08800000000000001,0.07200000000000001,0.062,0.5,0.5,152,9,103,0.035,0.059,0
153,19.994,26.646,0.104,0.138,14.6,10.1,31.5,0.218,20.5,0.117,0.136,0.107,0.039,0.048,1.0,0.875,153,34,66,0.009000000000000001,0.019,1
154,26.802,23.989,0.092,0.101,10.2,11.0,25.7,0.055,24.1,0.029,0.149,0.08800000000000001,0.055,0.062,0.5,0.545,154,9,49,0.035,-0.001,0
155,26.802,26.646,0.104,0.101,10.2,10.1,25.7,0.055,20.5,0.029,0.136,0.08800000000000001,0.039,0.048,0.5,0.875,155,9,66,0.035,0.019,1
156,23.604,21.379,0.118,0.099,14.4,2.6,23.7,0.188,9.2,0.1,-0.002,0.119,0.019,0.059,1.0,0.455,156,57,165,-0.009000000000000001,0.025,0
157,22.052,21.388,0.102,0.1,4.5,11.5,21.5,0.067,36.3,0.055,0.102,0.08900000000000001,0.067,0.094,0.625,0.5,157,7,45,-0.015,0.015,0
158,16.454,17.809,0.106,0.07400000000000001,8.9,10.6,22.0,0.116,15.3,0.06,0.139,0.055,0.056,0.07,0.8,0.857,158,75,124,0.017,0.018000000000000002,1
159,20.602,23.732,0.105,0.092,11.3,7.2,24.6,0.102,12.1,0.026,0.053,0.075,0.018000000000000002,0.04,0.4,0.5,159,31,183,0.059,0.036000000000000004,0
160,24.249,21.652,0.119,0.097,9.8,8.8,23.9,0.062,22.8,0.032,0.08199999999999999,0.069,0.006999999999999999,0.04,0.6,0.5,160,77,10,0.044,0.062,0
161,21.004,24.951,0.097,0.099,7.3,9.6,13.6,0.133,24.2,0.059,0.041,0.063,0.014,0.064,0.636,0.909,161,278,117,0.005,0.032,1
162,20.777,18.889,0.135,0.149,11.8,9.5,26.3,0.08,25.7,0.032,0.079,0.084,0.034,0.08800000000000001,0.5,0.5,162,46,23,0.08800000000000001,0.036000000000000004,0
163,24.202,25.522,0.09,0.085,9.2,6.5,25.8,0.027000000000000003,9.7,0.01,0.036000000000000004,0.077,0.01,0.07,0.7,0.7,163,1,228,0.031,0.011,0
164,23.604,22.052,0.1,0.099,14.4,4.5,23.7,0.188,21.5,0.1,0.067,0.119,0.055,0.08900000000000001,1.0,0.625,164,57,7,-0.009000000000000001,-0.015,0
165,17.809,20.602,0.092,0.106,10.6,11.3,15.3,0.139,24.6,0.056,0.102,0.07,0.026,0.075,0.857,0.4,165,124,31,0.018000000000000002,0.059,0
166,24.951,24.249,0.097,0.097,9.6,9.8,24.2,0.041,23.9,0.014,0.062,0.064,0.032,0.069,0.909,0.6,166,117,77,0.032,0.044,1
167,20.777,24.202,0.085,0.149,11.8,9.2,26.3,0.08,25.8,0.032,0.027000000000000003,0.084,0.01,0.077,0.5,0.7,167,46,1,0.08800000000000001,0.031,1
168,17.809,23.604,0.099,0.106,10.6,14.4,15.3,0.139,23.7,0.056,0.188,0.07,0.1,0.119,0.857,1.0,168,124,57,0.018000000000000002,-0.009000000000000001,1
169,24.202,24.249,0.097,0.085,9.2,9.8,25.8,0.027000000000000003,23.9,0.01,0.062,0.077,0.032,0.069,0.7,0.6,169,1,77,0.031,0.044,0
170,23.604,24.202,0.085,0.099,14.4,9.2,23.7,0.188,25.8,0.1,0.027000000000000003,0.119,0.01,0.077,1.0,0.7,170,57,1,-0.009000000000000001,0.031,1
171,24.244,25.068,0.1,0.097,-0.3,16.6,7.5,-0.02,35.1,0.004,0.14800000000000002,0.068,0.041,0.077,0.583,0.5,171,127,2,-0.042,0.053,1
172,21.264,22.339,0.081,0.111,6.8,9.6,21.0,0.05,25.8,0.021,0.107,0.075,0.043,0.044,0.28600000000000003,0.429,172,35,54,0.02,0.011,1
173,25.349,19.326,0.071,0.097,6.5,13.4,20.6,0.052000000000000005,20.3,0.028,0.1312,0.062,0.087,0.065,0.6,0.2,173,5,187,0.024,0.012,0
174,21.877,22.723000000000006,0.101,0.123,10.2,10.2,18.3,0.068,26.8,0.032,0.077,0.06,0.043,0.086,0.667,0.857,174,142,28,0.041,0.07,1
175,23.283,17.423,0.121,0.083,7.1,10.4,17.2,0.096,21.8,0.039,0.057,0.052000000000000005,0.047,0.057,0.417,0.833,175,53,84,-0.001,0.021,1
176,22.176,21.42,0.092,0.104,7.5,10.2,16.1,0.07,20.1,0.02,0.193,0.04,0.095,0.117,0.625,0.778,176,260,17,0.022,0.003,1
177,18.558,20.935,0.075,0.123,7.4,12.5,17.7,0.12,26.0,0.054000000000000006,0.206,0.085,0.057,0.08900000000000001,0.846,0.6,177,71,115,0.058,-0.004,1
178,26.497,23.481,0.109,0.104,9.7,2.8,21.9,0.103,2.2,0.058,0.01,0.069,0.028,0.045,0.625,0.667,178,15,257,0.018000000000000002,0.013,0
179,25.068,22.339,0.081,0.1,16.6,9.6,35.1,0.14800000000000002,25.8,0.041,0.107,0.077,0.043,0.044,0.5,0.429,179,2,54,0.053,0.011,0
180,22.723000000000006,25.349,0.097,0.101,10.2,6.5,26.8,0.077,20.6,0.043,0.052000000000000005,0.086,0.028,0.062,0.857,0.6,180,28,5,0.07,0.024,0
181,21.42,17.423,0.121,0.092,10.2,10.4,20.1,0.193,21.8,0.095,0.057,0.117,0.047,0.057,0.778,0.833,181,17,84,0.003,0.021,0
182,26.497,20.935,0.075,0.104,9.7,12.5,21.9,0.103,26.0,0.058,0.206,0.069,0.057,0.08900000000000001,0.625,0.6,182,15,115,0.018000000000000002,-0.004,1
183,25.068,22.723000000000006,0.101,0.1,16.6,10.2,35.1,0.14800000000000002,26.8,0.041,0.077,0.077,0.043,0.086,0.5,0.857,183,2,28,0.053,0.07,0
184,21.42,20.935,0.075,0.092,10.2,12.5,20.1,0.193,26.0,0.095,0.206,0.117,0.057,0.08900000000000001,0.778,0.6,184,17,115,0.003,-0.004,0
185,25.068,21.42,0.092,0.1,16.6,10.2,35.1,0.14800000000000002,20.1,0.041,0.193,0.077,0.095,0.117,0.5,0.778,185,2,17,0.053,0.003,0
186,26.646,20.866,0.098,0.104,10.1,8.9,20.5,0.136,25.0,0.039,0.08800000000000001,0.048,0.068,0.056,0.875,0.5710000000000001,186,66,20,0.019,-0.018000000000000002,0
187,25.068,24.202,0.085,0.1,16.6,9.2,35.1,0.14800000000000002,25.8,0.041,0.027000000000000003,0.077,0.01,0.077,0.5,0.7,187,2,1,0.053,0.031,0
188,25.068,26.646,0.104,0.1,16.6,10.1,35.1,0.14800000000000002,20.5,0.041,0.136,0.077,0.039,0.048,0.5,0.875,188,2,66,0.053,0.019,0
189,23.377,21.295,0.106,0.104,16.9,5.0,36.3,0.206,7.9,0.065,0.061,0.075,0.027000000000000003,0.1,0.5,0.636,189,18,327,0.038,0.049,0
190,22.33,15.908,0.075,0.107,3.3,3.2,20.9,-0.001,18.8,0.018000000000000002,0.06,0.067,0.018000000000000002,0.039,0.5,0.545,190,4,16,0.013,0.024,1
191,21.225,25.505,0.073,0.119,4.0,9.4,16.8,0.066,27.8,0.037000000000000005,0.14300000000000002,0.096,0.029,0.048,0.923,0.857,191,47,29,-0.004,-0.004,1
192,23.011,23.442,0.085,0.083,8.5,14.3,19.6,0.127,24.7,0.053,0.16,0.086,0.077,0.085,0.4,0.28600000000000003,192,135,13,-0.022,0.018000000000000002,1
193,21.763,21.152,0.13,0.116,9.8,9.0,21.9,0.056,18.1,0.025,0.05,0.07400000000000001,0.021,0.087,0.667,0.667,193,76,48,0.041,0.073,0
194,21.65,22.417,0.093,0.07,7.3,7.1,8.3,0.131,22.1,0.058,0.084,0.058,0.033,0.094,0.7,0.727,194,199,2,0.008,0.006,1
195,18.96,19.97,0.104,0.073,0.6,9.2,12.9,0.0,21.0,0.0,0.087,0.046,0.039,0.085,0.727,0.667,195,8,91,0.003,0.036000000000000004,1
196,19.112,25.97,0.085,0.094,11.9,4.4,27.9,0.12,11.6,0.061,0.043,0.08900000000000001,0.01,0.037000000000000005,1.0,0.636,196,21,187,0.026,-0.012,0
197,15.908,23.377,0.104,0.075,3.2,16.9,18.8,0.06,36.3,0.018000000000000002,0.206,0.039,0.065,0.075,0.545,0.5,197,16,18,0.024,0.038,1
198,23.442,25.505,0.073,0.085,14.3,9.4,24.7,0.16,27.8,0.077,0.14300000000000002,0.085,0.029,0.048,0.28600000000000003,0.857,198,13,29,0.018000000000000002,-0.004,1
199,21.763,22.417,0.093,0.116,9.8,7.1,21.9,0.056,22.1,0.025,0.084,0.07400000000000001,0.033,0.094,0.667,0.727,199,76,2,0.041,0.006,1
200,19.112,19.97,0.104,0.094,11.9,9.2,27.9,0.12,21.0,0.061,0.087,0.08900000000000001,0.039,0.085,1.0,0.667,200,21,91,0.026,0.036000000000000004,0
201,25.505,23.377,0.104,0.073,9.4,16.9,27.8,0.14300000000000002,36.3,0.029,0.206,0.048,0.065,0.075,0.857,0.5,201,29,18,-0.004,0.038,0
202,19.112,22.417,0.093,0.094,11.9,7.1,27.9,0.12,22.1,0.061,0.084,0.08900000000000001,0.033,0.094,1.0,0.727,202,21,2,0.026,0.006,1
203,25.505,22.417,0.093,0.073,9.4,7.1,27.8,0.14300000000000002,22.1,0.029,0.084,0.048,0.033,0.094,0.857,0.727,203,29,2,-0.004,0.006,1
204,21.725,22.255,0.08199999999999999,0.113,17.3,2.0,33.9,0.217,8.4,0.115,0.052000000000000005,0.07200000000000001,0.006999999999999999,0.068,1.0,0.462,204,10,193,0.011,-0.014,0
205,21.8,17.038,0.08199999999999999,0.118,9.3,6.1,28.5,0.091,26.7,0.061,0.123,0.07200000000000001,0.067,0.081,0.833,0.222,205,40,15,0.049,-0.004,1
206,18.674,26.219,0.07400000000000001,0.095,9.2,9.2,23.2,0.16399999999999998,26.5,0.062,0.179,0.073,0.053,0.081,0.25,0.375,206,101,19,0.032,-0.019,0
207,16.887999999999998,21.975,0.128,0.131,11.2,6.8,25.5,0.115,14.8,0.059,0.032,0.091,0.033,0.065,0.667,0.333,207,12,172,0.045,-0.002,1
208,19.593,21.891,0.127,0.092,4.9,4.1,27.6,0.135,13.4,0.06,0.026,0.08,-0.017,0.068,0.7140000000000001,0.5710000000000001,208,1,46,-0.028,0.048,1
210,25.99,19.959,0.123,0.099,7.1,7.1,20.7,0.075,22.0,0.031,0.107,0.03,0.07200000000000001,0.102,0.778,0.28600000000000003,210,49,54,0.004,-0.008,1
211,26.373,18.199,0.093,0.069,10.4,3.7,23.1,0.16699999999999998,10.3,0.057,0.057,0.063,0.011,0.055,1.0,0.667,211,26,171,-0.001,0.03,0
212,21.725,17.038,0.08199999999999999,0.113,17.3,6.1,33.9,0.217,26.7,0.115,0.123,0.07200000000000001,0.067,0.081,1.0,0.222,212,10,15,0.011,-0.004,0
213,18.674,21.975,0.128,0.095,9.2,6.8,23.2,0.16399999999999998,14.8,0.062,0.032,0.073,0.033,0.065,0.25,0.333,213,101,172,0.032,-0.002,0
214,21.891,20.831,0.093,0.127,4.1,11.2,13.4,0.026,26.9,-0.017,0.099,0.068,0.035,0.076,0.5710000000000001,0.4,214,46,28,0.048,0.059,0
215,19.959,26.373,0.069,0.123,7.1,10.4,22.0,0.107,23.1,0.07200000000000001,0.16699999999999998,0.102,0.057,0.063,0.28600000000000003,1.0,215,54,26,-0.008,-0.001,0
216,18.674,21.725,0.113,0.095,9.2,17.3,23.2,0.16399999999999998,33.9,0.062,0.217,0.073,0.115,0.07200000000000001,0.25,1.0,216,101,10,0.032,0.011,1
217,19.959,21.891,0.127,0.123,7.1,4.1,22.0,0.107,13.4,0.07200000000000001,0.026,0.102,-0.017,0.068,0.28600000000000003,0.5710000000000001,217,54,46,-0.008,0.048,1
218,21.725,21.891,0.127,0.113,17.3,4.1,33.9,0.217,13.4,0.115,0.026,0.07200000000000001,-0.017,0.068,1.0,0.5710000000000001,218,10,46,0.011,0.048,1
219,24.404,22.921,0.124,0.07400000000000001,13.1,3.1,29.5,0.146,12.3,0.076,0.034,0.063,0.028,0.078,0.556,0.3,219,30,184,-0.005,0.025,0
220,23.211,21.805,0.11,0.08800000000000001,7.5,7.5,20.7,0.056,18.9,0.014,0.048,0.029,0.037000000000000005,0.084,0.5,0.75,220,32,62,0.021,-0.022,0
221,25.438,22.957,0.08800000000000001,0.07200000000000001,13.5,6.6,19.3,0.188,22.9,0.081,0.019,0.063,0.013,0.08900000000000001,1.0,0.667,221,121,9,0.009000000000000001,0.013,1
224,24.245,23.578000000000007,0.101,0.111,14.4,6.0,30.6,0.131,12.6,0.042,0.047,0.07200000000000001,0.032,0.048,1.0,0.5,224,25,155,0.052000000000000005,0.022,0
225,23.448,20.9,0.094,0.079,4.2,2.6,17.4,0.097,22.2,0.04,0.032,0.1,0.012,0.091,0.667,0.6920000000000001,225,41,14,-0.038,-0.023,0
226,20.107,21.685,0.111,0.092,9.2,1.9,23.3,0.087,15.6,0.035,0.086,0.064,0.041,0.08,0.667,0.14300000000000002,226,7,185,0.008,-0.013,0
227,24.404,23.211,0.08800000000000001,0.07400000000000001,13.1,7.5,29.5,0.146,20.7,0.076,0.056,0.063,0.014,0.029,0.556,0.5,227,30,32,-0.005,0.021,1
228,22.957,21.851,0.059,0.08800000000000001,6.6,9.9,22.9,0.019,26.0,0.013,0.076,0.08900000000000001,0.016,0.065,0.667,0.5,228,9,24,0.013,0.042,1
229,25.119,24.245,0.111,0.105,10.7,14.4,20.0,0.132,30.6,0.07400000000000001,0.131,0.066,0.042,0.07200000000000001,0.5,1.0,229,81,25,0.014,0.052000000000000005,1
230,20.107,23.448,0.079,0.092,9.2,4.2,23.3,0.087,17.4,0.035,0.097,0.064,0.04,0.1,0.667,0.667,230,7,41,0.008,-0.038,0
231,23.211,21.851,0.059,0.08800000000000001,7.5,9.9,20.7,0.056,26.0,0.014,0.076,0.029,0.016,0.065,0.5,0.5,231,32,24,0.021,0.042,0
232,24.245,20.107,0.092,0.111,14.4,9.2,30.6,0.131,23.3,0.042,0.087,0.07200000000000001,0.035,0.064,1.0,0.667,232,25,7,0.052000000000000005,0.008,1
233,20.107,23.211,0.08800000000000001,0.092,9.2,7.5,23.3,0.087,20.7,0.035,0.056,0.064,0.014,0.029,0.667,0.5,233,7,32,0.008,0.021,1
234,22.027,23.195,0.097,0.111,17.8,-0.4,31.2,0.158,5.1,0.066,0.017,0.058,0.005,0.042,0.857,0.5379999999999999,234,22,254,0.075,0.003,0
235,25.872,21.899,0.101,0.093,7.2,11.8,22.0,0.084,19.9,0.035,0.147,0.068,0.067,0.061,0.455,0.333,235,34,84,0.001,0.036000000000000004,1
236,24.451,21.567,0.118,0.07,5.5,7.7,24.7,0.061,17.4,0.018000000000000002,0.092,0.077,0.042,0.095,0.455,0.16699999999999998,236,5,52,-0.004,0.034,0
237,21.649,21.536,0.08900000000000001,0.08,12.4,5.7,29.1,0.152,12.5,0.07,0.102,0.11,0.043,0.078,0.14300000000000002,0.818,237,3,160,0.019,-0.005,0
238,26.207,25.03,0.103,0.08199999999999999,8.1,7.0,13.1,0.114,21.6,0.061,0.056,0.057,0.031,0.062,0.667,0.3,238,63,20,0.006,0.03,1
239,21.229,19.858,0.128,0.08900000000000001,1.1,10.3,9.4,0.036000000000000004,23.0,0.021,0.13,0.08199999999999999,0.076,0.119,0.75,0.75,239,90,31,-0.019,0.022,1
240,20.784,18.481,0.091,0.096,4.5,13.5,15.6,0.083,33.3,0.055,0.117,0.08900000000000001,0.056,0.094,0.889,0.14300000000000002,240,45,35,-0.018000000000000002,0.036000000000000004,1
241,21.41,25.255,0.096,0.083,9.9,8.7,22.7,0.092,11.1,0.054000000000000006,0.1,0.086,0.033,0.052000000000000005,0.818,0.778,241,6,234,0.008,-0.005,0
242,22.027,21.899,0.101,0.111,17.8,11.8,31.2,0.158,19.9,0.066,0.147,0.058,0.067,0.061,0.857,0.333,242,22,84,0.075,0.036000000000000004,0
243,24.451,21.649,0.08,0.07,5.5,12.4,24.7,0.061,29.1,0.018000000000000002,0.152,0.077,0.07,0.11,0.455,0.14300000000000002,243,5,3,-0.004,0.019,1
244,19.858,25.03,0.103,0.128,10.3,7.0,23.0,0.13,21.6,0.076,0.056,0.119,0.031,0.062,0.75,0.3,244,31,20,0.022,0.03,1
245,21.41,18.481,0.091,0.083,9.9,13.5,22.7,0.092,33.3,0.054000000000000006,0.117,0.086,0.056,0.094,0.818,0.14300000000000002,245,6,35,0.008,0.036000000000000004,0
246,21.649,22.027,0.111,0.08,12.4,17.8,29.1,0.152,31.2,0.07,0.158,0.11,0.066,0.058,0.14300000000000002,0.857,246,3,22,0.019,0.075,0
247,21.41,25.03,0.103,0.083,9.9,7.0,22.7,0.092,21.6,0.054000000000000006,0.056,0.086,0.031,0.062,0.818,0.3,247,6,20,0.008,0.03,0
248,21.649,21.41,0.083,0.08,12.4,9.9,29.1,0.152,22.7,0.07,0.092,0.11,0.054000000000000006,0.086,0.14300000000000002,0.818,248,3,6,0.019,0.008,0
249,21.649,22.417,0.093,0.08,12.4,7.1,29.1,0.152,22.1,0.07,0.084,0.11,0.033,0.094,0.14300000000000002,0.727,249,3,2,0.019,0.006,1
250,21.891,23.211,0.08800000000000001,0.127,4.1,7.5,13.4,0.026,20.7,-0.017,0.056,0.068,0.014,0.029,0.5710000000000001,0.5,250,46,32,0.048,0.021,1
251,23.211,22.417,0.093,0.08800000000000001,7.5,7.1,20.7,0.056,22.1,0.014,0.084,0.029,0.033,0.094,0.5,0.727,251,32,2,0.021,0.006,1
256,22.72,19.563,0.114,0.08800000000000001,2.7,9.6,8.5,0.066,10.2,0.027000000000000003,0.127,0.06,0.054000000000000006,0.084,0.14300000000000002,0.28600000000000003,256,109,99,-0.004,0.013,0
257,23.652,22.082,0.112,0.095,9.8,9.8,12.0,0.095,18.9,0.017,0.13699999999999998,0.033,0.055,0.084,0.75,0.636,257,226,36,0.035,0.01,1
258,21.869,22.634,0.08800000000000001,0.081,5.0,3.7,14.6,0.09,10.9,0.02,0.07,0.06,0.057,0.068,0.727,0.6920000000000001,258,32,47,0.011,-0.003,1
259,23.898000000000003,25.497,0.08900000000000001,0.111,10.2,9.4,10.5,0.095,17.1,0.028,0.128,0.052000000000000005,0.027000000000000003,0.067,0.28600000000000003,0.556,259,277,1,0.044,0.012,0
260,21.664,24.985,0.094,0.086,6.5,18.9,17.5,0.095,29.5,0.013,0.265,0.048,0.126,0.152,0.5379999999999999,0.5,260,27,51,-0.014,0.004,1
261,21.09,26.623,0.094,0.159,8.6,11.7,11.4,0.006,21.7,-0.013,0.16399999999999998,0.07400000000000001,0.066,0.061,0.7140000000000001,0.364,261,128,18,0.095,0.009000000000000001,1
262,22.082,22.72,0.08800000000000001,0.112,9.8,2.7,18.9,0.13699999999999998,8.5,0.055,0.066,0.084,0.027000000000000003,0.06,0.636,0.14300000000000002,262,36,109,0.01,-0.004,0
263,23.898000000000003,22.634,0.08800000000000001,0.111,10.2,3.7,10.5,0.095,10.9,0.028,0.07,0.052000000000000005,0.057,0.068,0.28600000000000003,0.6920000000000001,263,277,47,0.044,-0.003,1
264,24.985,26.623,0.094,0.094,18.9,11.7,29.5,0.265,21.7,0.126,0.16399999999999998,0.152,0.066,0.061,0.5,0.364,264,51,18,0.004,0.009000000000000001,0
265,22.634,22.082,0.112,0.08800000000000001,3.7,9.8,10.9,0.07,18.9,0.057,0.13699999999999998,0.068,0.055,0.084,0.6920000000000001,0.636,265,47,36,-0.003,0.01,1
266,22.082,24.985,0.094,0.112,9.8,18.9,18.9,0.13699999999999998,29.5,0.055,0.265,0.084,0.126,0.152,0.636,0.5,266,36,51,0.01,0.004,1
267,27.063,21.555,0.111,0.079,4.5,13.3,5.6,0.128,25.6,0.03,0.168,0.049,0.098,0.081,0.733,0.444,267,237,3,-0.03,-0.004,1
268,20.879,23.127,0.117,0.106,12.3,11.7,19.6,0.127,25.2,0.051,0.19,0.063,0.107,0.102,0.75,0.429,268,101,60,0.057,0.019,1
269,22.846,22.06,0.101,0.099,9.0,13.0,11.9,0.104,18.5,0.048,0.173,0.049,0.076,0.061,0.429,0.5,269,149,121,0.024,0.01,1
270,23.537,20.542,0.132,0.077,9.5,7.7,11.8,0.092,17.8,0.021,0.092,0.062,0.047,0.087,0.4,0.556,270,194,17,0.004,0.016,1
271,25.017,24.816,0.081,0.118,11.9,2.7,10.8,0.184,13.8,0.055,0.077,0.079,0.04,0.036000000000000004,0.2,0.6,271,281,58,0.03,-0.005,0
272,23.733,20.698,0.112,0.123,9.7,10.8,18.1,0.117,10.2,0.053,0.096,0.06,0.048,0.073,0.375,0.333,272,22,175,0.043,0.035,0
273,20.159,19.96,0.097,0.104,9.4,10.7,15.1,0.149,15.7,0.064,0.111,0.057,0.028,0.061,0.5,0.444,273,74,39,0.022,0.029,1
274,21.744,23.584,0.122,0.095,2.8,14.5,-1.9,0.078,22.0,0.043,0.174,0.081,0.06,0.051,0.5,0.308,274,313,55,-0.018000000000000002,0.062,0
275,21.555,20.879,0.106,0.111,13.3,12.3,25.6,0.168,19.6,0.098,0.127,0.081,0.051,0.063,0.444,0.75,275,3,101,-0.004,0.057,0
276,20.542,22.06,0.101,0.132,7.7,13.0,17.8,0.092,18.5,0.047,0.173,0.087,0.076,0.061,0.556,0.5,276,17,121,0.016,0.01,0
277,23.733,25.017,0.118,0.123,9.7,11.9,18.1,0.117,10.8,0.053,0.184,0.06,0.055,0.079,0.375,0.2,277,22,281,0.043,0.03,0
278,19.96,21.744,0.095,0.097,10.7,2.8,15.7,0.111,-1.9,0.028,0.078,0.061,0.043,0.081,0.444,0.5,278,39,313,0.029,-0.018000000000000002,0
279,21.555,20.542,0.132,0.111,13.3,7.7,25.6,0.168,17.8,0.098,0.092,0.081,0.047,0.087,0.444,0.556,279,3,17,-0.004,0.016,1
280,23.733,19.96,0.097,0.123,9.7,10.7,18.1,0.117,15.7,0.053,0.111,0.06,0.028,0.061,0.375,0.444,280,22,39,0.043,0.029,1
281,20.542,19.96,0.097,0.132,7.7,10.7,17.8,0.092,15.7,0.047,0.111,0.087,0.028,0.061,0.556,0.444,281,17,39,0.016,0.029,0
282,19.962,28.669,0.113,0.142,14.2,6.2,21.2,0.15,10.4,0.08,0.078,0.127,0.015,0.039,0.444,0.455,282,28,292,0.085,0.031,0
283,23.413,25.294,0.087,0.08900000000000001,7.7,4.5,17.2,0.055,4.9,0.035,-0.062,0.08900000000000001,-0.039,0.057,0.455,0.2,283,20,122,0.026,0.049,0
284,22.169,24.177,0.094,0.08800000000000001,7.8,10.0,21.0,0.14400000000000002,9.3,0.041,0.185,0.07200000000000001,0.06,0.087,0.4,0.222,284,24,177,-0.008,-0.006,0
285,19.619,22.193,0.105,0.085,11.8,9.0,19.1,0.168,11.1,0.046,0.14400000000000002,0.07,0.067,0.071,0.7140000000000001,0.3,285,16,280,0.036000000000000004,0.033,0
286,25.71,16.823,0.122,0.099,6.2,7.7,14.1,0.05,19.0,0.022,0.035,0.067,0.006999999999999999,0.08,0.35700000000000004,0.667,286,11,62,0.017,0.052000000000000005,1
287,25.203000000000007,19.299,0.111,0.086,5.6,7.7,12.9,0.086,13.9,0.04,0.129,0.076,0.075,0.107,0.375,0.625,287,85,25,-0.021,-0.014,1
288,25.53,22.038,0.095,0.099,10.8,5.5,16.5,0.163,11.8,0.06,-0.003,0.058,-0.005,0.046,1.0,0.4,288,110,21,-0.003,0.013,0
289,22.653,22.094,0.117,0.106,16.1,3.8,21.5,0.129,4.5,0.078,0.013,0.054000000000000006,0.0,0.083,0.5,0.5329999999999999,289,15,182,0.049,0.014,0
290,19.962,23.413,0.08900000000000001,0.142,14.2,7.7,21.2,0.15,17.2,0.08,0.055,0.127,0.035,0.08900000000000001,0.444,0.455,290,28,20,0.085,0.026,0
291,22.169,19.619,0.085,0.08800000000000001,7.8,11.8,21.0,0.14400000000000002,19.1,0.041,0.168,0.07200000000000001,0.046,0.07,0.4,0.7140000000000001,291,24,16,-0.008,0.036000000000000004,1
292,16.823,19.299,0.111,0.122,7.7,7.7,19.0,0.035,13.9,0.006999999999999999,0.129,0.08,0.075,0.107,0.667,0.625,292,62,25,0.052000000000000005,-0.014,0
293,25.53,22.653,0.106,0.099,10.8,16.1,16.5,0.163,21.5,0.06,0.129,0.058,0.078,0.054000000000000006,1.0,0.5,293,110,15,-0.003,0.049,1
294,19.962,19.619,0.085,0.142,14.2,11.8,21.2,0.15,19.1,0.08,0.168,0.127,0.046,0.07,0.444,0.7140000000000001,294,28,16,0.085,0.036000000000000004,0
295,16.823,22.653,0.106,0.122,7.7,16.1,19.0,0.035,21.5,0.006999999999999999,0.129,0.08,0.078,0.054000000000000006,0.667,0.5,295,62,15,0.052000000000000005,0.049,1
296,19.962,22.653,0.106,0.142,14.2,16.1,21.2,0.15,21.5,0.08,0.129,0.127,0.078,0.054000000000000006,0.444,0.5,296,28,15,0.085,0.049,1
297,22.217,22.561,0.096,0.092,16.1,6.7,26.3,0.131,8.3,0.077,0.084,0.092,0.033,0.046,0.833,0.7140000000000001,297,37,271,0.019,0.011,0
298,22.215,20.732,0.112,0.069,10.5,6.8,11.0,0.185,14.2,0.071,0.112,0.039,0.064,0.08,0.6,0.4,298,98,26,-0.028,0.006,0
299,19.365,20.098,0.103,0.091,1.5,6.1,17.5,0.07400000000000001,14.8,0.042,0.093,0.069,0.035,0.071,0.5,0.4,299,31,40,-0.033,0.015,0
