,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,effective-field-goal-pct2,ftm-per-100-possessions2,offensive-rebounding-pct2,defensive-rebounding-pct2,assists-per-fgm2,effective-possession-ratio2,RPI2,Win%2,CGWin%2,SOS2,Last 102,Margin2,OffE2,AdjO2,DefE2,AdjD2,EffM2,AdjEM2,PF2,PA2,PFAM2,TrueS%2,OpTS%2,TS%M2,FG%2,OpFG%2,FG%M2,3P%2,FT%2,RB%2,ST/Pos2,TO/Pos2,OpTO/Pos2,TOM2,BL%2,PF/Pos2
Margin,0.500382924108788,0.10123146959712025,0.2804163318486182,0.2864103240146088,0.21315943948936117,0.3905223743954917,0.7103789263356679,0.83069499435904,0.08185025499046394,-0.26517707336094837,0.6724471980294077,1.0,0.6955658854812087,0.6349674284151273,-0.6148692150363705,-0.5846694144414203,0.9917307209481836,0.8069166233731583,0.486308212677766,-0.3650440206952008,0.9989112651751557,0.4775016948589772,-0.5031553069885455,0.7405772783744953,0.567549665326509,-0.42058248508126345,0.702446939602101,0.2715696034666258,0.09838668916523526,0.47706205736150076,0.18857900192693203,-0.3163943036457953,0.15265720093231427,0.27327757852736984,0.26201482213369964,-0.27458073142649514,-0.058728055529970985,-0.025399585317163284,-0.03742960289356543,-0.05939565509112629,-0.058781393394885105,-0.06939844976536116,-0.2341961844654251,-0.13912881392435678,-0.001658504426359347,0.2161836165564447,-0.17878144162464374,-0.151001676324397,-0.10383943451613298,-0.15424337587061127,0.1095194791223619,0.1806269026931249,-0.15253991955131105,-0.2152006549540676,-0.05240961251007086,0.08031222162530242,-0.14649354618652977,-0.058704343316072036,0.1434009765536339,-0.14290936236676255,-0.07268314736427092,0.12449170750911041,-0.133121721860737,-0.030636728398487207,-0.04684576372220084,-0.08127795483222915,0.015993392533434507,0.07860239574142434,0.042156836395367964,-0.011028234471934403,-0.09570389333216545,0.09058736080664784
OffE,0.7656694802430187,0.12461896633812403,0.08881098388637435,0.22897803942530523,0.18485826566075153,0.373127518772236,0.5371307771818777,0.5643822606704393,0.04447847668519512,-0.24907218465644076,0.47045592271756614,0.6955658854812087,1.0,0.8802648582764211,0.12470955505492336,0.01897591763514051,0.6882886855223156,0.610285159782604,0.693449621035318,0.12354475135186417,0.6962861254741648,0.7863765086244824,0.0704053500315487,0.5563583648892696,0.7340309461634358,0.15859805160880863,0.41664992433533704,0.5621858287705866,0.3833351979028725,0.307136765310438,-0.15818045849796022,-0.5513435594313933,-0.2385340257715447,0.16259915466044383,-0.07887852999629681,-0.3325268815924657,-0.06723774333526232,-0.024823898840239788,-0.07739204038335284,0.009195701009691288,-0.12002683641355785,-0.04870558689935572,-0.20839905079300314,-0.17245837194488503,-0.03032344782376281,0.14809440825551717,-0.2067801017453061,-0.1814328944097435,-0.09943214118195161,-0.11432630499487788,0.15880491530972085,0.19434723822194613,-0.18350285991898455,-0.19644904414304556,-0.02644028101776158,0.13537300237623726,-0.17568207858971444,-0.058959657209685074,0.17658786789639022,-0.16546463405237477,-0.0959167444909584,0.12387464462387274,-0.1489554286706213,-0.030536780024491242,-0.00374345849272026,-0.08677076891067427,-0.03509254679285684,0.018743071595622867,-0.01923794914238932,-0.005768120596520631,-0.0626068996308037,0.08398639489423049
AdjO,0.6344254557265304,0.09348991897604604,0.17265903564312238,0.1719575430453952,0.17677189444089278,0.44123996645693525,0.7071068660050163,0.4708871170216218,0.035101946509293894,-0.5875748729375025,0.6186923596067426,0.6349674284151273,0.8802648582764211,1.0,0.08428259531119363,-0.1446705434028988,0.6245167625969654,0.7951675940739297,0.6339502848178472,0.11432218679419605,0.6349858366222438,0.6228297243188285,-0.006778205353730442,0.4867395227091022,0.5961178330011813,0.07612322348821018,0.37814421574933227,0.4181926337406899,0.3504269143338007,0.3169929073548964,-0.15202601552627193,-0.5170297124297131,-0.23390290389230398,0.11161786986875821,0.031924781609401764,-0.3902112073371702,-0.04078823824777104,-0.06984020980607909,-0.12142628360073117,0.036306920357476326,-0.0793131330593972,-0.09119558928913529,-0.24296426530571794,-0.17700345255442335,-0.023051016822758393,0.1926992303071372,-0.208830860301396,-0.18805006959365958,-0.11593443680877973,-0.12208800661752095,0.15357056041814884,0.23385884018879963,-0.19202998900708423,-0.2258644106552683,-0.024553194120266044,0.14346380929377917,-0.18219125801315678,-0.045446226953530997,0.17505959153907663,-0.1543144242484301,-0.08644141279036238,0.12816979679525595,-0.14415549977336303,-0.02472489445752293,-0.017608955626183424,-0.09999517032049425,-0.07518319345869004,0.030899828125236586,-0.035012171595244404,-0.06939198414689755,-0.07920817397394864,0.08283191488363009
DefE,0.1407085764852933,-0.0020595715265672907,-0.27622457385192967,-0.1738079231965821,-0.09985419924025014,-0.13943275385066126,-0.3989770960847132,-0.5413989846445908,-0.06676529409183785,0.0919536566491041,-0.40564506100026293,-0.6148692150363705,0.12470955505492336,0.08428259531119363,1.0,0.8438736938053033,-0.6339374423858274,-0.45761054759241715,0.1969441756635031,0.7525698435197601,-0.6133393745298069,0.19615569757817233,0.7938633642387278,-0.43391407212084376,0.02841917845200506,0.7692837765483258,-0.5187232651064768,0.22486867474429484,0.26264234238881096,-0.33219636318016593,-0.40454842556184895,-0.14399890935231147,-0.4488733547147856,-0.19366475562808116,-0.42641407032641365,0.014490602134598305,0.016675603135863797,-0.0011439644315745575,-0.04526018947411071,0.10796004729306312,-0.041430617279175214,0.03654285717273378,0.09461887789137136,0.00362026748808733,-0.03098835740180031,-0.14215302543696118,0.027618151607667153,0.012853410957937447,0.03975820474068965,0.09864241958664056,0.026949304129492337,-0.02962521838203083,0.010591239031963266,0.08515223196571275,0.057535411593581214,0.048943367469168754,0.013706567178553895,0.02608116165233104,-0.005021366850635538,0.023809005761887526,0.006791804805415037,-0.0390693288727473,0.03075113248932456,0.010858257021676166,0.07053497001343607,0.02251378914839254,-0.08150891676416061,-0.09770326211885008,-0.09619851613869825,0.006933025755417525,0.06365338289988212,-0.04594456195349041
AdjD,0.11388576818831835,-0.03300994813250507,-0.31818030181035467,-0.18126434276138986,-0.12535989448912147,-0.24427627541203822,-0.6628041430468956,-0.48819799096002886,-0.0467017777165218,0.49892522710281406,-0.5504687772283263,-0.5846694144414203,0.01897591763514051,-0.1446705434028988,0.8438736938053033,1.0,-0.6022026538311825,-0.71504775952679,0.1353540017322705,0.6588317576016162,-0.5816182613711693,0.1638005354485008,0.725596901887068,-0.4086943105309165,-0.0073319599625027276,0.6914624135287689,-0.49207934966311867,0.23850436165579006,0.19057048621974018,-0.379011711646843,-0.3320993006943377,-0.04801485961216634,-0.29716720322090373,-0.1365483169707896,-0.44367460541574383,0.09031656884580763,0.057254302217683614,0.006864789147604368,0.016908217027954975,0.09032052805814608,-0.019703603322453918,0.08643700091585103,0.18541594454662952,0.06798634306730138,0.005318189753394826,-0.2244282626662465,0.14468482835913055,0.08310110273505497,0.09995953239223088,0.19583178270655668,-0.010817452290267305,-0.07648519872872371,0.08116848774727657,0.1798461743269412,0.08540713768229044,0.014194490872984156,0.08307013359493999,0.05233179923823163,-0.044000600738435494,0.070323380365929,0.047722158130688495,-0.06897288444711082,0.07931342005168983,0.0364746086196039,0.06420866720934967,0.06460955701155464,-0.05833364608087499,-0.11217431556240375,-0.070450290407175,0.052528857326316736,0.09603197720726407,-0.08493270647010115
EffM,0.4904160063908418,0.09809139104370637,0.2710354553597896,0.3046976172539768,0.21636718321684406,0.3912545433922776,0.7103870147862519,0.835759725594404,0.08348470509333189,-0.26137558225499563,0.663291252096018,0.9917307209481836,0.6882886855223156,0.6245167625969654,-0.6339374423858274,-0.6022026538311825,1.0,0.8102781577805769,0.39652807775881954,-0.4539381170851219,0.991173591177846,0.46953823643959125,-0.5255501952882291,0.7509183172067428,0.5513761427304565,-0.43883544549507986,0.7040276544441513,0.273795115603405,0.10676850034713234,0.4822873352436211,0.17248661799644363,-0.32447140074544617,0.14226140780911029,0.26833803347495117,0.250286997006031,-0.269789262564047,-0.0645811919383701,-0.01850386431160758,-0.02719570363606234,-0.07179220867748413,-0.06321358367771872,-0.06467256654804011,-0.2316207806872002,-0.1370729664797511,-0.0009792261527293898,0.21936949732218308,-0.18137163169810425,-0.15081909645193875,-0.106573315069375,-0.1612357434618699,0.10407973347853959,0.17314805107844153,-0.15077859619011824,-0.21538462769649422,-0.062676103277345,0.06973443048411222,-0.14696029205729397,-0.06502635356607309,0.1413161887008594,-0.14638245119745974,-0.07972996137791893,0.12512183106994462,-0.13858972981866852,-0.03174144355024731,-0.0544891827983335,-0.0840959990528882,0.03224124761799915,0.08604487601969339,0.05533964476020342,-0.0095651188325524,-0.09533999893733903,0.09905695063751288
AdjEM,0.37651832253359757,0.08607480237925283,0.3169887294659827,0.2323791865189725,0.20142182402773443,0.4606023505142741,0.9057675645830814,0.6318713028573777,0.053420381390392666,-0.7208861995437562,0.774458744069588,0.8069166233731583,0.610285159782604,0.7951675940739297,-0.45761054759241715,-0.71504775952679,0.8102781577805769,1.0,0.36494112747045765,-0.32298681563273407,0.8050597699132989,0.3396512769325645,-0.4494613703935482,0.5943483724120938,0.42565540571575683,-0.36997196282345274,0.5687263263677824,0.14929224671495442,0.13079085809276955,0.4562304142033498,0.0961150664758379,-0.33586043348919165,0.016860700857111163,0.16254077452590604,0.29445526208090966,-0.3310367209951319,-0.0639161882097837,-0.05354768338458723,-0.09614835297557317,-0.029723832344590122,-0.0439515231442732,-0.11741791440113304,-0.2852859565715208,-0.1667189184477141,-0.01954491398039942,0.27368148520650365,-0.23620889900195619,-0.18378632503836792,-0.1431675091227982,-0.20626910337806836,0.11512818663640902,0.21209612533799094,-0.18541379289783705,-0.26979140942120977,-0.06968767232200178,0.09265944431348892,-0.17962804784638195,-0.06417898448785789,0.1506462182349952,-0.15212115746855587,-0.0903174597161728,0.13282213130321013,-0.1504532219973519,-0.0398213234883483,-0.0517903075195553,-0.11024252012533722,-0.017368531944695356,0.09057553373389042,0.018438148638392514,-0.08121762168597768,-0.11481315440472012,0.11057131489657375
PF,0.5599058293399547,0.10313175311173674,0.09159000583052614,0.054771217123513766,0.08022474195406629,0.2309671395186872,0.33841064296235485,0.3351679614942104,0.03080340651248165,-0.16817639120966119,0.33169260220567054,0.486308212677766,0.693449621035318,0.6339502848178472,0.1969441756635031,0.1353540017322705,0.39652807775881954,0.36494112747045765,1.0,0.6351654143998086,0.4874611224877503,0.5615898481018515,0.1822724057368536,0.2996453397796709,0.5717072395726734,0.21623697897936264,0.25872542075789545,0.3563574114430437,0.19337814749240215,0.15765387201713,-0.027431641321681095,-0.3266491452618904,-0.105907156933258,0.1321312225101705,-0.001308127965908417,-0.2472069064901647,-0.0025739545982558835,-0.05547287052012849,-0.11423529092365912,0.07816074114011388,-0.06318046458626499,-0.04855943411158774,-0.15146249635251557,-0.1235398962541841,-0.02612127655929708,0.08746811992153701,-0.12734607195052328,-0.11729921316457448,-0.03737040329926495,-0.02125873376518228,0.14628686909448432,0.18049214208396355,-0.12908065000776697,-0.12472098555611386,0.060675451888231584,0.16802850763968283,-0.1104534192262396,0.001187778391068376,0.13989008352317722,-0.0944658277181284,-0.021787119500141793,0.08668369828207478,-0.07178805147147997,-0.01024500149345109,0.04104325640709623,-0.04989476939576901,-0.11700347783001165,-0.04850511501345513,-0.08875401298286137,-0.01323475135425804,-0.037342136019533935,0.0012629337859227268
PA,0.1517250859221845,0.02157064981791286,-0.1503445690348754,-0.19810096770003982,-0.1030455297687426,-0.09888676066705193,-0.26572891047573866,-0.3765961850694134,-0.040952329632754886,0.052008400020964234,-0.23985673586447886,-0.3650440206952008,0.12354475135186417,0.11432218679419605,0.7525698435197601,0.6588317576016162,-0.4539381170851219,-0.32298681563273407,0.6351654143998086,1.0,-0.36477767840503117,0.17550004709606393,0.6376340479563289,-0.3349731813148806,0.10627254982288954,0.6022195651537506,-0.3461480294224487,0.13811995377680758,0.1189818608957684,-0.25609473852537284,-0.19298511893587075,-0.06909205669827008,-0.24522759737406366,-0.09855841299809191,-0.23158132352599078,-0.020819500182455944,0.048387261581855856,-0.03931678099773205,-0.08755458919172747,0.13659357788565327,-0.012006468359390062,0.008509375480640565,0.04386484424655947,-0.009175214735380433,-0.026226021000907127,-0.09646365939685606,0.022098033200349153,0.007840800320178015,0.050199264352431654,0.11108356975778143,0.057600906989923095,0.03210401635458011,-0.00299108427071005,0.05589622924127018,0.10805090336074809,0.10544024228984,0.01122883800962569,0.05194170576719767,0.021294595724675038,0.025445559907518137,0.041100321843939046,-0.019062440405548754,0.042160682636684446,0.01566877148385502,0.08226434675719022,0.02047598945515083,-0.13834188871595923,-0.11840325061772566,-0.13166857119074138,-0.006144985930398189,0.04370223340645191,-0.0778417298857039
PFAM,0.5017021852715428,0.09962847456247953,0.2803416760113846,0.2901134866139531,0.21313272239839426,0.3897353220888984,0.7083493400915039,0.8297719534795843,0.08342851777424007,-0.2615293078295622,0.671003178836965,0.9989112651751557,0.6962861254741648,0.6349858366222438,-0.6133393745298069,-0.5816182613711693,0.991173591177846,0.8050597699132989,0.4874611224877503,-0.36477767840503117,1.0,0.47859630861224434,-0.5010951332838507,0.7398962769493989,0.5690520691822551,-0.4201161942204186,0.7032003499515467,0.27344678886779206,0.09861125221827995,0.47955707175349993,0.18509437450995378,-0.315667324632461,0.14955095390312814,0.2707002709583935,0.2602177916368922,-0.274470664870648,-0.05783364618620304,-0.022410384746899402,-0.03869635131636989,-0.0602646498606428,-0.06259351019493083,-0.06817084088575971,-0.2321748010110938,-0.1385543146919031,-0.001841421191782495,0.2144911304117112,-0.1784959685257644,-0.15026723042613568,-0.10179833381151647,-0.15120343195720526,0.11123206781999057,0.18128967164600468,-0.1522246061007852,-0.2135391428459156,-0.04900395341266062,0.08336075307860034,-0.14584472846679616,-0.05728645476129171,0.14456382025357392,-0.14264330170601353,-0.07272673973423154,0.1260460955220493,-0.13420125500192787,-0.03006329381370682,-0.043519626960820026,-0.08329523824741071,0.01534378550179025,0.0753781921262741,0.041854384168920046,-0.0090077152649182,-0.09441958745906702,0.08951986075384942
TrueS%,0.9490480894542308,0.02568960738511872,-0.30178170611871363,0.23329746947417007,0.19622016235205067,-0.2692420633005825,0.29530091263422387,0.4113129984379529,0.06213458869521899,-0.050402356995011645,0.25182497588329206,0.4775016948589772,0.7863765086244824,0.6228297243188285,0.19615569757817233,0.1638005354485008,0.46953823643959125,0.3396512769325645,0.5615898481018515,0.17550004709606393,0.47859630861224434,1.0,0.1268570691271067,0.6803447152929383,0.8696252078340317,0.17805392719938162,0.4990076502188945,0.6975180106366723,0.470461642463285,0.05593543392293479,-0.19575432761365727,-0.24607793527695188,-0.2482008724364226,-0.07359121813322465,-0.18354930356190832,-0.27970743877230847,-0.04520877553833087,-0.09987674324086261,-0.08387129548642315,0.040287389630594236,-0.09725742993484408,-0.04881597504536545,-0.15264675343054826,-0.1369025348663601,-0.024210888805283798,0.11458740890928074,-0.181120411663418,-0.14978077961790853,-0.09591327078504011,-0.07768190055604338,0.12259947001316804,0.14894426655514317,-0.15577842002724915,-0.14380115301494528,-0.007174294885912325,0.12817767490224183,-0.1457873480470619,-0.061715576536721856,0.1534981356595779,-0.1510219842368557,-0.07291791555592263,0.08909839534036884,-0.1096041770403231,-0.05074003413274155,-0.034550602397711086,-0.08049414969662062,-0.019990293036772137,0.002472085671428825,-0.00883411121398031,-0.006421491032766495,-0.014154209374013767,0.04689029089071402
OpTS%,0.07948491443175024,-0.03594986255336242,-0.2780938192336856,-0.0599001065742564,-0.05799102961747485,-0.13874440686806702,-0.428512419815478,-0.451763893480879,-0.07135088099242037,0.20512943209969925,-0.3754770505208812,-0.5031553069885455,0.0704053500315487,-0.006778205353730442,0.7938633642387278,0.725596901887068,-0.5255501952882291,-0.4494613703935482,0.1822724057368536,0.6376340479563289,-0.5010951332838507,0.1268570691271067,1.0,-0.6403640363801264,-0.0532072119521991,0.9066414974205275,-0.6712849337912551,0.1394514680371417,0.21963453188701607,-0.36142766841417373,-0.036826100873323116,-0.11548692137008443,0.05649870726205675,0.1261885017914718,-0.564368748640725,0.21049466956444768,0.09277013583456534,0.011444560801601548,-0.02622213048228335,0.0911552272319756,-0.04480269772204559,0.012627556759965594,0.12376479036990136,0.05235601697034014,-0.02280171123491453,-0.12850422679098666,0.05829590298632481,0.0869227619953473,0.10456717538190402,0.14473081797097204,0.0011829323995002608,-0.03479668277628441,0.07623397453245088,0.11964064089804749,0.14553669687829274,0.07447394877037627,0.0875992489397489,0.09745622654699053,-0.010242687211844455,0.08137542499225957,0.09287250973153091,-0.04048775220262912,0.09181464256960623,0.03863989490241257,0.0866992595450461,0.04321069516770132,-0.04995442915759077,-0.08323402240481201,-0.05118329985177029,0.025014365573679538,0.08485882476343272,-0.09166063158120286
TS%M,0.6729720135860552,0.04579266158395113,-0.02782630996126338,0.22544443281638465,0.192210935342349,-0.10591171804943401,0.5449662970451199,0.6522320809971586,0.1018872994722032,-0.1899031367204782,0.4711331314516215,0.7405772783744953,0.5563583648892696,0.4867395227091022,-0.43391407212084376,-0.4086943105309165,0.7509183172067428,0.5943483724120938,0.2996453397796709,-0.3349731813148806,0.7398962769493989,0.6803447152929383,-0.6403640363801264,1.0,0.7128351467895551,-0.5321584268702243,0.8824465655004604,0.43621030989772697,0.20281172480652546,0.31149824632603934,-0.12543534333438905,-0.10485653968991052,-0.235760681839584,-0.14978532700442945,0.2753196389626646,-0.37316915366219167,-0.10242059568466405,-0.0870905342003843,-0.04577153701463189,-0.03442508572876326,-0.04147272570832193,-0.04741030668245851,-0.20928960819681988,-0.1436684929270495,-0.0017578967672879588,0.18426460489026372,-0.1829739821876564,-0.17937365871981029,-0.15098397280757028,-0.16672918626153976,0.093553247697931,0.1408922197317386,-0.17619782986620675,-0.19941240174836258,-0.1122955668726337,0.04430497076209982,-0.17678548265938698,-0.11895236400471418,0.1263304273700215,-0.17633195112416436,-0.1243093657524918,0.09833123524005896,-0.15172333079473516,-0.06784663939003814,-0.08986476589287798,-0.09323855694736502,0.021972386475919776,0.06313417913257094,0.030828353121705513,-0.025347650637779252,-0.07326797947058025,0.10412277314102293
FG%,0.8807699820566058,-0.03116365271470503,-0.07576591922925768,0.22659780514861175,0.22060973752018798,-0.1584467636346248,0.3768390130965235,0.4591162673905436,0.04120695320840024,-0.10444927975270098,0.3346777246741401,0.567549665326509,0.7340309461634358,0.5961178330011813,0.02841917845200506,-0.0073319599625027276,0.5513761427304565,0.42565540571575683,0.5717072395726734,0.10627254982288954,0.5690520691822551,0.8696252078340317,-0.0532072119521991,0.7128351467895551,1.0,-0.0006038266776497121,0.713927184798891,0.5199127817757454,0.18129594779676728,0.2575600458644187,-0.10767139929575004,-0.14500423367256177,-0.21777499356581195,-0.08730005034935265,-0.03049548005082746,-0.3139313163790057,-0.0728045856657396,-0.07510354003048302,-0.08230744794936459,0.03129836322320162,-0.09321283440666076,-0.04021023209385689,-0.17035531626703967,-0.14379380687844673,-0.0023641170710490557,0.12784508473320735,-0.18851639934590267,-0.16767102613348298,-0.11261348308855339,-0.10312035255188598,0.12437213639353269,0.1449944981155366,-0.16931519880886323,-0.15868005870999854,-0.038004295422993786,0.10986056028019543,-0.16161788325759124,-0.08227594441041958,0.13624237329582464,-0.1552730781763762,-0.09432362573694197,0.08948786576936359,-0.12470598594367889,-0.049866482266440554,-0.04845428235910623,-0.08200769714454093,-0.029600099176908198,0.0019489966224986379,-0.03127645504443773,-0.005956467150681805,-0.03475140669006862,0.020145175499614865
OpFG%,0.13295093742259595,-0.021441662010148174,-0.2695931666054247,-0.1303644112404537,-0.0316551138060841,-0.06930683794043035,-0.3433326181350976,-0.3673958850231162,-0.056160951093835655,0.14380860123179467,-0.28763532289599664,-0.42058248508126345,0.15859805160880863,0.07612322348821018,0.7692837765483258,0.6914624135287689,-0.43883544549507986,-0.36997196282345274,0.21623697897936264,0.6022195651537506,-0.4201161942204186,0.17805392719938162,0.9066414974205275,-0.5321584268702243,-0.0006038266776497121,1.0,-0.6987289312069614,0.19960087000279716,0.22719275101832145,-0.3772853508886864,-0.07516290522040563,-0.18991368093133715,0.0020946661248158723,0.16464777507966546,-0.5795284558912381,0.06750815835967168,0.05059925696767846,0.028148777003445605,0.008733186808524878,0.02770884041420579,-0.030488659551275204,0.007130868035704489,0.1063884181961958,0.0360412817575072,-0.019646341242369515,-0.12131314347876646,0.0687147148435738,0.06731727512003824,0.06418773426953926,0.10299976044275692,-0.018567226080855752,-0.04780909219504202,0.06018778350395965,0.09922345697419951,0.09407773839849434,0.0376230420340559,0.0679116707679839,0.06240435167573743,-0.04195042267684818,0.07652774676643871,0.0655282060185093,-0.07561234138363858,0.09565094903234081,0.03584911664960541,0.06765492369033256,0.032406817045140604,-0.036358069839792284,-0.030538255797539916,-0.023485469905502158,0.0464746170354769,0.11425071105357085,-0.049544272246921976
FG%M,0.5359177041013629,-0.009491877873592647,0.13433906364444373,0.25718563366975306,0.18048478544084423,-0.06324746343647289,0.5154499314560748,0.5885741996651312,0.07064612329858322,-0.1798144303895636,0.44247122029103,0.702446939602101,0.41664992433533704,0.37814421574933227,-0.5187232651064768,-0.49207934966311867,0.7040276544441513,0.5687263263677824,0.25872542075789545,-0.3461480294224487,0.7032003499515467,0.4990076502188945,-0.6712849337912551,0.8824465655004604,0.713927184798891,-0.6987289312069614,1.0,0.23326341838909695,-0.025124388693844597,0.45061312215804994,-0.023589660423030696,0.028022536876635327,-0.15775491977537726,-0.18175213707554097,0.38495820702580397,-0.27277857841066616,-0.08467327214154399,-0.0739679546506117,-0.06788450052509995,0.0020631637812128056,-0.0473785407325952,-0.03676154891985124,-0.19774760534854088,-0.13008944628741256,0.014511455650521492,0.17724957834053448,-0.1843115351465183,-0.1683806965365388,-0.1244867335601501,-0.14458115501809046,0.10501376163089486,0.14056255218094585,-0.16462725462495517,-0.1841556986036968,-0.09206013873438626,0.05456225536985842,-0.16450098385793444,-0.09946017433452996,0.13073656521481114,-0.1650723602859888,-0.11264419655226238,0.11801986881837614,-0.1559902219388193,-0.05851320494841549,-0.07849706791480215,-0.08418338858442442,0.004564396725269488,0.023790929591174948,-0.004824744998282204,-0.041394265691088956,-0.10414893971336266,0.049290649796713146
3P%,0.6929296471523085,-0.14124920925822415,-0.29124248422215293,0.09487870811582681,0.19417060342124307,-0.17103819209260324,0.1185606619383126,0.2213189450763551,0.0005043139149570041,0.022301422199196577,0.16383355674828154,0.2715696034666258,0.5621858287705866,0.4181926337406899,0.22486867474429484,0.23850436165579006,0.273795115603405,0.14929224671495442,0.3563574114430437,0.13811995377680758,0.27344678886779206,0.6975180106366723,0.1394514680371417,0.43621030989772697,0.5199127817757454,0.19960087000279716,0.23326341838909695,1.0,0.2832824315085989,-0.08112841459303789,-0.21679766410768386,-0.2492916389287317,-0.21267839428032007,-0.012736630852468825,-0.17549813521001825,-0.15436457721583602,-0.060349314989741845,-0.05514035062006978,-0.06502684163794874,0.037324135531008676,-0.030266221170423983,-0.026641305346066138,-0.08467093422598927,-0.07787982425217056,-0.02355412456258609,0.05710857633109604,-0.07204062087211051,-0.09464194956488761,-0.08136132769825433,-0.0612163419226039,0.05088994224243409,0.07429945425083297,-0.09527919713435079,-0.0870049251124087,-0.029142320409121656,0.05407282678812029,-0.09155987141048377,-0.06029829698453581,0.10111384211548145,-0.11439452607568401,-0.08764330590040996,0.0574998011376419,-0.09956285209285189,-0.04115625601408187,0.01863490671651387,-0.06510409398130276,-0.00916673242786884,0.002670611972685706,0.030482590146253406,0.012365025975211087,-0.02888535506958281,0.05872563225131117
FT%,0.29295145923859955,0.20332787087571405,-0.2790413175222803,0.10544642004368009,-0.02359517669050531,-0.12018430415320033,0.09322830124719997,0.09832314864429906,0.04131101524089944,-0.06510570169631671,0.09254359788001076,0.09838668916523526,0.3833351979028725,0.3504269143338007,0.26264234238881096,0.19057048621974018,0.10676850034713234,0.13079085809276955,0.19337814749240215,0.1189818608957684,0.09861125221827995,0.470461642463285,0.21963453188701607,0.20281172480652546,0.18129594779676728,0.22719275101832145,-0.025124388693844597,0.2832824315085989,1.0,-0.08320991986439837,-0.2159497377729186,-0.2827161486319958,-0.19593802750857225,-0.002427212594523286,-0.23686200101297503,-0.11348608468760263,-0.025704805785762872,-0.06149753012318696,0.010012447638369214,0.030322355618278007,-0.0856321762025896,0.012625997636475554,-0.03164349913824495,-0.06325336131114431,-0.039272974265021285,0.00359319394083878,-0.05430893534163705,-0.054207359800781584,-0.03533757675777588,-0.0025941672439135284,0.04801816051661499,0.050862126644732615,-0.05937110056343729,-0.03283720522247855,0.0154721832706826,0.06655903715465032,-0.053607557181246004,-0.04779825575806309,0.11216090432344396,-0.11276639266844705,-0.050629923157512906,0.07518237835708952,-0.08438663286468542,-0.05430369348954643,-0.009975337038595452,-0.0016480306108152618,0.015649408592591982,0.018561859443701655,0.051624597850908394,-0.004170357213392103,-0.006599712868616845,0.02919771301511386
RB%,0.036763320617893135,0.2900472042432493,0.714942852660768,0.5063111388178937,0.13467175869909084,0.39080021368797724,0.4469909300676217,0.42339956358588066,0.028862765068756804,-0.2100652285793025,0.3358116118653468,0.47706205736150076,0.307136765310438,0.3169929073548964,-0.33219636318016593,-0.379011711646843,0.4822873352436211,0.4562304142033498,0.15765387201713,-0.25609473852537284,0.47955707175349993,0.05593543392293479,-0.36142766841417373,0.31149824632603934,0.2575600458644187,-0.3772853508886864,0.45061312215804994,-0.08112841459303789,-0.08320991986439837,1.0,-0.19401688315188867,0.1854923740406546,-0.2616780169125517,-0.269360168032492,0.1933433583027014,-0.12896891954866455,-0.06070581267738921,0.01818438278833895,-0.045482452256390374,-0.08490677140409394,-0.08444847221038003,-0.03524269819026696,-0.13401311237703672,-0.0765617561128087,0.0022830257376452354,0.1261366942561668,-0.10223794525551648,-0.10393548663642697,-0.07322273547899262,-0.11052518530466257,0.06692176808086489,0.08292695137968814,-0.1004101265021735,-0.12579389134028923,-0.050770871762453956,0.038725331167999595,-0.09998618866567645,-0.045849516419017806,0.06112132748875848,-0.07690417243965622,-0.06548634435897563,0.08860212285588963,-0.10477580643252618,-0.020634015424183656,-0.030050403974604917,-0.08486403230712015,0.004986776402561577,0.04414335720194082,0.014886944386684673,-0.048380735616843286,-0.0322422515178254,0.0110705894998196
