Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Memphis,0.594,0.727,0.923,47,16.8,4,1.006,104.5,0.95,97.6,0.056,6.9,72.2,68.2,4,1.074,1.008,0.066,0.451,0.414,0.037,0.323,0.68,0.505,0.119,0.21,0.206,-0.004,0.096,0.282
Michigan,0.577,0.613,0.545,16,18.8,3.2,1.039,112.8,0.988,95.1,0.051,17.7,65.6,62.5,3.1,1.093,1.033,0.06,0.445,0.427,0.018,0.356,0.698,0.483,0.075,0.158,0.182,0.024,0.039,0.264
Michigan St,0.584,0.581,0.692,14,22.2,2.6,1.008,109.5,0.969,94.4,0.039,15.1,68.8,66.1,2.7,1.053,1.021,0.032,0.433,0.421,0.012,0.348,0.701,0.535,0.094,0.195,0.172,-0.023,0.091,0.277
Missouri,0.588,0.688,0.667,48,18.1,9,1.079,113.4,0.959,97.8,0.12,15.6,80.8,71.8,9,1.108,1.058,0.05,0.461,0.44,0.021,0.364,0.736,0.48,0.13,0.167,0.24,0.073,0.087,0.275
Morehead St,0.557,0.71,0.333,172,14.8,6.8,1.041,105.6,0.938,98.6,0.103,7,68.9,62,6.9,1.085,1.053,0.032,0.453,0.42,0.033,0.343,0.677,0.565,0.128,0.224,0.222,-0.002,0.065,0.29
N Carolina,0.649,0.806,0.818,6,22.7,9.9,1.039,111.8,0.905,89.6,0.134,22.2,76.8,66.9,9.9,1.049,0.957,0.092,0.452,0.398,0.054,0.329,0.661,0.542,0.083,0.181,0.189,0.008,0.086,0.22
N Colorado,0.542,0.655,0.636,187,11.6,4.4,1.042,106.3,0.978,102.2,0.064,4.1,71,66.7,4.3,1.112,1.069,0.043,0.426,0.416,0.01,0.384,0.772,0.537,0.085,0.212,0.2,-0.012,0.037,0.285
Notre Dame,0.642,0.812,1,26,23.1,10.4,1.137,120.9,0.982,97.7,0.155,23.2,76,65.6,10.4,1.161,0.994,0.167,0.466,0.409,0.057,0.392,0.725,0.532,0.069,0.155,0.154,-0.001,0.063,0.224
Oakland,0.58,0.727,0.4,135,19.6,8.5,1.147,118.6,1.032,105.3,0.115,13.3,85.1,76.5,8.6,1.184,1.057,0.127,0.495,0.442,0.053,0.377,0.719,0.529,0.083,0.183,0.161,-0.022,0.086,0.25
Ohio State,0.669,0.938,0.857,22,31.2,17.8,1.174,125,0.905,91.5,0.269,33.5,77.6,59.8,17.8,1.18,1.022,0.158,0.494,0.428,0.066,0.413,0.713,0.542,0.111,0.154,0.229,0.075,0.058,0.219
Old Dominion,0.617,0.818,0.75,62,18.9,7.5,1.062,110,0.941,95.4,0.121,14.6,65.8,58.3,7.5,1.036,0.988,0.048,0.441,0.404,0.037,0.329,0.664,0.59,0.11,0.199,0.177,-0.022,0.084,0.238
Penn State,0.582,0.581,0.727,8,12.9,0.6,1.031,113.1,1.021,98.3,0.01,14.8,63.2,62.6,0.6,1.07,1.07,0,0.44,0.44,0,0.332,0.723,0.511,0.073,0.172,0.175,0.003,0.046,0.238
Pittsburgh,0.638,0.844,0.556,30,29.5,13.1,1.136,120.6,0.935,93.5,0.201,27.1,74.1,61,13.1,1.116,0.97,0.146,0.474,0.398,0.076,0.39,0.672,0.57,0.074,0.176,0.171,-0.005,0.063,0.275
Princeton,0.578,0.793,0.818,160,12.5,5.7,1.045,107.2,0.959,98.1,0.086,9.1,69.7,64,5.7,1.12,1.018,0.102,0.464,0.421,0.043,0.374,0.728,0.526,0.089,0.183,0.178,-0.005,0.078,0.264
Purdue,0.636,0.781,0.4,28,26.9,11.2,1.07,115.9,0.905,91.1,0.165,24.8,72.7,61.4,11.3,1.085,0.986,0.099,0.448,0.413,0.035,0.367,0.712,0.511,0.093,0.151,0.21,0.059,0.076,0.265
Richmond,0.575,0.781,0.25,101,23.2,9.2,1.08,112.6,0.939,96.5,0.141,16.1,70.7,61.4,9.3,1.13,0.966,0.164,0.466,0.404,0.062,0.397,0.694,0.485,0.095,0.161,0.193,0.032,0.073,0.248
San Diego St,0.661,0.935,1,21,27.9,11.9,1.084,114.1,0.9022,89.1,0.1818,25,71,59.1,11.9,1.079,0.959,0.12,0.458,0.397,0.061,0.336,0.698,0.542,0.094,0.168,0.194,0.026,0.089,0.233
St. Johns,0.61,0.656,0.667,11,16.4,3.7,1.034,111.2,0.98,95.3,0.054,15.9,70.1,66.4,3.7,1.078,1.082,-0.004,0.455,0.431,0.024,0.33,0.711,0.501,0.118,0.181,0.233,0.052,0.055,0.277
St. Peters,0.544,0.606,0.667,133,5.3,1.5,0.912,95.2,0.89,92.5,0.022,2.7,61.4,59.9,1.5,0.988,0.933,0.055,0.404,0.374,0.03,0.348,0.643,0.497,0.114,0.217,0.208,-0.009,0.086,0.289
Syracuse,0.62,0.788,0.75,31,23,10.3,1.076,114.9,0.926,92.4,0.15,22.5,73.6,63.3,10.3,1.098,0.968,0.13,0.469,0.393,0.076,0.352,0.659,0.526,0.128,0.176,0.198,0.022,0.119,0.224
Temple,0.604,0.806,0.667,91,21,9.2,1.054,110.5,0.918,93.7,0.136,16.8,71.5,62.3,9.2,1.073,0.986,0.087,0.451,0.412,0.039,0.357,0.696,0.523,0.104,0.16,0.196,0.036,0.085,0.234
Tennessee,0.592,0.576,0.5,4,20.9,3.3,1.015,108,0.967,95.6,0.048,12.4,70.6,67.3,3.3,1.033,1.034,-0.001,0.433,0.415,0.018,0.304,0.683,0.529,0.107,0.188,0.201,0.013,0.067,0.281
Texas,0.637,0.818,0.286,13,24.7,14.3,1.069,115.5,0.865,89.6,0.204,25.9,75,60.7,14.3,1.068,0.908,0.16,0.455,0.378,0.077,0.378,0.643,0.546,0.085,0.169,0.187,0.018,0.085,0.245
Texas A&M,0.601,0.742,0.778,49,20.7,7.1,1.043,110,0.935,95.4,0.108,14.6,68.6,61.5,7.1,1.082,1.007,0.075,0.444,0.413,0.031,0.337,0.704,0.546,0.099,0.198,0.202,0.004,0.03,0.28
UAB,0.593,0.733,0.571,80,17.1,6.6,1.039,108.8,0.94,97.2,0.099,11.6,68.9,62.3,6.6,1.078,0.987,0.091,0.44,0.41,0.03,0.337,0.719,0.519,0.08,0.179,0.186,0.007,0.057,0.253
UCSB,0.494,0.536,0.143,185,15.6,1.9,1.012,103.7,0.984,100.5,0.028,3.2,68,66.1,1.9,1.125,1.039,0.086,0.449,0.408,0.041,0.367,0.774,0.498,0.111,0.212,0.199,-0.013,0.08,0.293
UCLA,0.582,0.688,0.667,41,17.4,4.2,1.017,108.7,0.956,95.1,0.061,13.6,70,65.8,4.2,1.082,0.985,0.097,0.456,0.416,0.04,0.328,0.683,0.532,0.079,0.212,0.174,-0.038,0.1,0.254
NC-Asheville,0.507,0.552,0.3,184,12.3,3.1,0.991,101.9,0.948,100,0.043,1.9,71.8,68.7,3.1,1.065,1.031,0.034,0.449,0.421,0.028,0.329,0.7,0.483,0.124,0.21,0.235,0.025,0.078,0.271
UNLV,0.61,0.75,0.833,40,28.5,9.3,1.044,110.6,0.909,92.9,0.135,17.7,71.9,62.6,9.3,1.088,0.997,0.091,0.461,0.4,0.061,0.331,0.69,0.512,0.118,0.183,0.232,0.049,0.072,0.28
USC,0.563,0.576,0.455,37,15.9,4.1,1.013,107.9,0.951,94.6,0.062,13.3,66.8,62.8,4,1.056,1.009,0.047,0.445,0.412,0.033,0.357,0.653,0.509,0.09,0.172,0.181,0.009,0.056,0.26
Utah State,0.622,0.903,1,121,19.3,13.5,1.09,111.2,0.884,91.8,0.206,19.4,71.1,57.6,13.5,1.127,0.939,0.188,0.464,0.383,0.081,0.358,0.731,0.556,0.072,0.176,0.185,0.009,0.063,0.265
TX-San Ant,0.477,0.536,0.538,254,5.1,-0.4,1.002,101.8,1.007,107.1,-0.005,-5.3,70.3,70.7,-0.4,1.073,1.056,0.017,0.428,0.423,0.005,0.363,0.72,0.486,0.097,0.193,0.196,0.003,0.042,0.286
Vanderbilt,0.609,0.719,0.375,19,26.5,9.2,1.087,116.6,0.957,99.2,0.13,17.4,76.5,67.3,9.2,1.154,0.975,0.179,0.46,0.407,0.053,0.379,0.747,0.519,0.074,0.189,0.17,-0.019,0.081,0.232
VCU,0.575,0.676,0.571,46,13.4,4.1,1.064,112,1.003,98.5,0.061,13.5,71.5,67.4,4.1,1.092,1.066,0.026,0.435,0.452,-0.017,0.359,0.719,0.472,0.127,0.168,0.216,0.048,0.068,0.271
Villanova,0.587,0.656,0.455,34,22,7.2,1.064,114.9,0.959,97,0.105,17.9,72.7,65.6,7.1,1.095,1.011,0.084,0.44,0.405,0.035,0.349,0.758,0.533,0.093,0.172,0.173,0.001,0.068,0.255
Washington,0.586,0.688,0.143,35,33.3,13.5,1.122,117.7,0.942,96,0.18,21.7,83.7,70.2,13.5,1.124,1.007,0.117,0.471,0.415,0.056,0.372,0.669,0.53,0.091,0.165,0.201,0.036,0.094,0.269
W Virginia,0.615,0.645,0.455,5,24.7,5.5,1.056,114.9,0.973,94.8,0.083,20.1,69.5,64.1,5.4,1.051,0.99,0.061,0.427,0.409,0.018,0.335,0.706,0.525,0.07,0.183,0.179,-0.004,0.077,0.269
Wisconsin,0.624,0.742,0.5,24,26,9.9,1.166,122.3,0.997,96.5,0.169,25.8,68.2,58.3,9.9,1.122,1.046,0.076,0.445,0.429,0.016,0.371,0.824,0.531,0.059,0.123,0.165,0.042,0.065,0.258
Wofford,0.531,0.636,0.5,155,12.6,6,1.101,112.3,1.012,104.2,0.089,8.1,73.8,67.8,6,1.13,1.083,0.047,0.479,0.447,0.032,0.407,0.691,0.509,0.101,0.175,0.197,0.022,0.048,0.286
Xavier,0.611,0.774,0.667,63,13.1,8.1,1.076,112.8,0.957,96.8,0.119,16,72.6,64.5,8.1,1.125,1.011,0.114,0.463,0.402,0.061,0.333,0.748,0.533,0.082,0.177,0.183,0.006,0.057,0.254
Averages,0.588279412,0.716558824,0.593794118,78.14705882,19.56470588,7.558823529,1.056014706,111.0558824,0.945826471,96.09117647,0.110188235,14.96470588,72.14558824,64.58676471,7.558823529,1.092647059,1.005073529,0.087573529,0.450985294,0.411617647,0.039367647,0.358514706,0.705088235,0.521352941,0.097088235,0.18175,0.196117647,0.014367647,0.072411765,0.262735294
