Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Providence,0.58,0.667,0.692,17,11.6,3.6,1.062,113.9,1.011,100.2,0.051,13.7,73.5,69.9,3.6,1.075,1.045,0.03,0.426,0.443,-0.017,0.352,0.778,0.528,0.081,0.171,0.16,-0.011,0.086,0.254
Saint Louis,0.61,0.806,0.7,97,8.7,8.3,1.005,105.2,0.887,89.5,0.118,15.7,70.1,61.8,8.3,1.075,0.962,0.113,0.445,0.403,0.042,0.32,0.711,0.507,0.106,0.18,0.205,0.025,0.076,0.248
San Diego St,0.629,0.9,1,121,13.7,11.1,1.041,109.8,0.874,89.4,0.167,20.4,68.7,57.6,11.1,1.022,0.955,0.067,0.427,0.396,0.031,0.339,0.667,0.531,0.111,0.15,0.204,0.054,0.098,0.249
St Josephs,0.591,0.71,0.727,75,10.6,3.9,1.06,111.7,1.002,98.8,0.058,12.9,71.6,67.7,3.9,1.125,1.032,0.093,0.469,0.426,0.043,0.381,0.643,0.521,0.067,0.182,0.153,-0.029,0.081,0.232
Stanford,0.588,0.636,0.5,15,11.4,4.9,1.068,111.8,0.997,95.8,0.071,16,73.5,68.6,4.9,1.115,1.048,0.067,0.464,0.423,0.041,0.371,0.703,0.514,0.073,0.162,0.166,0.004,0.075,0.262
Ste F Austin,0.572,0.933,1,332,8.1,12.6,1.135,111.7,0.947,100.9,0.188,10.8,76.1,63.5,12.6,1.12,1.096,0.024,0.461,0.459,0.002,0.354,0.712,0.532,0.105,0.164,0.24,0.076,0.068,0.314
Syracuse,0.624,0.844,0.7,37,10.4,8.7,1.093,114,0.954,92.5,0.139,21.5,68.2,59.5,8.7,1.045,1.03,0.015,0.437,0.412,0.025,0.335,0.703,0.528,0.129,0.143,0.214,0.071,0.1,0.254
Tennessee,0.586,0.645,0,74,18.8,9.6,1.096,117.3,0.948,93.6,0.148,23.7,71.2,61.5,9.7,1.071,0.99,0.081,0.443,0.411,0.032,0.333,0.706,0.56,0.079,0.165,0.166,0.001,0.088,0.264
Texas,0.597,0.697,0.8,25,10,4.1,1.038,111.2,0.98,96.7,0.058,14.5,74.1,70,4.1,1.025,1.006,0.019,0.431,0.399,0.032,0.324,0.664,0.548,0.081,0.171,0.161,-0.01,0.101,0.266
TX Southern,0.46,0.548,0.545,341,-2.1,2,1.056,106,1.028,113.5,0.028,-7.5,75,73,2,1.117,1.052,0.065,0.458,0.446,0.012,0.358,0.707,0.52,0.066,0.186,0.154,-0.032,0.058,0.233
Tulsa,0.556,0.625,0.667,127,11,5.6,1.025,105.5,0.947,96.6,0.078,8.9,73.2,67.6,5.6,1.065,1.025,0.04,0.44,0.405,0.035,0.322,0.682,0.504,0.098,0.161,0.199,0.038,0.071,0.3
UCLA,0.618,0.758,0.429,52,16.7,11.3,1.132,118.1,0.977,95.6,0.155,22.5,82,70.8,11.2,1.167,1.063,0.104,0.492,0.428,0.064,0.392,0.746,0.516,0.132,0.146,0.203,0.057,0.051,0.247
VCU,0.627,0.781,0.4,73,16,10.3,1.025,108.6,0.886,88.8,0.139,19.8,75.4,65.2,10.2,1.025,1.02,0.005,0.419,0.428,-0.009,0.348,0.676,0.506,0.155,0.17,0.252,0.082,0.078,0.267
Villanova,0.646,0.875,0.875,13,17.4,11.9,1.112,115.7,0.943,92.1,0.169,23.6,78.5,66.6,11.9,1.154,1.016,0.138,0.459,0.407,0.052,0.361,0.712,0.528,0.098,0.167,0.196,0.029,0.073,0.279
Virginia,0.629,0.812,0.571,32,19.1,10.9,1.056,114.1,0.882,87.7,0.174,26.4,66.2,55.3,10.9,1.077,0.951,0.126,0.452,0.385,0.067,0.366,0.662,0.551,0.088,0.163,0.187,0.024,0.078,0.257
Weber State,0.505,0.593,0.429,304,-0.1,3.1,1.077,105.8,1.03,106.4,0.047,-0.6,71.3,68.2,3.1,1.175,1.03,0.145,0.47,0.438,0.032,0.391,0.734,0.518,0.058,0.19,0.136,-0.054,0.069,0.279
W Michigan,0.555,0.7,0.778,193,4.7,3.5,1.033,105.7,0.983,102.4,0.05,3.3,71.3,67.8,3.5,1.13,1.028,0.102,0.463,0.414,0.049,0.325,0.717,0.51,0.085,0.207,0.186,-0.021,0.062,0.264
Wichita St,0.653,1,1,125,18.3,15.1,1.121,117.1,0.896,91.8,0.225,25.3,74.9,59.9,15,1.131,0.965,0.166,0.457,0.393,0.064,0.347,0.729,0.556,0.102,0.156,0.179,0.023,0.096,0.253
Wisconsin,0.648,0.812,0.714,2,19.6,9.5,1.128,121.4,0.982,95.6,0.146,25.8,73.5,64,9.5,1.15,1.003,0.147,0.458,0.428,0.03,0.373,0.743,0.511,0.078,0.125,0.153,0.028,0.062,0.227
Wofford,0.506,0.586,0.571,316,0.7,2.3,1.023,100,0.987,101.9,0.036,-1.9,65.4,63.1,2.3,1.042,1.06,-0.018,0.439,0.448,-0.009,0.359,0.665,0.502,0.095,0.161,0.193,0.032,0.031,0.275
Xavier,0.575,0.636,0.8,11,11.5,4.3,1.065,112.2,1.002,99.1,0.063,13.1,72.2,67.9,4.3,1.107,1.049,0.058,0.471,0.427,0.044,0.355,0.688,0.532,0.086,0.182,0.166,-0.016,0.054,0.294
Averages,0.587867647,0.724808824,0.620985294,102.7941176,10.98235294,7.576470588,1.077308824,112.1161765,0.967147059,97.31764706,0.110161765,14.79852941,74.26029412,66.68676471,7.573529412,1.107955882,1.022852941,0.085102941,0.457602941,0.419411765,0.038191176,0.357720588,0.704014706,0.519985294,0.094294118,0.167720588,0.185044118,0.017323529,0.072838235,0.267720588
