,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
40,2010,richmond,0.51,18.558,0.24,0.67,0.51,0.948,0.604,0.788,0.846,71,17.7,7.4,1.021,108.8,0.913,93.8,0.108,15,69.8,62.4,7.4,1.083,0.963,0.12,0.446,0.392,0.054,0.354,0.701,0.466,0.123,0.163,0.221,0.058,0.085,0.266
41,2010,rob morris,0.49,23.481,0.33,0.69,0.531,0.931,0.515,0.676,0.667,257,2.2,2.8,0.988,99.9,0.947,100.8,0.041,-0.9,68.5,65.7,2.8,1.054,1.044,0.01,0.437,0.409,0.028,0.365,0.661,0.511,0.109,0.21,0.223,0.013,0.045,0.307
42,2010,sam hous st,0.54,22.176,0.32,0.71,0.722,0.964,0.55,0.75,0.625,260,16.1,7.5,1.107,110.2,1.002,102.7,0.105,7.5,79.9,72.3,7.6,1.151,1.081,0.07,0.467,0.447,0.02,0.385,0.709,0.521,0.104,0.185,0.207,0.022,0.04,0.285
43,2010,san diego st,0.52,20.844,0.40,0.71,0.52,0.98,0.602,0.742,0.636,82,20.2,7.5,1.06,111.4,0.947,94.9,0.113,16.5,69.8,62.4,7.4,1.082,1.006,0.076,0.471,0.408,0.063,0.323,0.614,0.546,0.112,0.2,0.196,-0.004,0.086,0.253
44,2010,siena,0.49,21.877,0.34,0.73,0.523,0.991,0.593,0.818,0.667,142,18.3,10.2,1.053,109.4,0.911,95.5,0.142,13.9,75.5,65.3,10.2,1.061,0.993,0.068,0.459,0.427,0.032,0.323,0.67,0.528,0.123,0.168,0.209,0.041,0.06,0.193
45,2010,st marys,0.55,20.935,0.33,0.71,0.575,0.979,0.599,0.833,0.6,115,26,12.5,1.144,116.5,0.962,97.9,0.182,18.6,78.8,66.3,12.5,1.179,0.973,0.206,0.483,0.426,0.057,0.411,0.765,0.528,0.075,0.163,0.159,-0.004,0.089,0.244
46,2010,syracuse,0.58,19.994,0.37,0.67,0.646,0.939,0.658,0.875,1,34,31.5,14.6,1.123,118.5,0.922,90.9,0.201,27.6,81.5,66.9,14.6,1.187,0.969,0.218,0.516,0.399,0.117,0.385,0.671,0.525,0.138,0.207,0.216,0.009,0.107,0.201
47,2010,temple,0.49,16.454,0.31,0.74,0.606,0.987,0.629,0.849,0.8,75,22,8.9,1.019,107.8,0.879,87.7,0.14,20.1,65.2,56.3,8.9,1.032,0.916,0.116,0.437,0.377,0.06,0.336,0.684,0.532,0.074,0.16,0.177,0.017,0.055,0.232
48,2010,tennessee,0.51,19.731,0.32,0.69,0.533,0.963,0.624,0.758,0.8,36,26.5,8.7,1.024,108.9,0.903,90.4,0.121,18.5,73.6,64.9,8.7,1.063,0.991,0.072,0.453,0.394,0.059,0.313,0.669,0.505,0.113,0.181,0.229,0.048,0.068,0.275
49,2010,texas,0.51,21.388,0.38,0.72,0.484,0.997,0.602,0.727,0.5,45,36.3,11.5,1.065,113.9,0.914,93.1,0.151,20.8,81.2,69.7,11.5,1.077,0.975,0.102,0.469,0.402,0.067,0.346,0.634,0.544,0.102,0.18,0.195,0.015,0.094,0.259
50,2010,texas a&m,0.50,25.349,0.32,0.73,0.51,0.973,0.625,0.71,0.6,5,20.6,6.5,1.042,112.6,0.947,91.2,0.095,21.4,71.2,64.7,6.5,1.072,1.02,0.052,0.44,0.412,0.028,0.336,0.663,0.517,0.097,0.178,0.202,0.024,0.062,0.27
51,2010,ucsb,0.51,22.759,0.26,0.69,0.609,0.89,0.533,0.679,0.833,209,7.7,1.6,0.978,100,0.954,97.9,0.024,2.1,67.6,66,1.6,1.1,1.028,0.072,0.445,0.418,0.027,0.378,0.682,0.483,0.095,0.221,0.217,-0.004,0.058,0.273
52,2010,unlv,0.52,18.492,0.28,0.71,0.608,0.956,0.59,0.75,0.571,97,18.1,8.8,1.053,110.6,0.926,94,0.127,16.6,72.8,64,8.8,1.105,1.015,0.09,0.463,0.398,0.065,0.331,0.721,0.495,0.11,0.169,0.215,0.046,0.068,0.292
53,2010,utah state,0.55,19.326,0.32,0.75,0.62,0.983,0.597,0.788,0.2,187,20.3,13.4,1.153,116,0.943,96.1,0.21,19.9,73.6,60.2,13.4,1.1172,0.986,0.1312,0.492,0.405,0.087,0.421,0.762,0.546,0.071,0.159,0.171,0.012,0.065,0.254
54,2010,tx el paso,0.53,21.117,0.28,0.73,0.548,0.94,0.599,0.812,1,98,21.4,11.6,1.053,107.7,0.892,91.2,0.161,16.5,75.8,64.2,11.6,1.117,0.973,0.144,0.476,0.39,0.086,0.347,0.672,0.506,0.122,0.18,0.216,0.036,0.068,0.268
55,2010,vanderbilt,0.53,26.674,0.31,0.68,0.51,0.939,0.614,0.742,0.75,50,18.2,7.6,1.073,113.7,0.967,96.2,0.106,17.5,77.5,69.9,7.6,1.143,0.997,0.146,0.472,0.417,0.055,0.369,0.727,0.504,0.08,0.187,0.181,-0.006,0.084,0.268
56,2010,vermont,0.48,26.407,0.36,0.68,0.512,0.961,0.515,0.735,0.714,287,8.9,6.3,1.02,104.1,0.929,101,0.091,3.1,70.6,64.4,6.2,1.065,0.97,0.095,0.442,0.397,0.045,0.321,0.689,0.522,0.098,0.2,0.196,-0.004,0.072,0.265
57,2010,villanova,0.52,26.497,0.37,0.71,0.498,0.973,0.625,0.774,0.625,15,21.9,9.7,1.109,117.2,0.979,96,0.13,21.2,82.5,72.9,9.6,1.149,1.046,0.103,0.465,0.407,0.058,0.376,0.751,0.538,0.104,0.183,0.201,0.018,0.069,0.3
58,2010,wake forest,0.47,22.052,0.38,0.68,0.455,0.983,0.59,0.655,0.625,7,21.5,4.5,0.998,107.1,0.936,93,0.062,14.1,73,68.4,4.6,1.021,0.954,0.067,0.438,0.383,0.055,0.313,0.66,0.529,0.1,0.204,0.189,-0.015,0.089,0.275
59,2010,washington,0.50,24.249,0.35,0.70,0.513,0.985,0.594,0.727,0.6,77,23.9,9.8,1.064,111.7,0.933,93.6,0.131,18.1,79.8,69.9,9.9,1.079,1.017,0.062,0.452,0.42,0.032,0.325,0.727,0.529,0.097,0.169,0.213,0.044,0.069,0.287
60,2010,w virginia,0.49,24.202,0.41,0.70,0.625,1.03,0.658,0.818,0.7,1,25.8,9.2,1.101,117.2,0.963,91.7,0.138,25.5,73,63.8,9.2,1.061,1.034,0.027,0.434,0.424,0.01,0.336,0.696,0.549,0.085,0.17,0.201,0.031,0.077,0.276
61,2010,winthrop,0.42,19.35,0.32,0.72,0.473,1.001,0.493,0.567,0.636,264,1.5,0.6,0.913,90.7,0.904,96.3,0.009,-5.6,62.6,61.9,0.7,0.911,0.99,-0.079,0.385,0.404,-0.019,0.265,0.639,0.51,0.127,0.175,0.218,0.043,0.071,0.277
62,2010,wisconsin,0.51,20.602,0.29,0.76,0.531,1.007,0.614,0.742,0.4,31,24.6,11.3,1.1,115.2,0.916,91.6,0.184,23.6,67.5,56.2,11.3,1.101,0.999,0.102,0.444,0.418,0.026,0.361,0.735,0.517,0.092,0.137,0.196,0.059,0.075,0.266
63,2010,wofford,0.49,23.732,0.31,0.72,0.568,0.97,0.551,0.758,0.5,183,12.1,7.2,1.031,104.6,0.924,94.4,0.107,10.2,69,61.9,7.1,1.06,1.007,0.053,0.438,0.42,0.018,0.347,0.673,0.519,0.105,0.173,0.209,0.036,0.04,0.267
64,2010,xavier,0.52,23.989,0.33,0.73,0.514,0.97,0.608,0.75,0.545,49,24.1,11,1.082,115.5,0.934,94.6,0.148,20.9,80,69.1,10.9,1.126,0.977,0.149,0.466,0.411,0.055,0.372,0.713,0.536,0.092,0.177,0.176,-0.001,0.062,0.254
0,2011,akron,0.50,18.199,0.26,0.69,0.576,0.951,0.529,0.636,0.667,171,10.3,3.7,1.01,103.7,0.956,99.6,0.054,4.1,70.1,66.4,3.7,1.067,1.01,0.057,0.431,0.42,0.011,0.36,0.715,0.479,0.093,0.171,0.201,0.03,0.055,0.278
1,2011,alabama st,0.44,21.593,0.35,0.69,0.557,0.94,0.439,0.452,0.333,332,-6.2,-3.5,0.896,92.8,0.947,106,-0.051,-13.2,61.5,65,-3.5,0.958,1.047,-0.089,0.398,0.417,-0.019,0.291,0.606,0.508,0.107,0.231,0.228,-0.003,0.091,0.329
2,2011,arizona,0.54,25.505,0.33,0.73,0.553,0.95,0.623,0.818,0.857,29,27.8,9.4,1.105,117.4,0.969,97.8,0.136,19.6,76.6,67.2,9.4,1.175,1.032,0.143,0.472,0.443,0.029,0.402,0.75,0.534,0.073,0.187,0.183,-0.004,0.048,0.27
3,2011,belmont,0.54,23.134,0.36,0.69,0.596,0.966,0.576,0.882,0.75,242,24.1,18.4,1.127,112.6,0.869,94.1,0.258,18.5,80.4,61.9,18.5,1.159,1.004,0.155,0.464,0.407,0.057,0.381,0.736,0.529,0.137,0.192,0.266,0.074,0.068,0.292
4,2011,boston u,0.47,22.255,0.32,0.69,0.461,0.968,0.515,0.606,0.462,193,8.4,2,1.005,103.4,0.975,103.9,0.03,-0.5,65.5,63.5,2,1.041,0.989,0.052,0.405,0.398,0.007,0.361,0.726,0.507,0.082,0.182,0.168,-0.014,0.068,0.28
5,2011,bucknell,0.51,21.65,0.23,0.74,0.594,0.935,0.555,0.758,0.7,199,8.3,7.3,1.042,105.8,0.934,99.2,0.108,6.6,70.8,63.4,7.4,1.113,0.982,0.131,0.45,0.392,0.058,0.402,0.786,0.503,0.07,0.166,0.174,0.008,0.058,0.269
6,2011,butler,0.51,23.211,0.32,0.75,0.492,0.981,0.591,0.71,0.5,32,20.7,7.5,1.075,112.3,0.964,95.9,0.111,16.4,72.5,65,7.5,1.098,1.042,0.056,0.443,0.429,0.014,0.362,0.728,0.524,0.088,0.165,0.186,0.021,0.029,0.283
7,2011,byu,0.52,24.245,0.29,0.74,0.52,0.984,0.654,0.906,1,25,30.6,14.4,1.115,117.5,0.919,94.3,0.196,23.2,82.1,67.7,14.4,1.131,1,0.131,0.455,0.413,0.042,0.365,0.755,0.519,0.111,0.149,0.201,0.052,0.072,0.243
8,2011,cincinnati,0.49,21.763,0.37,0.71,0.586,1.001,0.59,0.758,0.667,76,21.9,9.8,1.056,111.1,0.907,91.7,0.149,19.4,69,59.2,9.8,1.051,0.995,0.056,0.436,0.411,0.025,0.339,0.666,0.534,0.116,0.175,0.216,0.041,0.074,0.264
9,2011,clemson,0.50,21.567,0.33,0.71,0.549,0.955,0.576,0.677,0.167,52,17.4,7.7,1.012,109.6,0.896,91.5,0.116,18.1,67.6,59.9,7.7,1.07,0.978,0.092,0.439,0.397,0.042,0.343,0.696,0.515,0.118,0.192,0.226,0.034,0.095,0.272
10,2011,connecticut,0.49,22.417,0.37,0.68,0.511,1.012,0.627,0.735,0.727,2,22.1,7.1,1.062,115.8,0.959,91.9,0.103,23.9,73.5,66.4,7.1,1.051,0.967,0.084,0.433,0.4,0.033,0.333,0.751,0.528,0.093,0.166,0.172,0.006,0.094,0.231
11,2011,duke,0.54,23.377,0.33,0.69,0.509,0.979,0.655,0.875,0.5,18,36.3,16.9,1.123,119.7,0.89,91.3,0.233,28.4,81.4,64.5,16.9,1.147,0.941,0.206,0.468,0.403,0.065,0.376,0.751,0.521,0.104,0.168,0.206,0.038,0.075,0.244
12,2011,florida,0.52,20.107,0.35,0.72,0.538,0.98,0.644,0.806,0.667,7,23.3,9.2,1.078,115.8,0.94,95.2,0.138,20.6,71.9,62.7,9.2,1.09,1.003,0.087,0.463,0.428,0.035,0.35,0.668,0.543,0.092,0.185,0.193,0.008,0.064,0.214
13,2011,florida st,0.49,19.959,0.35,0.71,0.511,0.933,0.575,0.677,0.286,54,22,7.1,0.971,104.5,0.872,87.7,0.099,16.8,69.3,62.3,7,1.046,0.939,0.107,0.436,0.364,0.072,0.33,0.663,0.532,0.123,0.224,0.216,-0.008,0.102,0.27
14,2011,geo mason,0.53,21.899,0.31,0.71,0.551,0.971,0.608,0.812,0.333,84,19.9,11.8,1.102,114.1,0.924,95.8,0.178,18.3,73.3,61.5,11.8,1.131,0.984,0.147,0.474,0.407,0.067,0.397,0.69,0.516,0.101,0.163,0.199,0.036,0.061,0.258
15,2011,georgetown,0.54,19.593,0.32,0.70,0.595,0.928,0.633,0.667,0.714,1,27.6,4.9,1.067,114.2,0.993,96.6,0.074,17.6,71,66.1,4.9,1.15,1.015,0.135,0.478,0.418,0.06,0.36,0.732,0.519,0.092,0.197,0.169,-0.028,0.08,0.28
16,2011,georgia,0.50,20.784,0.35,0.71,0.601,0.958,0.579,0.656,0.889,45,15.6,4.5,1.013,108.2,0.946,95.9,0.067,12.3,68.8,64.3,4.5,1.059,0.976,0.083,0.451,0.396,0.055,0.34,0.696,0.534,0.096,0.194,0.176,-0.018,0.089,0.243
17,2011,gonzaga,0.53,25.119,0.35,0.74,0.575,0.95,0.57,0.719,0.5,81,20,10.7,1.08,112.1,0.928,95.6,0.152,16.5,75.9,65.2,10.7,1.141,1.009,0.132,0.474,0.4,0.074,0.356,0.759,0.543,0.105,0.193,0.207,0.014,0.066,0.266
18,2011,hampton,0.46,21.295,0.28,0.67,0.514,0.963,0.5,0.733,0.636,327,7.9,5,0.957,94.4,0.885,98.7,0.072,-4.3,67.1,62.1,5,0.996,0.935,0.061,0.406,0.379,0.027,0.322,0.641,0.471,0.106,0.172,0.221,0.049,0.1,0.264
19,2011,illinois,0.53,17.038,0.30,0.70,0.635,0.94,0.581,0.594,0.222,15,26.7,6.1,1.049,113.3,0.96,93.1,0.089,20.2,71.3,65.2,6.1,1.114,0.991,0.123,0.468,0.401,0.067,0.387,0.729,0.512,0.082,0.184,0.18,-0.004,0.081,0.259
20,2011,indiana st,0.49,21.229,0.29,0.72,0.555,0.927,0.552,0.594,0.75,90,9.4,1.1,0.981,102.8,0.965,97.4,0.016,5.4,65.8,64.8,1,1.058,1.022,0.036,0.425,0.404,0.021,0.355,0.713,0.51,0.089,0.206,0.187,-0.019,0.082,0.303
21,2011,kansas,0.57,21.725,0.36,0.74,0.605,0.97,0.676,0.939,1,10,33.9,17.3,1.152,118.9,0.91,90.6,0.242,28.3,82.3,65,17.3,1.196,0.979,0.217,0.512,0.397,0.115,0.386,0.681,0.557,0.113,0.187,0.198,0.011,0.072,0.25
22,2011,kansas st,0.50,22.957,0.40,0.72,0.563,0.974,0.613,0.677,0.667,9,22.9,6.6,1.027,111.1,0.934,93.6,0.093,17.5,72.7,66.1,6.6,1.057,1.038,0.019,0.435,0.422,0.013,0.374,0.651,0.547,0.088,0.208,0.221,0.013,0.089,0.289
23,2011,kentucky,0.52,21.649,0.33,0.73,0.481,0.997,0.638,0.742,0.143,3,29.1,12.4,1.107,117.8,0.928,92,0.179,25.8,76.8,64.4,12.4,1.114,0.962,0.152,0.46,0.39,0.07,0.394,0.714,0.532,0.08,0.156,0.175,0.019,0.11,0.233
24,2011,ar lit rock,0.48,23.54,0.27,0.70,0.51,0.951,0.488,0.515,0.636,213,6.7,-1.3,0.994,101.1,1.013,105.6,-0.019,-4.5,66.3,67.5,-1.2,1.039,1.091,-0.052,0.414,0.443,-0.029,0.397,0.694,0.48,0.085,0.173,0.201,0.028,0.046,0.31
25,2011,liu-brooklyn,0.52,25.255,0.37,0.69,0.542,0.97,0.558,0.844,0.778,234,11.1,8.7,1.075,109.6,0.962,104.2,0.113,5.4,82.6,73.9,8.7,1.107,1.007,0.1,0.466,0.433,0.033,0.366,0.645,0.532,0.096,0.197,0.192,-0.005,0.052,0.225
26,2011,louisville,0.53,16.888,0.34,0.68,0.641,0.978,0.626,0.758,0.667,12,25.5,11.2,1.072,111.4,0.914,89.2,0.158,22.2,75.6,64.5,11.1,1.096,0.981,0.115,0.453,0.394,0.059,0.363,0.669,0.504,0.131,0.181,0.226,0.045,0.091,0.272
27,2011,marquette,0.51,25.03,0.34,0.68,0.59,0.98,0.569,0.588,0.3,20,21.6,7,1.089,115.5,0.989,97.3,0.1,18.2,76.1,69.1,7,1.103,1.047,0.056,0.468,0.437,0.031,0.352,0.691,0.519,0.103,0.168,0.198,0.03,0.062,0.242
28,2011,memphis,0.51,21.225,0.33,0.67,0.575,0.932,0.594,0.727,0.923,47,16.8,4,1.006,104.5,0.95,97.6,0.056,6.9,72.2,68.2,4,1.074,1.008,0.066,0.451,0.414,0.037,0.323,0.68,0.505,0.119,0.21,0.206,-0.004,0.096,0.282
29,2011,michigan,0.52,15.908,0.24,0.72,0.569,0.957,0.577,0.613,0.545,16,18.8,3.2,1.039,112.8,0.988,95.1,0.051,17.7,65.6,62.5,3.1,1.093,1.033,0.06,0.445,0.427,0.018,0.356,0.698,0.483,0.075,0.158,0.182,0.024,0.039,0.264
30,2011,michigan st,0.49,20.9,0.34,0.74,0.63,0.96,0.584,0.581,0.692,14,22.2,2.6,1.008,109.5,0.969,94.4,0.039,15.1,68.8,66.1,2.7,1.053,1.021,0.032,0.433,0.421,0.012,0.348,0.701,0.535,0.094,0.195,0.172,-0.023,0.091,0.277
31,2011,missouri,0.52,21.152,0.31,0.65,0.564,0.972,0.588,0.688,0.667,48,18.1,9,1.079,113.4,0.959,97.8,0.12,15.6,80.8,71.8,9,1.108,1.058,0.05,0.461,0.44,0.021,0.364,0.736,0.48,0.13,0.167,0.24,0.073,0.087,0.275
32,2011,morehead st,0.50,21.975,0.40,0.74,0.501,0.958,0.557,0.71,0.333,172,14.8,6.8,1.041,105.6,0.938,98.6,0.103,7,68.9,62,6.9,1.085,1.053,0.032,0.453,0.42,0.033,0.343,0.677,0.565,0.128,0.224,0.222,-0.002,0.065,0.29
33,2011,n carolina,0.49,21.41,0.36,0.72,0.549,0.989,0.649,0.806,0.818,6,22.7,9.9,1.039,111.8,0.905,89.6,0.134,22.2,76.8,66.9,9.9,1.049,0.957,0.092,0.452,0.398,0.054,0.329,0.661,0.542,0.083,0.181,0.189,0.008,0.086,0.22
34,2011,n colorado,0.50,25.97,0.33,0.73,0.513,0.932,0.542,0.655,0.636,187,11.6,4.4,1.042,106.3,0.978,102.2,0.064,4.1,71,66.7,4.3,1.112,1.069,0.043,0.426,0.416,0.01,0.384,0.772,0.537,0.085,0.212,0.2,-0.012,0.037,0.285
35,2011,notre dame,0.54,26.373,0.32,0.74,0.668,0.987,0.642,0.812,1,26,23.1,10.4,1.137,120.9,0.982,97.7,0.155,23.2,76,65.6,10.4,1.161,0.994,0.167,0.466,0.409,0.057,0.392,0.725,0.532,0.069,0.155,0.154,-0.001,0.063,0.224
36,2011,oakland,0.56,23.011,0.35,0.70,0.533,0.969,0.58,0.727,0.4,135,19.6,8.5,1.147,118.6,1.032,105.3,0.115,13.3,85.1,76.5,8.6,1.184,1.057,0.127,0.495,0.442,0.053,0.377,0.719,0.529,0.083,0.183,0.161,-0.022,0.086,0.25
37,2011,ohio state,0.56,22.027,0.34,0.74,0.577,0.998,0.669,0.938,0.857,22,31.2,17.8,1.174,125,0.905,91.5,0.269,33.5,77.6,59.8,17.8,1.18,1.022,0.158,0.494,0.428,0.066,0.413,0.713,0.542,0.111,0.154,0.229,0.075,0.058,0.219
38,2011,old dominion,0.49,21.805,0.45,0.74,0.604,1.024,0.617,0.818,0.75,62,18.9,7.5,1.062,110,0.941,95.4,0.121,14.6,65.8,58.3,7.5,1.036,0.988,0.048,0.441,0.404,0.037,0.329,0.664,0.59,0.11,0.199,0.177,-0.022,0.084,0.238
39,2011,penn state,0.50,18.96,0.30,0.72,0.538,0.969,0.582,0.581,0.727,8,12.9,0.6,1.031,113.1,1.021,98.3,0.01,14.8,63.2,62.6,0.6,1.07,1.07,0,0.44,0.44,0,0.332,0.723,0.511,0.073,0.172,0.175,0.003,0.046,0.238
40,2011,pittsburgh,0.53,24.404,0.42,0.74,0.672,1.017,0.638,0.844,0.556,30,29.5,13.1,1.136,120.6,0.935,93.5,0.201,27.1,74.1,61,13.1,1.116,0.97,0.146,0.474,0.398,0.076,0.39,0.672,0.57,0.074,0.176,0.171,-0.005,0.063,0.275
41,2011,princeton,0.52,21.536,0.29,0.76,0.538,0.945,0.578,0.793,0.818,160,12.5,5.7,1.045,107.2,0.959,98.1,0.086,9.1,69.7,64,5.7,1.12,1.018,0.102,0.464,0.421,0.043,0.374,0.728,0.526,0.089,0.183,0.178,-0.005,0.078,0.264
42,2011,purdue,0.51,20.831,0.30,0.73,0.615,0.987,0.636,0.781,0.4,28,26.9,11.2,1.07,115.9,0.905,91.1,0.165,24.8,72.7,61.4,11.3,1.085,0.986,0.099,0.448,0.413,0.035,0.367,0.712,0.511,0.093,0.151,0.21,0.059,0.076,0.265
43,2011,richmond,0.53,18.674,0.27,0.68,0.594,0.972,0.575,0.781,0.25,101,23.2,9.2,1.08,112.6,0.939,96.5,0.141,16.1,70.7,61.4,9.3,1.13,0.966,0.164,0.466,0.404,0.062,0.397,0.694,0.485,0.095,0.161,0.193,0.032,0.073,0.248
44,2011,san diego st,0.51,19.112,0.36,0.73,0.503,1.012,0.661,0.935,1,21,27.9,11.9,1.084,114.1,0.9022,89.1,0.1818,25,71,59.1,11.9,1.079,0.959,0.12,0.458,0.397,0.061,0.336,0.698,0.542,0.094,0.168,0.194,0.026,0.089,0.233
45,2011,st. johns,,,,,,,0.61,0.656,0.667,11,16.4,3.7,1.034,111.2,0.98,95.3,0.054,15.9,70.1,66.4,3.7,1.078,1.082,-0.004,0.455,0.431,0.024,0.33,0.711,0.501,0.118,0.181,0.233,0.052,0.055,0.277
46,2011,st. peters,,,,,,,0.544,0.606,0.667,133,5.3,1.5,0.912,95.2,0.89,92.5,0.022,2.7,61.4,59.9,1.5,0.988,0.933,0.055,0.404,0.374,0.03,0.348,0.643,0.497,0.114,0.217,0.208,-0.009,0.086,0.289
47,2011,syracuse,0.53,19.858,0.35,0.69,0.605,0.973,0.62,0.788,0.75,31,23,10.3,1.076,114.9,0.926,92.4,0.15,22.5,73.6,63.3,10.3,1.098,0.968,0.13,0.469,0.393,0.076,0.352,0.659,0.526,0.128,0.176,0.198,0.022,0.119,0.224
48,2011,temple,0.50,19.97,0.31,0.73,0.589,0.986,0.604,0.806,0.667,91,21,9.2,1.054,110.5,0.918,93.7,0.136,16.8,71.5,62.3,9.2,1.073,0.986,0.087,0.451,0.412,0.039,0.357,0.696,0.523,0.104,0.16,0.196,0.036,0.085,0.234
49,2011,tennessee,0.48,22.33,0.36,0.71,0.529,0.981,0.592,0.576,0.5,4,20.9,3.3,1.015,108,0.967,95.6,0.048,12.4,70.6,67.3,3.3,1.033,1.034,-0.001,0.433,0.415,0.018,0.304,0.683,0.529,0.107,0.188,0.201,0.013,0.067,0.281
50,2011,texas,0.50,23.442,0.36,0.72,0.508,1.001,0.637,0.818,0.286,13,24.7,14.3,1.069,115.5,0.865,89.6,0.204,25.9,75,60.7,14.3,1.068,0.908,0.16,0.455,0.378,0.077,0.378,0.643,0.546,0.085,0.169,0.187,0.018,0.085,0.245
51,2011,texas a&m,0.49,25.99,0.36,0.72,0.587,0.963,0.601,0.742,0.778,49,20.7,7.1,1.043,110,0.935,95.4,0.108,14.6,68.6,61.5,7.1,1.082,1.007,0.075,0.444,0.413,0.031,0.337,0.704,0.546,0.099,0.198,0.202,0.004,0.03,0.28
52,2011,uab,0.51,17.914,0.31,0.72,0.556,0.96,0.593,0.733,0.571,80,17.1,6.6,1.039,108.8,0.94,97.2,0.099,11.6,68.9,62.3,6.6,1.078,0.987,0.091,0.44,0.41,0.03,0.337,0.719,0.519,0.08,0.179,0.186,0.007,0.057,0.253
53,2011,ucsb,0.52,21.685,0.27,0.69,0.602,0.903,0.494,0.536,0.143,185,15.6,1.9,1.012,103.7,0.984,100.5,0.028,3.2,68,66.1,1.9,1.125,1.039,0.086,0.449,0.408,0.041,0.367,0.774,0.498,0.111,0.212,0.199,-0.013,0.08,0.293
54,2011,ucla,0.50,23.448,0.35,0.71,0.594,0.941,0.582,0.688,0.667,41,17.4,4.2,1.017,108.7,0.956,95.1,0.061,13.6,70,65.8,4.2,1.082,0.985,0.097,0.456,0.416,0.04,0.328,0.683,0.532,0.079,0.212,0.174,-0.038,0.1,0.254
55,2011,nc-asheville,0.49,22.921,0.30,0.65,0.557,0.926,0.507,0.552,0.3,184,12.3,3.1,0.991,101.9,0.948,100,0.043,1.9,71.8,68.7,3.1,1.065,1.031,0.034,0.449,0.421,0.028,0.329,0.7,0.483,0.124,0.21,0.235,0.025,0.078,0.271
56,2011,unlv,0.51,21.8,0.32,0.70,0.602,0.965,0.61,0.75,0.833,40,28.5,9.3,1.044,110.6,0.909,92.9,0.135,17.7,71.9,62.6,9.3,1.088,0.997,0.091,0.461,0.4,0.061,0.331,0.69,0.512,0.118,0.183,0.232,0.049,0.072,0.28
57,2011,usc,0.50,18.848,0.28,0.73,0.494,0.961,0.563,0.576,0.455,37,15.9,4.1,1.013,107.9,0.951,94.6,0.062,13.3,66.8,62.8,4,1.056,1.009,0.047,0.445,0.412,0.033,0.357,0.653,0.509,0.09,0.172,0.181,0.009,0.056,0.26
58,2011,utah state,0.52,25.438,0.32,0.76,0.589,0.965,0.622,0.903,1,121,19.3,13.5,1.09,111.2,0.884,91.8,0.206,19.4,71.1,57.6,13.5,1.127,0.939,0.188,0.464,0.383,0.081,0.358,0.731,0.556,0.072,0.176,0.185,0.009,0.063,0.265
59,2011,tx-san ant,0.49,23.195,0.28,0.68,0.533,0.937,0.477,0.536,0.538,254,5.1,-0.4,1.002,101.8,1.007,107.1,-0.005,-5.3,70.3,70.7,-0.4,1.073,1.056,0.017,0.428,0.423,0.005,0.363,0.72,0.486,0.097,0.193,0.196,0.003,0.042,0.286
60,2011,vanderbilt,0.53,26.219,0.32,0.71,0.535,0.954,0.609,0.719,0.375,19,26.5,9.2,1.087,116.6,0.957,99.2,0.13,17.4,76.5,67.3,9.2,1.154,0.975,0.179,0.46,0.407,0.053,0.379,0.747,0.519,0.074,0.189,0.17,-0.019,0.081,0.232
61,2011,vcu,0.51,21.891,0.30,0.65,0.602,0.977,0.575,0.676,0.571,46,13.4,4.1,1.064,112,1.003,98.5,0.061,13.5,71.5,67.4,4.1,1.092,1.066,0.026,0.435,0.452,-0.017,0.359,0.719,0.472,0.127,0.168,0.216,0.048,0.068,0.271
62,2011,villanova,0.50,25.872,0.33,0.73,0.565,0.971,0.587,0.656,0.455,34,22,7.2,1.064,114.9,0.959,97,0.105,17.9,72.7,65.6,7.1,1.095,1.011,0.084,0.44,0.405,0.035,0.349,0.758,0.533,0.093,0.172,0.173,0.001,0.068,0.255
63,2011,washington,0.54,18.481,0.37,0.70,0.559,1.003,0.586,0.688,0.143,35,33.3,13.5,1.122,117.7,0.942,96,0.18,21.7,83.7,70.2,13.5,1.124,1.007,0.117,0.471,0.415,0.056,0.372,0.669,0.53,0.091,0.165,0.201,0.036,0.094,0.269
64,2011,w virginia,0.49,24.451,0.38,0.67,0.627,1.005,0.615,0.645,0.455,5,24.7,5.5,1.056,114.9,0.973,94.8,0.083,20.1,69.5,64.1,5.4,1.051,0.99,0.061,0.427,0.409,0.018,0.335,0.706,0.525,0.07,0.183,0.179,-0.004,0.077,0.269
65,2011,wisconsin,0.52,21.851,0.33,0.75,0.553,1.035,0.624,0.742,0.5,24,26,9.9,1.166,122.3,0.997,96.5,0.169,25.8,68.2,58.3,9.9,1.122,1.046,0.076,0.445,0.429,0.016,0.371,0.824,0.531,0.059,0.123,0.165,0.042,0.065,0.258
