,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
15,2009,wake forest,0.52,24.142,0.35,0.71,0.448,0.941,0.618,0.8,0.8,16,21.2,11.1,1.061,111.6,0.917,92.7,0.144,18.9,81.4,70.3,11.1,1.123,0.977,0.146,0.489,0.395,0.094,0.317,0.712,0.539,0.11,0.204,0.205,0.001,0.087,0.274
16,2009,xavier,0.52,24.027,0.36,0.74,0.547,0.949,0.617,0.781,0.556,50,21.4,10,1.052,111,0.908,90.8,0.144,20.2,72.4,62.4,10,1.124,0.949,0.175,0.463,0.389,0.074,0.399,0.675,0.561,0.078,0.214,0.185,-0.029,0.09,0.232
17,2009,siena,0.51,19.698,0.33,0.68,0.53,0.97,0.612,0.788,0.667,110,14.9,7.6,1.051,110.3,0.947,98.4,0.104,11.9,77.7,70,7.7,1.085,1.03,0.055,0.473,0.437,0.036,0.335,0.662,0.499,0.12,0.176,0.222,0.046,0.077,0.281
18,2009,oklahoma st,0.54,23.551,0.26,0.71,0.47,0.952,0.611,0.667,0.667,12,20.1,6.9,1.094,116.4,1.001,98.1,0.093,18.3,81.1,74.2,6.9,1.151,1.075,0.076,0.457,0.443,0.014,0.384,0.743,0.492,0.103,0.165,0.202,0.037,0.043,0.263
19,2009,w virginia,0.49,21.866,0.40,0.71,0.598,1.019,0.611,0.676,0.429,1,25.3,10.8,1.067,115.1,0.908,90.9,0.159,24.2,72.4,61.6,10.8,1.044,1.008,0.036,0.43,0.419,0.011,0.331,0.696,0.542,0.1,0.174,0.228,0.054,0.089,0.298
20,2009,purdue,0.50,19.256,0.29,0.71,0.607,0.959,0.611,0.727,0.429,34,23.7,10.4,1.027,110.5,0.873,88.7,0.154,21.8,69.5,59.1,10.4,1.084,0.943,0.141,0.45,0.387,0.063,0.355,0.702,0.499,0.105,0.172,0.22,0.048,0.087,0.225
21,2009,illinois,0.51,13.491,0.28,0.70,0.694,0.938,0.61,0.727,0.571,36,21.3,8,0.998,106.8,0.875,88.1,0.123,18.7,64.6,56.6,8,1.067,0.927,0.14,0.459,0.393,0.066,0.353,0.711,0.502,0.089,0.185,0.208,0.023,0.066,0.309
22,2009,utah state,0.56,23.114,0.35,0.73,0.627,0.973,0.609,0.879,0.857,127,20.3,10.5,1.156,116.7,0.991,101.6,0.165,15.1,72.9,62.5,10.4,1.188,1.025,0.163,0.497,0.421,0.076,0.399,0.745,0.556,0.078,0.177,0.167,-0.01,0.047,0.26
23,2009,tennessee,0.51,21.028,0.36,0.71,0.579,0.992,0.608,0.656,0.625,19,23.1,6.4,1.079,115.1,0.991,98.7,0.088,16.4,79,72.6,6.4,1.086,1.071,0.015,0.461,0.442,0.019,0.314,0.673,0.532,0.092,0.18,0.203,0.023,0.065,0.28
24,2009,butler,0.52,24.387,0.31,0.72,0.585,0.941,0.608,0.833,0.636,80,19.5,8.8,1.046,110.3,0.909,94.5,0.137,15.8,67,58.2,8.8,1.117,0.97,0.147,0.437,0.386,0.051,0.353,0.721,0.522,0.094,0.195,0.2,0.005,0.063,0.253
25,2009,gonzaga,0.55,20.929,0.30,0.71,0.527,0.966,0.604,0.833,0.4,30,29.7,17.2,1.121,117.5,0.876,93,0.245,24.5,78.8,61.6,17.2,1.157,0.932,0.225,0.488,0.369,0.119,0.399,0.708,0.522,0.107,0.158,0.211,0.053,0.086,0.236
26,2009,dayton,0.47,20.641,0.37,0.71,0.584,0.985,0.604,0.788,0.917,97,17.1,6,1.001,103.3,0.912,93,0.089,10.3,67.5,61.5,6,1.018,0.996,0.022,0.428,0.396,0.032,0.331,0.646,0.536,0.094,0.2,0.214,0.014,0.067,0.239
27,2009,clemson,0.53,18.513,0.39,0.66,0.524,0.984,0.603,0.742,0.556,29,24,10.7,1.091,116.4,0.943,96.7,0.148,19.7,79,68.2,10.8,1.116,1.023,0.093,0.467,0.432,0.035,0.379,0.684,0.512,0.129,0.195,0.236,0.041,0.101,0.232
28,2009,byu,0.55,20.682,0.26,0.76,0.593,0.949,0.603,0.774,0.4,62,25.6,12.5,1.095,114,0.919,93.9,0.176,20.1,77.2,64.7,12.5,1.165,0.993,0.172,0.487,0.403,0.084,0.38,0.728,0.53,0.1,0.162,0.195,0.033,0.065,0.244
29,2009,arizona st,0.56,22.442,0.28,0.72,0.659,0.938,0.601,0.727,0.571,9,21.1,9.5,1.113,118.2,0.961,95.2,0.152,23,69.5,60.1,9.4,1.193,1.009,0.184,0.482,0.409,0.073,0.366,0.74,0.515,0.095,0.183,0.192,0.009,0.04,0.253
30,2009,temple,0.51,16.925,0.32,0.73,0.622,0.963,0.601,0.667,0.556,63,14.8,5.6,1.033,109.9,0.949,95.5,0.084,14.4,69,63.4,5.6,1.079,0.98,0.099,0.445,0.403,0.042,0.367,0.698,0.521,0.083,0.185,0.176,-0.009,0.073,0.252
31,2009,ohio state,0.55,20.54,0.27,0.68,0.566,0.906,0.6,0.71,0.727,37,18.3,5.4,1.056,113.3,0.971,96.9,0.085,16.4,66.9,61.5,5.4,1.162,1.018,0.144,0.486,0.412,0.074,0.378,0.699,0.495,0.093,0.204,0.201,-0.003,0.097,0.25
32,2009,ucla,0.56,19.031,0.35,0.71,0.557,0.967,0.599,0.758,0.556,21,20.4,12.7,1.137,119.5,0.947,95.6,0.19,23.9,76,63.3,12.7,1.171,1.062,0.109,0.494,0.445,0.049,0.398,0.721,0.532,0.122,0.177,0.229,0.052,0.063,0.242
33,2009,marquette,0.51,26.973,0.34,0.71,0.575,0.991,0.597,0.727,0.5,28,17.1,9.4,1.111,117.1,0.978,96.1,0.133,21,78.8,69.5,9.3,1.119,1.068,0.051,0.456,0.449,0.007,0.349,0.72,0.516,0.114,0.162,0.212,0.05,0.052,0.266
34,2009,texas a&m,0.50,25.473,0.35,0.73,0.517,0.974,0.593,0.71,0.5,49,13.1,5.1,1.054,113.1,0.979,98.1,0.075,15,71.6,66.5,5.1,1.088,1.027,0.061,0.447,0.43,0.017,0.367,0.691,0.537,0.073,0.188,0.178,-0.01,0.069,0.226
35,2009,lsu,0.50,21.569,0.36,0.72,0.565,0.999,0.592,0.788,1,66,16.2,9.4,1.065,111.5,0.931,96.6,0.134,14.9,74.9,65.5,9.4,1.069,0.979,0.09,0.446,0.404,0.042,0.369,0.718,0.539,0.108,0.17,0.185,0.015,0.106,0.25
36,2009,usc,0.51,22.348,0.36,0.71,0.502,0.947,0.591,0.636,0.538,11,18.7,4.9,1.02,110,0.947,91.8,0.073,18.2,68.4,63.5,4.9,1.083,1.001,0.082,0.474,0.406,0.068,0.329,0.667,0.541,0.094,0.208,0.192,-0.016,0.085,0.222
37,2009,california,0.54,21.147,0.31,0.71,0.571,0.954,0.59,0.688,0.429,26,18.8,6.7,1.096,116.8,0.999,99.4,0.097,17.4,75,68.3,6.7,1.154,1.046,0.108,0.485,0.44,0.045,0.434,0.756,0.518,0.072,0.174,0.181,0.007,0.035,0.28
38,2009,texas,0.49,21.841,0.39,0.70,0.489,1,0.59,0.667,0.444,20,21.4,6.9,1.035,112.2,0.937,92.5,0.098,19.7,72.3,65.5,6.8,1.032,0.99,0.042,0.442,0.406,0.036,0.321,0.671,0.535,0.089,0.177,0.196,0.019,0.098,0.227
39,2009,minnesota,0.50,20.086,0.33,0.69,0.565,0.939,0.588,0.677,0.714,46,17.8,4.7,1.005,108.1,0.934,92.6,0.071,15.5,66.2,61.5,4.7,1.067,1.023,0.044,0.443,0.402,0.041,0.33,0.719,0.511,0.123,0.207,0.217,0.01,0.119,0.211
40,2009,w kentucky,0.52,19.567,0.38,0.72,0.528,0.976,0.586,0.742,0.667,156,9.1,5.2,1.07,111.1,0.993,103,0.077,8.1,72.1,66.9,5.2,1.101,1.046,0.055,0.45,0.436,0.014,0.37,0.704,0.538,0.084,0.195,0.194,-0.001,0.058,0.212
41,2009,michigan,0.50,18.174,0.27,0.68,0.671,0.957,0.585,0.594,0.667,35,19.9,3.5,1.034,112.2,0.979,97.5,0.055,14.7,66.8,63.3,3.5,1.077,1.052,0.025,0.424,0.44,-0.016,0.332,0.754,0.474,0.099,0.169,0.205,0.036,0.05,0.234
42,2009,wisconsin,0.49,21.3,0.30,0.75,0.531,0.982,0.584,0.6,0.429,38,16.8,4.6,1.055,113.3,0.979,95.7,0.076,17.6,63.6,59,4.6,1.076,1.056,0.02,0.436,0.444,-0.008,0.364,0.725,0.524,0.081,0.16,0.185,0.025,0.052,0.254
43,2009,vcu,0.52,20.933,0.30,0.69,0.543,0.952,0.578,0.727,0.5,123,16.4,8.6,1.052,110.1,0.926,96.4,0.126,13.7,72,63.4,8.6,1.109,0.986,0.123,0.463,0.396,0.067,0.369,0.705,0.498,0.112,0.182,0.206,0.024,0.084,0.231
44,2009,maryland,0.47,18.581,0.33,0.64,0.554,0.987,0.575,0.606,0.5,33,19.3,3,1.002,110,0.96,96.4,0.042,13.6,71.5,68.5,3,1.015,1.012,0.003,0.422,0.417,0.005,0.331,0.768,0.488,0.108,0.172,0.215,0.043,0.072,0.233
45,2009,cleveland st,0.47,21.331,0.32,0.68,0.567,0.968,0.575,0.688,0.6,89,15.4,5.1,0.984,105.3,0.907,93.3,0.077,12,65,59.8,5.2,1.021,0.997,0.024,0.426,0.41,0.016,0.31,0.705,0.494,0.13,0.187,0.236,0.049,0.064,0.242
46,2009,boston col,0.50,22.887,0.39,0.64,0.571,0.991,0.571,0.667,0.7,48,14.6,4.5,1.075,113.2,1.01,102,0.065,11.2,74.9,70.5,4.4,1.082,1.017,0.065,0.446,0.423,0.023,0.336,0.734,0.52,0.088,0.188,0.179,-0.009,0.073,0.225
47,2009,n iowa,0.52,24.703,0.27,0.74,0.536,0.936,0.571,0.688,0.75,99,4.7,3.7,1.056,110.6,0.999,100.9,0.057,9.7,67.7,64,3.7,1.13,1.044,0.086,0.454,0.421,0.033,0.345,0.756,0.521,0.066,0.179,0.166,-0.013,0.045,0.235
48,2009,miss state,0.50,22.609,0.30,0.68,0.502,0.945,0.569,0.636,0.333,78,13.7,5.1,1.017,107.8,0.948,96.2,0.069,11.6,74.3,69.3,5,1.086,0.958,0.128,0.433,0.398,0.035,0.365,0.704,0.493,0.095,0.19,0.182,-0.008,0.115,0.239
49,2009,arizona,0.53,22.521,0.34,0.67,0.557,0.956,0.569,0.594,0.375,23,16.9,3.8,1.094,117.7,1.037,101.8,0.057,15.9,72.2,68.4,3.8,1.136,1.061,0.075,0.475,0.436,0.039,0.395,0.734,0.518,0.09,0.189,0.176,-0.013,0.053,0.243
50,2009,american,0.54,16.42,0.30,0.74,0.561,0.927,0.557,0.774,0.857,260,4.8,6,1.021,105.3,0.926,100.6,0.095,4.7,64.5,58.4,6.1,1.114,0.986,0.128,0.466,0.394,0.072,0.377,0.648,0.523,0.086,0.203,0.197,-0.006,0.05,0.266
51,2009,ste f austin,0.47,16.02,0.25,0.73,0.522,0.947,0.557,0.731,0.778,155,18.7,6,0.957,97,0.868,90.4,0.089,6.6,64.1,58.1,6,1.014,0.951,0.063,0.43,0.385,0.045,0.317,0.661,0.494,0.084,0.175,0.207,0.032,0.063,0.294
52,2009,n dakota st,0.54,22.832,0.31,0.75,0.519,0.966,0.546,0.8,0.5,138,15.9,10.1,1.123,114.3,0.979,102,0.144,12.3,79.1,69,10.1,1.161,1.056,0.105,0.483,0.451,0.032,0.402,0.742,0.532,0.099,0.165,0.182,0.017,0.055,0.255
53,2009,binghamton,0.49,22.066,0.30,0.66,0.493,0.946,0.544,0.733,0.875,278,4.6,3,1.006,102.3,0.963,103.3,0.043,-1,69.9,66.9,3,1.057,1.015,0.042,0.436,0.411,0.025,0.331,0.686,0.488,0.102,0.187,0.21,0.023,0.076,0.252
54,2009,akron,0.48,20.914,0.31,0.65,0.541,0.941,0.537,0.647,0.3,141,14.6,5.8,0.986,102.9,0.898,96,0.088,6.9,66.4,60.5,5.9,1.044,1.001,0.043,0.416,0.404,0.012,0.329,0.715,0.491,0.114,0.202,0.256,0.054,0.046,0.28
55,2009,rob morris,0.53,19.935,0.31,0.70,0.609,0.909,0.53,0.706,0.714,275,2.2,5.7,1.025,102,0.943,100.6,0.082,1.4,70.7,65,5.7,1.136,1.042,0.094,0.476,0.425,0.051,0.397,0.707,0.513,0.125,0.22,0.229,0.009,0.064,0.276
56,2009,portland st,0.54,16.7,0.32,0.69,0.582,0.954,0.526,0.69,0.7,195,9.7,5.1,1.063,109.2,0.99,105.1,0.073,4.1,73.5,68.4,5.1,1.114,1.077,0.037,0.45,0.455,-0.005,0.377,0.679,0.497,0.111,0.192,0.211,0.019,0.052,0.285
57,2009,e tenn st,0.51,22.704,0.31,0.69,0.451,0.959,0.525,0.677,0.5,210,12.2,8.1,1.059,106.4,0.95,100.7,0.109,5.7,78.5,67,11.5,1.107,1.029,0.078,0.465,0.411,0.054,0.341,0.718,0.505,0.113,0.183,0.219,0.036,0.063,0.259
58,2009,cornell,0.54,19.299,0.31,0.71,0.58,0.942,0.525,0.679,0.5,238,8.5,8.2,1.067,108.5,0.948,103.3,0.119,5.2,73,64.8,8.2,1.145,1,0.145,0.473,0.418,0.055,0.407,0.737,0.521,0.1,0.192,0.198,0.006,0.067,0.241
59,2009,cal st nrdge,0.52,18.746,0.35,0.69,0.528,0.913,0.518,0.552,0.571,153,9.2,3.6,1.001,102.2,0.953,97,0.048,5.2,73.8,70.2,3.6,1.092,1.061,0.031,0.456,0.419,0.037,0.36,0.69,0.524,0.12,0.237,0.232,-0.005,0.048,0.259
60,2009,morgan st,0.46,18.29,0.37,0.69,0.457,0.992,0.516,0.667,0.5,268,3.8,5.4,0.983,100.1,0.904,99.1,0.079,1,66.9,61.6,5.3,0.999,0.978,0.021,0.425,0.401,0.024,0.341,0.647,0.526,0.095,0.19,0.22,0.03,0.059,0.273
61,2009,radford,0.50,22.326,0.35,0.73,0.52,0.933,0.515,0.621,0.571,214,3,2.2,1.004,101.2,0.974,102.1,0.03,-0.9,74.8,72.6,2.2,1.085,1.004,0.081,0.465,0.403,0.062,0.348,0.678,0.548,0.082,0.218,0.164,-0.054,0.069,0.256
62,2009,morehead st,0.48,24.224,0.39,0.73,0.529,0.95,0.509,0.531,0.364,179,1.2,0.7,1.008,102,0.999,101.3,0.009,0.7,69.3,68.7,0.6,1.059,1.052,0.007,0.435,0.423,0.012,0.328,0.724,0.554,0.093,0.221,0.177,-0.044,0.072,0.294
63,2009,chattanooga,0.50,23.238,0.31,0.69,0.536,0.934,0.493,0.5,0.444,220,2,-1.5,1.023,104.3,1.043,108.4,-0.02,-4.1,75,76.5,-1.5,1.088,1.093,-0.005,0.44,0.442,-0.002,0.349,0.651,0.513,0.081,0.209,0.188,-0.021,0.036,0.22
64,2009,alabama st,0.51,18.341,0.32,0.66,0.539,0.955,0.491,0.69,0.444,315,4.9,5.9,1.025,100.7,0.938,103.6,0.087,-2.9,69.5,63.6,5.9,1.079,0.939,0.14,0.466,0.393,0.073,0.329,0.633,0.508,0.083,0.185,0.181,-0.004,0.058,0.286
65,,averages,,,,,,,0.589507692,0.726061538,0.608328125,80.98461538,17.29384615,7.803076923,1.055846154,111.0953846,0.943569231,95.77384615,0.112276923,15.32153846,73.12153846,65.27384615,7.847692308,1.100261538,1.005476923,0.094784615,0.458,0.412430769,0.045569231,0.357076923,0.703646154,0.522615385,0.100123077,0.187523077,0.201138462,0.013615385,0.071246154,0.249784615
0,2010,ark pine bl,0.45,24.244,0.33,0.74,0.581,0.912,0.474,0.531,0.583,127,7.5,-0.3,0.916,93.1,0.92,99.5,-0.004,-6.4,64.4,64.7,-0.3,0.994,1.014,-0.02,0.411,0.407,0.004,0.304,0.663,0.547,0.097,0.239,0.197,-0.042,0.068,0.324
1,2010,baylor,0.54,21.42,0.38,0.70,0.51,0.96,0.631,0.774,0.778,17,20.1,10.2,1.101,119.2,0.955,94.3,0.146,24.9,76.7,66.5,10.2,1.16,0.967,0.193,0.484,0.389,0.095,0.386,0.733,0.542,0.092,0.201,0.204,0.003,0.117,0.259
2,2010,butler,0.51,26.646,0.29,0.74,0.549,0.941,0.625,0.875,0.875,66,20.5,10.1,1.067,111,0.913,88.5,0.154,22.5,70.1,60,10.1,1.139,1.003,0.136,0.453,0.414,0.039,0.342,0.748,0.53,0.104,0.185,0.204,0.019,0.048,0.281
3,2010,byu,0.55,24.732,0.28,0.75,0.549,0.959,0.606,0.849,0.5,103,23.7,16.9,1.134,117.3,0.902,94,0.232,23.3,82.6,65.7,16.9,1.187,0.999,0.188,0.482,0.41,0.072,0.416,0.786,0.532,0.117,0.154,0.213,0.059,0.062,0.238
4,2010,california,0.53,22.339,0.32,0.70,0.518,0.966,0.612,0.697,0.429,54,25.8,9.6,1.117,119.6,0.98,97.4,0.137,22.2,78,68.4,9.6,1.143,1.036,0.107,0.477,0.434,0.043,0.373,0.757,0.53,0.081,0.17,0.181,0.011,0.044,0.243
5,2010,clemson,0.51,18.889,0.36,0.68,0.532,0.955,0.599,0.677,0.5,23,25.7,9.5,1.024,110.9,0.894,91.6,0.13,19.3,73.3,63.8,9.5,1.072,0.993,0.079,0.453,0.419,0.034,0.336,0.659,0.513,0.135,0.205,0.241,0.036,0.088,0.245
6,2010,cornell,0.57,17.809,0.30,0.72,0.59,0.944,0.577,0.862,0.857,124,15.3,10.6,1.119,117.4,0.961,101.5,0.158,15.9,75.2,64.6,10.6,1.179,1.04,0.139,0.477,0.421,0.056,0.438,0.732,0.515,0.106,0.181,0.199,0.018,0.07,0.272
7,2010,duke,0.51,25.068,0.40,0.70,0.528,1.032,0.655,0.849,0.5,2,35.1,16.6,1.13,121,0.89,87.7,0.24,33.3,78.4,61.7,16.7,1.101,0.953,0.148,0.443,0.402,0.041,0.385,0.759,0.541,0.1,0.156,0.209,0.053,0.077,0.267
8,2010,e tenn st,0.48,21.379,0.34,0.67,0.445,0.953,0.516,0.576,0.455,165,9.2,2.6,0.981,100.9,0.943,98.4,0.038,2.5,69,66.4,2.6,1.028,1.03,-0.002,0.434,0.415,0.019,0.314,0.662,0.506,0.118,0.206,0.231,0.025,0.059,0.27
9,2010,florida,0.49,20.123,0.36,0.69,0.538,0.987,0.583,0.636,0.545,33,21.2,6.2,1.047,113,0.956,97.8,0.091,15.2,71.6,65.4,6.2,1.056,1.014,0.042,0.444,0.429,0.015,0.313,0.702,0.518,0.105,0.177,0.198,0.021,0.048,0.211
10,2010,florida st,0.51,19.401,0.37,0.70,0.57,0.923,0.593,0.71,0.8,22,21.9,8.3,0.985,105,0.865,87,0.12,18,68.5,60.2,8.3,1.071,0.94,0.131,0.455,0.374,0.081,0.336,0.646,0.539,0.121,0.241,0.226,-0.015,0.115,0.256
11,2010,georgetown,0.56,20.7,0.31,0.70,0.579,0.92,0.639,0.697,0.25,4,23,8.1,1.081,116.8,0.961,94.2,0.12,22.6,73.2,65.1,8.1,1.171,1.012,0.159,0.498,0.412,0.086,0.388,0.712,0.518,0.104,0.199,0.189,-0.01,0.085,0.249
12,2010,ga tech,0.50,19.707,0.38,0.69,0.526,0.948,0.598,0.656,0.667,6,22,6.8,1.003,109.2,0.91,91,0.093,18.2,72.9,66.1,6.8,1.064,0.947,0.117,0.455,0.383,0.072,0.366,0.639,0.528,0.109,0.224,0.203,-0.021,0.092,0.256
13,2010,gonzaga,0.54,25.148,0.32,0.73,0.503,0.949,0.595,0.806,0.625,80,21.5,9.6,1.085,112.3,0.95,96.1,0.135,16.2,77.5,67.9,9.6,1.148,0.99,0.158,0.493,0.41,0.083,0.365,0.666,0.533,0.09,0.179,0.175,-0.004,0.07,0.253
14,2010,houston,0.48,21.311,0.29,0.63,0.452,1.033,0.533,0.545,0.286,108,15.8,3.7,1.072,112,1.021,103.2,0.051,8.8,78.8,75.1,3.7,1.035,1.1,-0.065,0.418,0.463,-0.045,0.356,0.71,0.446,0.129,0.118,0.228,0.11,0.051,0.253
15,2010,kansas,0.55,23.729,0.38,0.71,0.59,0.983,0.683,0.941,1,42,35,18,1.145,120.4,0.893,88.5,0.252,31.9,81.8,63.8,18,1.164,0.933,0.231,0.488,0.377,0.111,0.409,0.701,0.546,0.118,0.18,0.194,0.014,0.108,0.255
16,2010,kansas st,0.51,26.802,0.40,0.69,0.547,0.988,0.652,0.781,0.5,9,25.7,10.2,1.074,116.1,0.935,90.6,0.139,25.5,79.5,69.2,10.3,1.088,1.033,0.055,0.448,0.419,0.029,0.356,0.665,0.538,0.101,0.193,0.228,0.035,0.088,0.302
17,2010,kentucky,0.53,23.604,0.40,0.71,0.538,0.981,0.661,0.939,1,57,23.7,14.4,1.098,114.9,0.899,88.3,0.199,26.6,79.4,65,14.4,1.126,0.938,0.188,0.48,0.38,0.1,0.344,0.68,0.556,0.099,0.201,0.192,-0.009,0.119,0.226
18,2010,lehigh,0.51,24.23,0.28,0.71,0.588,0.941,0.506,0.688,0,318,0.4,5.1,1.048,105.6,0.977,106.6,0.071,-1,75.1,70,5.1,1.113,1.034,0.079,0.456,0.422,0.034,0.4,0.716,0.511,0.086,0.179,0.185,0.006,0.043,0.249
19,2010,louisville,0.51,21.264,0.39,0.66,0.583,0.995,0.603,0.625,0.286,35,21,6.8,1.091,114.5,0.994,97.6,0.097,16.9,76.3,69.6,6.7,1.096,1.046,0.05,0.447,0.426,0.021,0.339,0.703,0.511,0.111,0.194,0.214,0.02,0.075,0.288
20,2010,marquette,0.53,21.652,0.29,0.68,0.599,0.976,0.588,0.667,0.5,10,22.8,8.8,1.098,115.1,0.966,95.5,0.132,19.6,72.9,64.2,8.7,1.122,1.04,0.082,0.454,0.447,0.007,0.406,0.74,0.491,0.119,0.151,0.213,0.062,0.04,0.256
21,2010,maryland,0.52,21.042,0.34,0.65,0.565,0.992,0.614,0.733,0.6,32,23,11.2,1.088,118.3,0.934,95.9,0.154,22.4,79.3,68,11.3,1.106,0.957,0.149,0.472,0.39,0.082,0.388,0.723,0.5,0.11,0.162,0.206,0.044,0.074,0.231
22,2010,michigan st,0.52,20.866,0.39,0.75,0.622,0.968,0.604,0.75,0.571,20,25,8.9,1.063,112.8,0.932,92.7,0.131,20.1,72.6,63.7,8.9,1.09,1.002,0.088,0.473,0.405,0.068,0.333,0.681,0.567,0.098,0.202,0.184,-0.018,0.056,0.258
23,2010,minnesota,0.53,19.389,0.32,0.71,0.639,0.958,0.577,0.636,0.417,29,26.7,10,1.072,112,0.925,94.1,0.147,17.9,73.3,63.2,10.1,1.133,0.991,0.142,0.475,0.397,0.078,0.403,0.704,0.519,0.117,0.183,0.207,0.024,0.101,0.241
24,2010,missouri,0.50,20.777,0.32,0.63,0.564,0.98,0.59,0.688,0.5,46,26.3,11.8,1.055,111.5,0.895,91.5,0.16,20,77.6,65.8,11.8,1.079,0.999,0.08,0.441,0.409,0.032,0.371,0.728,0.482,0.149,0.174,0.262,0.088,0.084,0.262
25,2010,montana,0.54,21.004,0.28,0.72,0.493,0.933,0.534,0.69,0.636,278,13.6,7.3,1.077,106.5,0.964,98.4,0.113,8.1,69.4,62.2,7.2,1.154,1.021,0.133,0.481,0.422,0.059,0.398,0.722,0.516,0.099,0.186,0.191,0.005,0.063,0.283
26,2010,morgan st,0.48,25.522,0.39,0.68,0.48,1,0.524,0.75,0.7,228,9.7,6.5,1.053,105.5,0.964,104,0.089,1.5,76.8,70.2,6.6,1.048,1.012,0.036,0.433,0.423,0.01,0.338,0.703,0.527,0.09,0.184,0.195,0.011,0.07,0.29
27,2010,murray st,0.55,22.827,0.39,0.70,0.567,0.952,0.564,0.875,0.667,254,21.9,15.1,1.098,109,0.881,94,0.217,15,76.1,61,15.1,1.172,0.96,0.212,0.497,0.389,0.108,0.372,0.703,0.54,0.134,0.206,0.235,0.029,0.099,0.252
28,2010,new mexico,0.51,24.951,0.34,0.75,0.56,1.004,0.629,0.879,0.909,117,24.2,9.6,1.099,113.6,0.961,97.4,0.138,16.2,76.6,67.1,9.5,1.092,1.051,0.041,0.441,0.427,0.014,0.375,0.677,0.54,0.097,0.16,0.192,0.032,0.064,0.253
29,2010,n mex state,0.53,21.374,0.29,0.67,0.529,0.958,0.572,0.656,1,95,4,0.5,1.075,111.6,1.068,105.5,0.007,6.1,78.5,78,0.5,1.131,1.081,0.05,0.462,0.451,0.011,0.374,0.701,0.485,0.082,0.175,0.182,0.007,0.052,0.238
30,2010,north texas,0.50,28.068,0.32,0.72,0.495,0.925,0.527,0.733,0.846,293,5.5,3.6,1.027,103.4,0.977,103.8,0.05,-0.4,73.5,69.9,3.6,1.117,1.024,0.093,0.459,0.433,0.026,0.331,0.718,0.522,0.062,0.204,0.177,-0.027,0.051,0.253
31,2010,n iowa,0.50,23.139,0.30,0.74,0.491,0.964,0.614,0.875,0.833,104,16.9,9,1.049,109.6,0.9,90.8,0.149,18.8,63.3,54.3,9,1.081,0.987,0.094,0.431,0.403,0.028,0.353,0.754,0.523,0.091,0.172,0.2,0.028,0.041,0.265
32,2010,notre dame,0.54,23.283,0.32,0.71,0.637,0.993,0.593,0.676,0.417,53,17.2,7.1,1.146,119.4,1.038,101.7,0.108,17.7,76,68.9,7.1,1.151,1.055,0.096,0.474,0.435,0.039,0.394,0.723,0.525,0.083,0.153,0.152,-0.001,0.052,0.229
33,2010,oakland,0.49,24.03,0.35,0.71,0.491,0.971,0.565,0.75,0.875,138,10.2,3.5,1.048,107.5,1,104.3,0.048,3.2,75.2,71.7,3.5,1.072,1.056,0.016,0.445,0.456,-0.011,0.32,0.715,0.528,0.089,0.186,0.179,-0.007,0.084,0.249
34,2010,ohio,0.49,23.948,0.29,0.66,0.574,0.957,0.542,0.588,0.273,141,16.5,4.9,1.024,107.3,0.956,99,0.068,8.3,73.4,68.6,4.8,1.069,1.002,0.067,0.426,0.409,0.017,0.358,0.733,0.49,0.105,0.175,0.206,0.031,0.045,0.263
35,2010,ohio state,0.56,20.226,0.28,0.72,0.554,0.946,0.61,0.788,0.5,38,28.6,12.5,1.112,117.5,0.923,92.5,0.189,25,73.8,61.2,12.6,1.169,1.008,0.161,0.494,0.41,0.084,0.382,0.688,0.514,0.108,0.169,0.208,0.039,0.076,0.229
36,2010,oklahoma st,0.52,21.089,0.28,0.73,0.491,0.947,0.601,0.688,0.6,48,17,6.2,1.061,112.2,0.972,95.4,0.089,16.8,74.3,68.1,6.2,1.115,1.036,0.079,0.45,0.419,0.031,0.352,0.715,0.514,0.092,0.177,0.187,0.01,0.046,0.287
37,2010,old dominion,0.49,17.423,0.41,0.72,0.601,1.008,0.595,0.765,0.833,84,21.8,10.4,1.041,107.8,0.881,90.3,0.16,17.5,67.5,57.1,10.4,1.025,0.968,0.057,0.448,0.401,0.047,0.316,0.646,0.563,0.121,0.195,0.216,0.021,0.057,0.242
38,2010,pittsburgh,0.50,24.093,0.34,0.71,0.663,0.974,0.627,0.75,0.75,44,15.2,6.7,1.047,111.4,0.943,92.8,0.104,18.6,68.1,61.4,6.7,1.071,0.957,0.114,0.446,0.4,0.046,0.343,0.695,0.535,0.078,0.184,0.163,-0.021,0.075,0.264
39,2010,purdue,0.49,22.723,0.28,0.72,0.569,0.965,0.626,0.844,0.857,28,26.8,10.2,1.041,109.8,0.892,87.7,0.149,22.1,71.1,60.9,10.2,1.074,0.997,0.077,0.446,0.403,0.043,0.319,0.726,0.495,0.101,0.157,0.227,0.07,0.086,0.274
