Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Florida,0.605,0.719,0.444,39,15.7,10.7,1.128,117.8,0.971,95.3,0.157,22.5,76.4,65.8,10.6,1.149,1.038,0.111,0.46,0.432,0.028,0.387,0.711,0.519,0.097,0.162,0.191,0.029,0.061,0.234
Florida St,0.611,0.71,0.625,25,13.9,7.7,0.995,104.8,0.886,87.7,0.109,17.1,70.1,62.4,7.7,1.087,0.958,0.129,0.455,0.38,0.075,0.349,0.701,0.527,0.111,0.232,0.218,-0.014,0.107,0.267
Georgetown,0.621,0.733,0.455,38,19.2,9.3,1.04,108.5,0.898,87.5,0.142,21,68.4,59.1,9.3,1.09,0.943,0.147,0.458,0.386,0.072,0.343,0.696,0.539,0.095,0.19,0.191,0.001,0.091,0.271
Gonzaga,0.609,0.806,1,110,16.5,10.8,1.079,110.4,0.922,92,0.157,18.4,74,63.2,10.8,1.148,0.985,0.163,0.473,0.413,0.06,0.376,0.715,0.549,0.099,0.19,0.187,-0.003,0.058,0.221
Harvard,0.589,0.862,0.222,177,9.3,10,1.046,106.1,0.885,91.8,0.161,14.3,65.1,55,10.1,1.14,0.955,0.185,0.464,0.404,0.06,0.355,0.75,0.541,0.094,0.198,0.192,-0.006,0.087,0.244
Indiana,0.62,0.758,0.364,18,21.7,11.7,1.131,117.5,0.96,95,0.171,22.5,77.3,65.5,11.8,1.187,1.023,0.164,0.487,0.421,0.066,0.433,0.762,0.534,0.094,0.184,0.193,0.009,0.061,0.257
Iona,0.58,0.781,0.8,144,10.9,10.7,1.14,112.7,0.994,100.5,0.146,12.2,83.2,72.6,10.6,1.183,1.076,0.107,0.504,0.45,0.054,0.393,0.716,0.507,0.099,0.167,0.212,0.045,0.036,0.231
Iowa State,0.593,0.688,0.538,27,17.5,6.5,1.069,111.1,0.974,94.5,0.095,16.6,73.2,66.7,6.5,1.116,1.021,0.095,0.449,0.436,0.013,0.38,0.679,0.533,0.086,0.183,0.169,-0.014,0.048,0.234
Kansas,0.644,0.818,0.75,2,23.4,13.1,1.09,111.4,0.9,84.6,0.19,26.8,75,61.9,13.1,1.143,0.967,0.176,0.485,0.383,0.102,0.358,0.696,0.543,0.107,0.191,0.199,0.008,0.102,0.256
Kansas St,0.58,0.677,0.455,20,17.2,7.7,1.026,107.2,0.915,89.7,0.111,17.5,71.4,63.7,7.7,1.057,1.002,0.055,0.443,0.408,0.035,0.342,0.666,0.535,0.089,0.205,0.231,0.026,0.089,0.289
Kentucky,0.667,0.969,0.5,51,29.5,18.9,1.141,119.6,0.861,87.1,0.28,32.5,77.2,58.2,19,1.15,0.885,0.265,0.488,0.362,0.126,0.383,0.722,0.552,0.094,0.17,0.174,0.004,0.152,0.213
Lamar,0.533,0.645,0.5,275,6.5,6.3,1.03,104.8,0.941,98.4,0.089,6.4,72.7,66.4,6.3,1.025,1.009,0.016,0.428,0.427,0.001,0.331,0.723,0.531,0.114,0.17,0.203,0.033,0.076,0.249
Lehigh,0.547,0.781,0.286,277,10.5,10.2,1.071,105.9,0.926,96.6,0.145,9.3,75.6,65.4,10.2,1.111,1.016,0.095,0.445,0.417,0.028,0.355,0.774,0.512,0.111,0.162,0.206,0.044,0.052,0.251
LIU-Brooklyn,0.557,0.758,0.733,237,5.6,4.5,1.067,105.8,1.008,105,0.059,0.8,81.9,77.4,4.5,1.156,1.028,0.128,0.475,0.445,0.03,0.368,0.731,0.517,0.079,0.208,0.178,-0.03,0.049,0.205
Lg Beach St,0.586,0.733,0.429,149,11.9,9,1.066,108.9,0.936,93.6,0.13,15.3,73.7,64.6,9.1,1.111,1.007,0.104,0.467,0.419,0.048,0.354,0.669,0.521,0.099,0.185,0.209,0.024,0.049,0.23
Louisville,0.616,0.735,0.556,17,17.8,7.7,0.992,103.6,0.882,83,0.11,20.6,69.4,61.7,7.7,1.028,0.936,0.092,0.426,0.379,0.047,0.31,0.682,0.512,0.132,0.206,0.222,0.016,0.087,0.257
Loyola Mymt,0.557,0.75,0.533,182,4.5,3.8,1.016,101.2,0.959,97.3,0.057,3.9,67.6,63.8,3.8,1.044,1.031,0.013,0.428,0.428,0,0.341,0.718,0.534,0.117,0.195,0.209,0.014,0.083,0.281
Marquette,0.634,0.781,0.375,22,18.1,9.7,1.056,108.8,0.921,88.6,0.135,20.2,75.9,66.2,9.7,1.099,0.982,0.117,0.459,0.406,0.053,0.337,0.721,0.498,0.123,0.183,0.226,0.043,0.06,0.248
Memphis,0.617,0.758,0.429,60,25.2,11.7,1.075,111.4,0.907,89.6,0.168,21.8,75.1,63.3,11.8,1.151,0.961,0.19,0.492,0.385,0.107,0.366,0.713,0.511,0.117,0.181,0.2,0.019,0.102,0.274
Michigan,0.626,0.742,0.462,12,20,5.4,1.072,111.5,0.986,94,0.086,17.5,67.1,61.8,5.3,1.137,1.039,0.098,0.463,0.427,0.036,0.36,0.72,0.492,0.079,0.166,0.195,0.029,0.04,0.252
Michigan St,0.643,0.781,0.444,3,25.6,13.3,1.08,112.1,0.882,84.2,0.198,27.9,72.5,59.2,13.3,1.117,0.949,0.168,0.476,0.378,0.098,0.358,0.699,0.566,0.111,0.194,0.19,-0.004,0.081,0.265
Miss Val St,0.511,0.625,0.444,288,-4.8,-0.4,0.96,95.3,0.966,101.6,-0.006,-6.3,68.8,69.3,-0.5,0.992,1.063,-0.071,0.403,0.437,-0.034,0.33,0.65,0.504,0.122,0.199,0.221,0.022,0.044,0.284
Missouri,0.623,0.879,0.308,55,22,14.5,1.181,122.4,0.966,97.1,0.215,25.3,80,65.5,14.5,1.221,1.047,0.174,0.503,0.443,0.06,0.395,0.764,0.509,0.122,0.151,0.213,0.062,0.051,0.207
Montana,0.562,0.793,0.3,280,11.1,9,1.049,100.9,0.916,94.1,0.133,6.8,71.2,62.2,9,1.129,0.985,0.144,0.468,0.401,0.067,0.383,0.719,0.493,0.105,0.182,0.215,0.033,0.071,0.273
Murray St,0.612,0.964,0.2,281,10.8,11.9,1.087,105.9,0.913,90.5,0.174,15.4,74.2,62.4,11.8,1.174,0.99,0.184,0.476,0.421,0.055,0.407,0.728,0.509,0.118,0.203,0.233,0.03,0.079,0.268
NC State,0.578,0.667,0.667,49,14.4,5.6,1.064,109.4,0.983,95.2,0.081,14.2,73.6,68,5.6,1.09,1.019,0.071,0.463,0.417,0.046,0.357,0.709,0.531,0.1,0.184,0.173,-0.011,0.072,0.243
New Mexico,0.601,0.806,0.5,121,18.5,13,1.069,108.2,0.877,88.7,0.192,19.5,72.7,59.7,13,1.131,0.958,0.173,0.461,0.385,0.076,0.383,0.711,0.546,0.101,0.195,0.205,0.01,0.061,0.261
New Mexico St,0.57,0.719,0.75,233,11.8,8.8,1.069,106.6,0.947,95.4,0.122,11.2,77.2,68.4,8.8,1.088,1.023,0.065,0.464,0.431,0.033,0.329,0.664,0.554,0.094,0.201,0.2,-0.001,0.07,0.247
Norfolk St,0.519,0.742,0.5,313,-1.9,2.8,0.98,98.1,0.941,99.9,0.039,-1.8,69.5,66.6,2.9,1.061,0.983,0.078,0.448,0.405,0.043,0.317,0.653,0.51,0.095,0.208,0.19,-0.018,0.081,0.272
N Carolina,0.661,0.875,0.833,37,26.3,16.1,1.105,113.4,0.889,88,0.216,25.4,82.4,66.3,16.1,1.068,0.937,0.131,0.463,0.386,0.077,0.347,0.675,0.57,0.092,0.158,0.177,0.019,0.092,0.197
Notre Dame,0.586,0.667,0.727,32,14.6,5,1.04,108.1,0.963,93.9,0.077,14.2,66.5,61.5,5,1.062,0.972,0.09,0.432,0.412,0.02,0.329,0.708,0.498,0.081,0.154,0.165,0.011,0.06,0.215
Ohio,0.573,0.781,0.333,186,12.3,7.8,1.022,103.9,0.91,92,0.112,11.9,70.4,62.7,7.7,1.047,1.036,0.011,0.426,0.417,0.009,0.33,0.684,0.499,0.137,0.192,0.255,0.063,0.052,0.289
Ohio State,0.638,0.812,0.5,15,21.5,16.1,1.106,115.5,0.868,85.5,0.238,30,75,58.9,16.1,1.12,0.991,0.129,0.485,0.407,0.078,0.328,0.698,0.557,0.106,0.171,0.22,0.049,0.054,0.236
Purdue,0.58,0.636,0.636,14,19.7,6.2,1.091,113.4,0.998,97.1,0.093,16.3,72.2,66,6.2,1.072,1.074,-0.002,0.441,0.446,-0.005,0.377,0.652,0.496,0.099,0.129,0.191,0.062,0.061,0.268
Saint Louis,0.605,0.8,0.75,101,19.6,12.3,1.063,109.3,0.873,88,0.19,21.3,69.3,56.9,12.4,1.111,0.984,0.127,0.455,0.404,0.051,0.374,0.715,0.513,0.106,0.172,0.229,0.057,0.063,0.26
San Diego St,0.611,0.8,0.222,135,13.4,6.4,1.029,104.1,0.936,93,0.093,11.1,70.5,64.1,6.4,1.082,0.995,0.087,0.456,0.406,0.05,0.339,0.704,0.528,0.08,0.182,0.18,-0.002,0.04,0.232
S Dakota St,0.585,0.781,0.75,226,12,9.8,1.125,110.9,0.981,99.2,0.144,11.7,76.4,66.6,9.8,1.149,1.054,0.095,0.465,0.448,0.017,0.393,0.73,0.512,0.095,0.15,0.185,0.035,0.033,0.239
S Florida,0.578,0.594,0.5,31,17.5,1.5,0.961,101.2,0.937,88.1,0.024,13.1,58.5,57.3,1.2,1.038,0.964,0.074,0.435,0.393,0.042,0.311,0.71,0.526,0.091,0.212,0.179,-0.033,0.069,0.251
S Mississippi,0.612,0.742,0.2,122,4.9,4.5,1.052,108.5,0.985,97.6,0.067,10.9,70.7,66.2,4.5,1.027,1.089,-0.062,0.41,0.449,-0.039,0.356,0.737,0.524,0.087,0.156,0.205,0.049,0.057,0.284
St Bonavent,0.549,0.621,0.375,85,12.9,5.6,1.048,107.9,0.966,96.1,0.082,11.8,70.3,64.8,5.5,1.116,1.03,0.086,0.459,0.419,0.04,0.34,0.76,0.543,0.086,0.211,0.19,-0.021,0.076,0.274
St Marys,0.607,0.833,1,196,11.1,10.9,1.124,111.7,0.956,96.2,0.168,15.5,73.8,62.9,10.9,1.145,1.021,0.124,0.469,0.434,0.035,0.344,0.729,0.554,0.104,0.178,0.181,0.003,0.054,0.243
Syracuse,0.668,0.939,0.444,28,21.2,14.2,1.103,115.1,0.894,89.1,0.209,26,74.6,60.4,14.2,1.095,0.945,0.15,0.465,0.385,0.08,0.345,0.691,0.491,0.142,0.153,0.238,0.085,0.127,0.224
Temple,0.617,0.774,0.4,40,14.8,6.1,1.079,110.6,0.992,96.1,0.087,14.5,76,69.9,6.1,1.131,1.038,0.093,0.472,0.437,0.035,0.402,0.718,0.508,0.103,0.174,0.189,0.015,0.071,0.251
Texas,0.578,0.606,0.357,11,14.1,6.2,1.061,110.2,0.97,94.3,0.091,15.9,73.1,66.8,6.3,1.07,1.02,0.05,0.436,0.414,0.022,0.327,0.731,0.522,0.099,0.179,0.196,0.017,0.067,0.283
NC-Asheville,0.542,0.7,0.455,292,10.4,6.2,1.099,107.8,1.012,102.3,0.087,5.5,78.5,72.3,6.2,1.16,1.082,0.078,0.468,0.453,0.015,0.348,0.772,0.496,0.113,0.186,0.217,0.031,0.039,0.25
UNLV,0.617,0.75,0.286,99,10.2,9.6,1.061,106.5,0.927,91.5,0.134,15,75.9,66.3,9.6,1.119,0.992,0.127,0.461,0.407,0.054,0.373,0.684,0.519,0.114,0.19,0.203,0.013,0.084,0.243
Vanderbilt,0.605,0.688,0.4,24,21,7.8,1.079,112.9,0.963,92,0.116,20.9,73.2,65.4,7.8,1.147,1.003,0.144,0.462,0.421,0.041,0.394,0.701,0.507,0.088,0.192,0.184,-0.008,0.072,0.235
VCU,0.585,0.824,0.714,128,11.4,8.6,1.024,104.3,0.895,90.8,0.129,13.5,68.4,59.8,8.6,1.026,1.02,0.006,0.41,0.423,-0.013,0.337,0.689,0.489,0.159,0.167,0.262,0.095,0.074,0.272
Vermont,0.51,0.667,0.714,271,8.3,6.7,1.038,102.4,0.935,97.3,0.103,5.1,67.7,61,6.7,1.077,0.993,0.084,0.444,0.411,0.033,0.342,0.744,0.529,0.096,0.184,0.195,0.011,0.046,0.268
Virginia,0.578,0.71,0.5,74,15.1,9.4,1.01,102.4,0.86,86.5,0.15,15.9,63.1,53.7,9.4,1.093,0.944,0.149,0.46,0.396,0.064,0.337,0.724,0.527,0.104,0.182,0.204,0.022,0.057,0.254
W Virginia,0.572,0.594,0.4,21,11.8,5.5,1.047,108.7,0.967,95.2,0.08,13.5,71.6,66.2,5.4,1.041,1.044,-0.003,0.441,0.446,-0.005,0.302,0.671,0.548,0.095,0.184,0.197,0.013,0.046,0.244
W Kentucky,0.486,0.455,0.625,129,5.4,-2.9,0.93,95,0.972,97.7,-0.042,-2.7,65.1,68,-2.9,0.986,1.038,-0.052,0.397,0.431,-0.034,0.308,0.693,0.498,0.078,0.211,0.205,-0.006,0.074,0.283
Wichita St,0.622,0.839,0.333,104,23.8,14.2,1.112,113.4,0.907,91.1,0.205,22.3,76.9,62.7,14.2,1.155,0.969,0.186,0.48,0.396,0.084,0.37,0.753,0.548,0.087,0.171,0.181,0.01,0.069,0.246
Wisconsin,0.614,0.75,0.714,16,19.1,11.8,1.062,111.1,0.868,87.1,0.194,24,64.2,52.5,11.7,1.07,0.902,0.168,0.426,0.38,0.046,0.361,0.739,0.519,0.085,0.143,0.179,0.036,0.07,0.234
Xavier,0.58,0.645,0.692,47,10.9,3.7,1.009,106,0.956,93.4,0.053,12.6,71.3,67.6,3.7,1.071,1.001,0.07,0.455,0.398,0.057,0.352,0.686,0.517,0.088,0.183,0.18,-0.003,0.068,0.265
Averages,0.591735294,0.742411765,0.515897059,105.8529412,14.56029412,8.448529412,1.062455882,108.5058824,0.93875,93.36764706,0.123705882,15.13823529,72.62205882,64.18088235,8.441176471,1.103676471,1.002367647,0.101308824,0.457102941,0.414588235,0.042514706,0.355397059,0.712117647,0.522897059,0.10075,0.181411765,0.198382353,0.016970588,0.068411765,0.251941176
