Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Kentucky,0.661,0.939,1,57,23.7,14.4,1.098,114.9,0.899,88.3,0.199,26.6,79.4,65,14.4,1.126,0.938,0.188,0.48,0.38,0.1,0.344,0.68,0.556,0.099,0.201,0.192,-0.009,0.119,0.226
Lehigh,0.506,0.688,0,318,0.4,5.1,1.048,105.6,0.977,106.6,0.071,-1,75.1,70,5.1,1.113,1.034,0.079,0.456,0.422,0.034,0.4,0.716,0.511,0.086,0.179,0.185,0.006,0.043,0.249
Louisville,0.603,0.625,0.286,35,21,6.8,1.091,114.5,0.994,97.6,0.097,16.9,76.3,69.6,6.7,1.096,1.046,0.05,0.447,0.426,0.021,0.339,0.703,0.511,0.111,0.194,0.214,0.02,0.075,0.288
Marquette,0.588,0.667,0.5,10,22.8,8.8,1.098,115.1,0.966,95.5,0.132,19.6,72.9,64.2,8.7,1.122,1.04,0.082,0.454,0.447,0.007,0.406,0.74,0.491,0.119,0.151,0.213,0.062,0.04,0.256
Maryland,0.614,0.733,0.6,32,23,11.2,1.088,118.3,0.934,95.9,0.154,22.4,79.3,68,11.3,1.106,0.957,0.149,0.472,0.39,0.082,0.388,0.723,0.5,0.11,0.162,0.206,0.044,0.074,0.231
Michigan St,0.604,0.75,0.571,20,25,8.9,1.063,112.8,0.932,92.7,0.131,20.1,72.6,63.7,8.9,1.09,1.002,0.088,0.473,0.405,0.068,0.333,0.681,0.567,0.098,0.202,0.184,-0.018,0.056,0.258
Minnesota,0.577,0.636,0.417,29,26.7,10,1.072,112,0.925,94.1,0.147,17.9,73.3,63.2,10.1,1.133,0.991,0.142,0.475,0.397,0.078,0.403,0.704,0.519,0.117,0.183,0.207,0.024,0.101,0.241
Missouri,0.59,0.688,0.5,46,26.3,11.8,1.055,111.5,0.895,91.5,0.16,20,77.6,65.8,11.8,1.079,0.999,0.08,0.441,0.409,0.032,0.371,0.728,0.482,0.149,0.174,0.262,0.088,0.084,0.262
Montana,0.534,0.69,0.636,278,13.6,7.3,1.077,106.5,0.964,98.4,0.113,8.1,69.4,62.2,7.2,1.154,1.021,0.133,0.481,0.422,0.059,0.398,0.722,0.516,0.099,0.186,0.191,0.005,0.063,0.283
Morgan St,0.524,0.75,0.7,228,9.7,6.5,1.053,105.5,0.964,104,0.089,1.5,76.8,70.2,6.6,1.048,1.012,0.036,0.433,0.423,0.01,0.338,0.703,0.527,0.09,0.184,0.195,0.011,0.07,0.29
Murray St,0.564,0.875,0.667,254,21.9,15.1,1.098,109,0.881,94,0.217,15,76.1,61,15.1,1.172,0.96,0.212,0.497,0.389,0.108,0.372,0.703,0.54,0.134,0.206,0.235,0.029,0.099,0.252
New Mexico,0.629,0.879,0.909,117,24.2,9.6,1.099,113.6,0.961,97.4,0.138,16.2,76.6,67.1,9.5,1.092,1.051,0.041,0.441,0.427,0.014,0.375,0.677,0.54,0.097,0.16,0.192,0.032,0.064,0.253
N Mex State,0.572,0.656,1,95,4,0.5,1.075,111.6,1.068,105.5,0.007,6.1,78.5,78,0.5,1.131,1.081,0.05,0.462,0.451,0.011,0.374,0.701,0.485,0.082,0.175,0.182,0.007,0.052,0.238
North Texas,0.527,0.733,0.846,293,5.5,3.6,1.027,103.4,0.977,103.8,0.05,-0.4,73.5,69.9,3.6,1.117,1.024,0.093,0.459,0.433,0.026,0.331,0.718,0.522,0.062,0.204,0.177,-0.027,0.051,0.253
N Iowa,0.614,0.875,0.833,104,16.9,9,1.049,109.6,0.9,90.8,0.149,18.8,63.3,54.3,9,1.081,0.987,0.094,0.431,0.403,0.028,0.353,0.754,0.523,0.091,0.172,0.2,0.028,0.041,0.265
Notre Dame,0.593,0.676,0.417,53,17.2,7.1,1.146,119.4,1.038,101.7,0.108,17.7,76,68.9,7.1,1.151,1.055,0.096,0.474,0.435,0.039,0.394,0.723,0.525,0.083,0.153,0.152,-0.001,0.052,0.229
Oakland,0.565,0.75,0.875,138,10.2,3.5,1.048,107.5,1,104.3,0.048,3.2,75.2,71.7,3.5,1.072,1.056,0.016,0.445,0.456,-0.011,0.32,0.715,0.528,0.089,0.186,0.179,-0.007,0.084,0.249
Ohio,0.542,0.588,0.273,141,16.5,4.9,1.024,107.3,0.956,99,0.068,8.3,73.4,68.6,4.8,1.069,1.002,0.067,0.426,0.409,0.017,0.358,0.733,0.49,0.105,0.175,0.206,0.031,0.045,0.263
Ohio State,0.61,0.788,0.5,38,28.6,12.5,1.112,117.5,0.923,92.5,0.189,25,73.8,61.2,12.6,1.169,1.008,0.161,0.494,0.41,0.084,0.382,0.688,0.514,0.108,0.169,0.208,0.039,0.076,0.229
Oklahoma St,0.601,0.688,0.6,48,17,6.2,1.061,112.2,0.972,95.4,0.089,16.8,74.3,68.1,6.2,1.115,1.036,0.079,0.45,0.419,0.031,0.352,0.715,0.514,0.092,0.177,0.187,0.01,0.046,0.287
Old Dominion,0.595,0.765,0.833,84,21.8,10.4,1.041,107.8,0.881,90.3,0.16,17.5,67.5,57.1,10.4,1.025,0.968,0.057,0.448,0.401,0.047,0.316,0.646,0.563,0.121,0.195,0.216,0.021,0.057,0.242
Pittsburgh,0.627,0.75,0.75,44,15.2,6.7,1.047,111.4,0.943,92.8,0.104,18.6,68.1,61.4,6.7,1.071,0.957,0.114,0.446,0.4,0.046,0.343,0.695,0.535,0.078,0.184,0.163,-0.021,0.075,0.264
Purdue,0.626,0.844,0.857,28,26.8,10.2,1.041,109.8,0.892,87.7,0.149,22.1,71.1,60.9,10.2,1.074,0.997,0.077,0.446,0.403,0.043,0.319,0.726,0.495,0.101,0.157,0.227,0.07,0.086,0.274
Richmond,0.604,0.788,0.846,71,17.7,7.4,1.021,108.8,0.913,93.8,0.108,15,69.8,62.4,7.4,1.083,0.963,0.12,0.446,0.392,0.054,0.354,0.701,0.466,0.123,0.163,0.221,0.058,0.085,0.266
Rob Morris,0.515,0.676,0.667,257,2.2,2.8,0.988,99.9,0.947,100.8,0.041,-0.9,68.5,65.7,2.8,1.054,1.044,0.01,0.437,0.409,0.028,0.365,0.661,0.511,0.109,0.21,0.223,0.013,0.045,0.307
Sam Hous St,0.55,0.75,0.625,260,16.1,7.5,1.107,110.2,1.002,102.7,0.105,7.5,79.9,72.3,7.6,1.151,1.081,0.07,0.467,0.447,0.02,0.385,0.709,0.521,0.104,0.185,0.207,0.022,0.04,0.285
San Diego St,0.602,0.742,0.636,82,20.2,7.5,1.06,111.4,0.947,94.9,0.113,16.5,69.8,62.4,7.4,1.082,1.006,0.076,0.471,0.408,0.063,0.323,0.614,0.546,0.112,0.2,0.196,-0.004,0.086,0.253
Siena,0.593,0.818,0.667,142,18.3,10.2,1.053,109.4,0.911,95.5,0.142,13.9,75.5,65.3,10.2,1.061,0.993,0.068,0.459,0.427,0.032,0.323,0.67,0.528,0.123,0.168,0.209,0.041,0.06,0.193
St Marys,0.599,0.833,0.6,115,26,12.5,1.144,116.5,0.962,97.9,0.182,18.6,78.8,66.3,12.5,1.179,0.973,0.206,0.483,0.426,0.057,0.411,0.765,0.528,0.075,0.163,0.159,-0.004,0.089,0.244
Syracuse,0.658,0.875,1,34,31.5,14.6,1.123,118.5,0.922,90.9,0.201,27.6,81.5,66.9,14.6,1.187,0.969,0.218,0.516,0.399,0.117,0.385,0.671,0.525,0.138,0.207,0.216,0.009,0.107,0.201
Temple,0.629,0.849,0.8,75,22,8.9,1.019,107.8,0.879,87.7,0.14,20.1,65.2,56.3,8.9,1.032,0.916,0.116,0.437,0.377,0.06,0.336,0.684,0.532,0.074,0.16,0.177,0.017,0.055,0.232
Tennessee,0.624,0.758,0.8,36,26.5,8.7,1.024,108.9,0.903,90.4,0.121,18.5,73.6,64.9,8.7,1.063,0.991,0.072,0.453,0.394,0.059,0.313,0.669,0.505,0.113,0.181,0.229,0.048,0.068,0.275
Texas,0.602,0.727,0.5,45,36.3,11.5,1.065,113.9,0.914,93.1,0.151,20.8,81.2,69.7,11.5,1.077,0.975,0.102,0.469,0.402,0.067,0.346,0.634,0.544,0.102,0.18,0.195,0.015,0.094,0.259
Texas A&M,0.625,0.71,0.6,5,20.6,6.5,1.042,112.6,0.947,91.2,0.095,21.4,71.2,64.7,6.5,1.072,1.02,0.052,0.44,0.412,0.028,0.336,0.663,0.517,0.097,0.178,0.202,0.024,0.062,0.27
UCSB,0.533,0.679,0.833,209,7.7,1.6,0.978,100,0.954,97.9,0.024,2.1,67.6,66,1.6,1.1,1.028,0.072,0.445,0.418,0.027,0.378,0.682,0.483,0.095,0.221,0.217,-0.004,0.058,0.273
UNLV,0.59,0.75,0.571,97,18.1,8.8,1.053,110.6,0.926,94,0.127,16.6,72.8,64,8.8,1.105,1.015,0.09,0.463,0.398,0.065,0.331,0.721,0.495,0.11,0.169,0.215,0.046,0.068,0.292
Utah State,0.597,0.788,0.2,187,20.3,13.4,1.153,116,0.943,96.1,0.21,19.9,73.6,60.2,13.4,1.1172,0.986,0.1312,0.492,0.405,0.087,0.421,0.762,0.546,0.071,0.159,0.171,0.012,0.065,0.254
TX El Paso,0.599,0.812,1,98,21.4,11.6,1.053,107.7,0.892,91.2,0.161,16.5,75.8,64.2,11.6,1.117,0.973,0.144,0.476,0.39,0.086,0.347,0.672,0.506,0.122,0.18,0.216,0.036,0.068,0.268
Vanderbilt,0.614,0.742,0.75,50,18.2,7.6,1.073,113.7,0.967,96.2,0.106,17.5,77.5,69.9,7.6,1.143,0.997,0.146,0.472,0.417,0.055,0.369,0.727,0.504,0.08,0.187,0.181,-0.006,0.084,0.268
Vermont,0.515,0.735,0.714,287,8.9,6.3,1.02,104.1,0.929,101,0.091,3.1,70.6,64.4,6.2,1.065,0.97,0.095,0.442,0.397,0.045,0.321,0.689,0.522,0.098,0.2,0.196,-0.004,0.072,0.265
Villanova,0.625,0.774,0.625,15,21.9,9.7,1.109,117.2,0.979,96,0.13,21.2,82.5,72.9,9.6,1.149,1.046,0.103,0.465,0.407,0.058,0.376,0.751,0.538,0.104,0.183,0.201,0.018,0.069,0.3
Wake Forest,0.59,0.655,0.625,7,21.5,4.5,0.998,107.1,0.936,93,0.062,14.1,73,68.4,4.6,1.021,0.954,0.067,0.438,0.383,0.055,0.313,0.66,0.529,0.1,0.204,0.189,-0.015,0.089,0.275
Washington,0.594,0.727,0.6,77,23.9,9.8,1.064,111.7,0.933,93.6,0.131,18.1,79.8,69.9,9.9,1.079,1.017,0.062,0.452,0.42,0.032,0.325,0.727,0.529,0.097,0.169,0.213,0.044,0.069,0.287
W Virginia,0.658,0.818,0.7,1,25.8,9.2,1.101,117.2,0.963,91.7,0.138,25.5,73,63.8,9.2,1.061,1.034,0.027,0.434,0.424,0.01,0.336,0.696,0.549,0.085,0.17,0.201,0.031,0.077,0.276
Winthrop,0.493,0.567,0.636,264,1.5,0.6,0.913,90.7,0.904,96.3,0.009,-5.6,62.6,61.9,0.7,0.911,0.99,-0.079,0.385,0.404,-0.019,0.265,0.639,0.51,0.127,0.175,0.218,0.043,0.071,0.277
Wisconsin,0.614,0.742,0.4,31,24.6,11.3,1.1,115.2,0.916,91.6,0.184,23.6,67.5,56.2,11.3,1.101,0.999,0.102,0.444,0.418,0.026,0.361,0.735,0.517,0.092,0.137,0.196,0.059,0.075,0.266
Wofford,0.551,0.758,0.5,183,12.1,7.2,1.031,104.6,0.924,94.4,0.107,10.2,69,61.9,7.1,1.06,1.007,0.053,0.438,0.42,0.018,0.347,0.673,0.519,0.105,0.173,0.209,0.036,0.04,0.267
Xavier,0.608,0.75,0.545,49,24.1,11,1.082,115.5,0.934,94.6,0.148,20.9,80,69.1,10.9,1.126,0.977,0.149,0.466,0.411,0.055,0.372,0.713,0.536,0.092,0.177,0.176,-0.001,0.062,0.254
Averages,0.591061538,0.743353846,0.633230769,94.64615385,19.60615385,8.576923077,1.062553846,111.0953846,0.939046154,95.19384615,0.123507692,15.90153846,74.02923077,65.45230769,8.576923077,1.098495385,1.002307692,0.096187692,0.457446154,0.411384615,0.046061538,0.3574,0.700338462,0.521261538,0.103015385,0.182092308,0.201938462,0.019846154,0.070784615,0.260353846
