Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Villanova,0.624,0.788,0.75,10,19.9,9.5,1.072,114.4,0.938,90.5,0.134,23.9,76.5,67,9.5,1.119,1.022,0.097,0.457,0.404,0.053,0.368,0.742,0.531,0.112,0.184,0.213,0.029,0.058,0.223
Washington,0.621,0.75,0.714,17,20,8.8,1.054,113.1,0.937,91,0.117,22.1,78.7,69.9,8.8,1.068,1.007,0.061,0.456,0.423,0.033,0.341,0.698,0.557,0.098,0.197,0.196,-0.001,0.046,0.258
Florida St,0.62,0.758,0.8,22,12.9,4,0.976,105.9,0.918,90.1,0.058,15.8,68.6,64.6,4,1.066,0.968,0.098,0.434,0.385,0.049,0.338,0.722,0.506,0.119,0.223,0.222,-0.001,0.103,0.25
Wake Forest,0.618,0.8,0.8,16,21.2,11.1,1.061,111.6,0.917,92.7,0.144,18.9,81.4,70.3,11.1,1.123,0.977,0.146,0.489,0.395,0.094,0.317,0.712,0.539,0.11,0.204,0.205,0.001,0.087,0.274
Xavier,0.617,0.781,0.556,50,21.4,10,1.052,111,0.908,90.8,0.144,20.2,72.4,62.4,10,1.124,0.949,0.175,0.463,0.389,0.074,0.399,0.675,0.561,0.078,0.214,0.185,-0.029,0.09,0.232
Siena,0.612,0.788,0.667,110,14.9,7.6,1.051,110.3,0.947,98.4,0.104,11.9,77.7,70,7.7,1.085,1.03,0.055,0.473,0.437,0.036,0.335,0.662,0.499,0.12,0.176,0.222,0.046,0.077,0.281
Oklahoma St,0.611,0.667,0.667,12,20.1,6.9,1.094,116.4,1.001,98.1,0.093,18.3,81.1,74.2,6.9,1.151,1.075,0.076,0.457,0.443,0.014,0.384,0.743,0.492,0.103,0.165,0.202,0.037,0.043,0.263
W Virginia,0.611,0.676,0.429,1,25.3,10.8,1.067,115.1,0.908,90.9,0.159,24.2,72.4,61.6,10.8,1.044,1.008,0.036,0.43,0.419,0.011,0.331,0.696,0.542,0.1,0.174,0.228,0.054,0.089,0.298
Purdue,0.611,0.727,0.429,34,23.7,10.4,1.027,110.5,0.873,88.7,0.154,21.8,69.5,59.1,10.4,1.084,0.943,0.141,0.45,0.387,0.063,0.355,0.702,0.499,0.105,0.172,0.22,0.048,0.087,0.225
Illinois,0.61,0.727,0.571,36,21.3,8,0.998,106.8,0.875,88.1,0.123,18.7,64.6,56.6,8,1.067,0.927,0.14,0.459,0.393,0.066,0.353,0.711,0.502,0.089,0.185,0.208,0.023,0.066,0.309
Utah State,0.609,0.879,0.857,127,20.3,10.5,1.156,116.7,0.991,101.6,0.165,15.1,72.9,62.5,10.4,1.188,1.025,0.163,0.497,0.421,0.076,0.399,0.745,0.556,0.078,0.177,0.167,-0.01,0.047,0.26
Tennessee,0.608,0.656,0.625,19,23.1,6.4,1.079,115.1,0.991,98.7,0.088,16.4,79,72.6,6.4,1.086,1.071,0.015,0.461,0.442,0.019,0.314,0.673,0.532,0.092,0.18,0.203,0.023,0.065,0.28
Butler,0.608,0.833,0.636,80,19.5,8.8,1.046,110.3,0.909,94.5,0.137,15.8,67,58.2,8.8,1.117,0.97,0.147,0.437,0.386,0.051,0.353,0.721,0.522,0.094,0.195,0.2,0.005,0.063,0.253
Gonzaga,0.604,0.833,0.4,30,29.7,17.2,1.121,117.5,0.876,93,0.245,24.5,78.8,61.6,17.2,1.157,0.932,0.225,0.488,0.369,0.119,0.399,0.708,0.522,0.107,0.158,0.211,0.053,0.086,0.236
Dayton,0.604,0.788,0.917,97,17.1,6,1.001,103.3,0.912,93,0.089,10.3,67.5,61.5,6,1.018,0.996,0.022,0.428,0.396,0.032,0.331,0.646,0.536,0.094,0.2,0.214,0.014,0.067,0.239
Clemson,0.603,0.742,0.556,29,24,10.7,1.091,116.4,0.943,96.7,0.148,19.7,79,68.2,10.8,1.116,1.023,0.093,0.467,0.432,0.035,0.379,0.684,0.512,0.129,0.195,0.236,0.041,0.101,0.232
BYU,0.603,0.774,0.4,62,25.6,12.5,1.095,114,0.919,93.9,0.176,20.1,77.2,64.7,12.5,1.165,0.993,0.172,0.487,0.403,0.084,0.38,0.728,0.53,0.1,0.162,0.195,0.033,0.065,0.244
Arizona St,0.601,0.727,0.571,9,21.1,9.5,1.113,118.2,0.961,95.2,0.152,23,69.5,60.1,9.4,1.193,1.009,0.184,0.482,0.409,0.073,0.366,0.74,0.515,0.095,0.183,0.192,0.009,0.04,0.253
Temple,0.601,0.667,0.556,63,14.8,5.6,1.033,109.9,0.949,95.5,0.084,14.4,69,63.4,5.6,1.079,0.98,0.099,0.445,0.403,0.042,0.367,0.698,0.521,0.083,0.185,0.176,-0.009,0.073,0.252
Ohio State,0.6,0.71,0.727,37,18.3,5.4,1.056,113.3,0.971,96.9,0.085,16.4,66.9,61.5,5.4,1.162,1.018,0.144,0.486,0.412,0.074,0.378,0.699,0.495,0.093,0.204,0.201,-0.003,0.097,0.25
UCLA,0.599,0.758,0.556,21,20.4,12.7,1.137,119.5,0.947,95.6,0.19,23.9,76,63.3,12.7,1.171,1.062,0.109,0.494,0.445,0.049,0.398,0.721,0.532,0.122,0.177,0.229,0.052,0.063,0.242
Marquette,0.597,0.727,0.5,28,17.1,9.4,1.111,117.1,0.978,96.1,0.133,21,78.8,69.5,9.3,1.119,1.068,0.051,0.456,0.449,0.007,0.349,0.72,0.516,0.114,0.162,0.212,0.05,0.052,0.266
Texas A&M,0.593,0.71,0.5,49,13.1,5.1,1.054,113.1,0.979,98.1,0.075,15,71.6,66.5,5.1,1.088,1.027,0.061,0.447,0.43,0.017,0.367,0.691,0.537,0.073,0.188,0.178,-0.01,0.069,0.226
LSU,0.592,0.788,1,66,16.2,9.4,1.065,111.5,0.931,96.6,0.134,14.9,74.9,65.5,9.4,1.069,0.979,0.09,0.446,0.404,0.042,0.369,0.718,0.539,0.108,0.17,0.185,0.015,0.106,0.25
USC,0.591,0.636,0.538,11,18.7,4.9,1.02,110,0.947,91.8,0.073,18.2,68.4,63.5,4.9,1.083,1.001,0.082,0.474,0.406,0.068,0.329,0.667,0.541,0.094,0.208,0.192,-0.016,0.085,0.222
California,0.59,0.688,0.429,26,18.8,6.7,1.096,116.8,0.999,99.4,0.097,17.4,75,68.3,6.7,1.154,1.046,0.108,0.485,0.44,0.045,0.434,0.756,0.518,0.072,0.174,0.181,0.007,0.035,0.28
Texas,0.59,0.667,0.444,20,21.4,6.9,1.035,112.2,0.937,92.5,0.098,19.7,72.3,65.5,6.8,1.032,0.99,0.042,0.442,0.406,0.036,0.321,0.671,0.535,0.089,0.177,0.196,0.019,0.098,0.227
Minnesota,0.588,0.677,0.714,46,17.8,4.7,1.005,108.1,0.934,92.6,0.071,15.5,66.2,61.5,4.7,1.067,1.023,0.044,0.443,0.402,0.041,0.33,0.719,0.511,0.123,0.207,0.217,0.01,0.119,0.211
W Kentucky,0.586,0.742,0.667,156,9.1,5.2,1.07,111.1,0.993,103,0.077,8.1,72.1,66.9,5.2,1.101,1.046,0.055,0.45,0.436,0.014,0.37,0.704,0.538,0.084,0.195,0.194,-0.001,0.058,0.212
Michigan,0.585,0.594,0.667,35,19.9,3.5,1.034,112.2,0.979,97.5,0.055,14.7,66.8,63.3,3.5,1.077,1.052,0.025,0.424,0.44,-0.016,0.332,0.754,0.474,0.099,0.169,0.205,0.036,0.05,0.234
Wisconsin,0.584,0.6,0.429,38,16.8,4.6,1.055,113.3,0.979,95.7,0.076,17.6,63.6,59,4.6,1.076,1.056,0.02,0.436,0.444,-0.008,0.364,0.725,0.524,0.081,0.16,0.185,0.025,0.052,0.254
VCU,0.578,0.727,0.5,123,16.4,8.6,1.052,110.1,0.926,96.4,0.126,13.7,72,63.4,8.6,1.109,0.986,0.123,0.463,0.396,0.067,0.369,0.705,0.498,0.112,0.182,0.206,0.024,0.084,0.231
Maryland,0.575,0.606,0.5,33,19.3,3,1.002,110,0.96,96.4,0.042,13.6,71.5,68.5,3,1.015,1.012,0.003,0.422,0.417,0.005,0.331,0.768,0.488,0.108,0.172,0.215,0.043,0.072,0.233
Cleveland St,0.575,0.688,0.6,89,15.4,5.1,0.984,105.3,0.907,93.3,0.077,12,65,59.8,5.2,1.021,0.997,0.024,0.426,0.41,0.016,0.31,0.705,0.494,0.13,0.187,0.236,0.049,0.064,0.242
Boston Col,0.571,0.667,0.7,48,14.6,4.5,1.075,113.2,1.01,102,0.065,11.2,74.9,70.5,4.4,1.082,1.017,0.065,0.446,0.423,0.023,0.336,0.734,0.52,0.088,0.188,0.179,-0.009,0.073,0.225
N Iowa,0.571,0.688,0.75,99,4.7,3.7,1.056,110.6,0.999,100.9,0.057,9.7,67.7,64,3.7,1.13,1.044,0.086,0.454,0.421,0.033,0.345,0.756,0.521,0.066,0.179,0.166,-0.013,0.045,0.235
Miss State,0.569,0.636,0.333,78,13.7,5.1,1.017,107.8,0.948,96.2,0.069,11.6,74.3,69.3,5,1.086,0.958,0.128,0.433,0.398,0.035,0.365,0.704,0.493,0.095,0.19,0.182,-0.008,0.115,0.239
Arizona,0.569,0.594,0.375,23,16.9,3.8,1.094,117.7,1.037,101.8,0.057,15.9,72.2,68.4,3.8,1.136,1.061,0.075,0.475,0.436,0.039,0.395,0.734,0.518,0.09,0.189,0.176,-0.013,0.053,0.243
American,0.557,0.774,0.857,260,4.8,6,1.021,105.3,0.926,100.6,0.095,4.7,64.5,58.4,6.1,1.114,0.986,0.128,0.466,0.394,0.072,0.377,0.648,0.523,0.086,0.203,0.197,-0.006,0.05,0.266
Ste F Austin,0.557,0.731,0.778,155,18.7,6,0.957,97,0.868,90.4,0.089,6.6,64.1,58.1,6,1.014,0.951,0.063,0.43,0.385,0.045,0.317,0.661,0.494,0.084,0.175,0.207,0.032,0.063,0.294
N Dakota St,0.546,0.8,0.5,138,15.9,10.1,1.123,114.3,0.979,102,0.144,12.3,79.1,69,10.1,1.161,1.056,0.105,0.483,0.451,0.032,0.402,0.742,0.532,0.099,0.165,0.182,0.017,0.055,0.255
Binghamton,0.544,0.733,0.875,278,4.6,3,1.006,102.3,0.963,103.3,0.043,-1,69.9,66.9,3,1.057,1.015,0.042,0.436,0.411,0.025,0.331,0.686,0.488,0.102,0.187,0.21,0.023,0.076,0.252
Akron,0.537,0.647,0.3,141,14.6,5.8,0.986,102.9,0.898,96,0.088,6.9,66.4,60.5,5.9,1.044,1.001,0.043,0.416,0.404,0.012,0.329,0.715,0.491,0.114,0.202,0.256,0.054,0.046,0.28
Rob Morris,0.53,0.706,0.714,275,2.2,5.7,1.025,102,0.943,100.6,0.082,1.4,70.7,65,5.7,1.136,1.042,0.094,0.476,0.425,0.051,0.397,0.707,0.513,0.125,0.22,0.229,0.009,0.064,0.276
Portland St,0.526,0.69,0.7,195,9.7,5.1,1.063,109.2,0.99,105.1,0.073,4.1,73.5,68.4,5.1,1.114,1.077,0.037,0.45,0.455,-0.005,0.377,0.679,0.497,0.111,0.192,0.211,0.019,0.052,0.285
E Tenn St,0.525,0.677,0.5,210,12.2,8.1,1.059,106.4,0.95,100.7,0.109,5.7,78.5,67,11.5,1.107,1.029,0.078,0.465,0.411,0.054,0.341,0.718,0.505,0.113,0.183,0.219,0.036,0.063,0.259
Cornell,0.525,0.679,0.5,238,8.5,8.2,1.067,108.5,0.948,103.3,0.119,5.2,73,64.8,8.2,1.145,1,0.145,0.473,0.418,0.055,0.407,0.737,0.521,0.1,0.192,0.198,0.006,0.067,0.241
Cal St Nrdge,0.518,0.552,0.571,153,9.2,3.6,1.001,102.2,0.953,97,0.048,5.2,73.8,70.2,3.6,1.092,1.061,0.031,0.456,0.419,0.037,0.36,0.69,0.524,0.12,0.237,0.232,-0.005,0.048,0.259
Morgan St,0.516,0.667,0.5,268,3.8,5.4,0.983,100.1,0.904,99.1,0.079,1,66.9,61.6,5.3,0.999,0.978,0.021,0.425,0.401,0.024,0.341,0.647,0.526,0.095,0.19,0.22,0.03,0.059,0.273
Radford,0.515,0.621,0.571,214,3,2.2,1.004,101.2,0.974,102.1,0.03,-0.9,74.8,72.6,2.2,1.085,1.004,0.081,0.465,0.403,0.062,0.348,0.678,0.548,0.082,0.218,0.164,-0.054,0.069,0.256
Morehead St,0.509,0.531,0.364,179,1.2,0.7,1.008,102,0.999,101.3,0.009,0.7,69.3,68.7,0.6,1.059,1.052,0.007,0.435,0.423,0.012,0.328,0.724,0.554,0.093,0.221,0.177,-0.044,0.072,0.294
Chattanooga,0.493,0.5,0.444,220,2,-1.5,1.023,104.3,1.043,108.4,-0.02,-4.1,75,76.5,-1.5,1.088,1.093,-0.005,0.44,0.442,-0.002,0.349,0.651,0.513,0.081,0.209,0.188,-0.021,0.036,0.22
Alabama St,0.491,0.69,0.444,315,4.9,5.9,1.025,100.7,0.938,103.6,0.087,-2.9,69.5,63.6,5.9,1.079,0.939,0.14,0.466,0.393,0.073,0.329,0.633,0.508,0.083,0.185,0.181,-0.004,0.058,0.286
Averages,0.589507692,0.726061538,0.608328125,80.98461538,17.29384615,7.803076923,1.055846154,111.0953846,0.943569231,95.77384615,0.112276923,15.32153846,73.12153846,65.27384615,7.847692308,1.100261538,1.005476923,0.094784615,0.458,0.412430769,0.045569231,0.357076923,0.703646154,0.522615385,0.100123077,0.187523077,0.201138462,0.013615385,0.071246154,0.249784615
