Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Texas,0.655,0.844,0.778,25,26.4,10.6,1.114,120.6,0.957,95.5,0.157,25.1,74.9,64.3,10.6,1.085,0.972,0.113,0.45,0.393,0.057,0.375,0.686,0.52,0.091,0.14,0.18,0.04,0.088,0.244
Texas A&M,0.582,0.697,0.75,43,24,9.2,1.048,112.3,0.913,92.3,0.135,20,71.1,61.9,9.2,1.089,0.949,0.14,0.465,0.394,0.071,0.356,0.638,0.547,0.068,0.184,0.168,-0.016,0.073,0.25
UCLA,0.652,0.909,0.857,18,29.3,14.4,1.108,118,0.893,88.1,0.215,29.9,74,59.6,14.4,1.123,1.012,0.111,0.475,0.433,0.042,0.338,0.736,0.565,0.112,0.178,0.221,0.043,0.069,0.215
Maryland BC,0.547,0.742,0.643,269,11.1,5.4,1.105,113.2,1.026,109.3,0.079,3.9,74.9,69.5,5.4,1.104,1.064,0.04,0.454,0.437,0.017,0.386,0.731,0.492,0.087,0.141,0.183,0.042,0.06,0.24
UNLV,0.602,0.781,0.6,106,16.2,7.3,1.033,110.2,0.924,96.5,0.109,13.7,69.2,61.9,7.3,1.052,0.989,0.063,0.42,0.406,0.014,0.335,0.745,0.487,0.114,0.154,0.216,0.062,0.052,0.255
USC,0.591,0.656,0.5,3,20.8,5.9,1.015,110.5,0.929,91.9,0.086,18.6,69.1,63.2,5.9,1.127,0.954,0.173,0.481,0.391,0.09,0.384,0.685,0.504,0.084,0.214,0.191,-0.023,0.075,0.231
TX-Arlington,0.51,0.593,0.375,287,14.1,2.5,0.984,101.3,0.949,103.6,0.035,-2.3,72.1,69.6,2.5,1.111,1.011,0.1,0.471,0.404,0.067,0.349,0.671,0.525,0.085,0.239,0.199,-0.04,0.042,0.276
Vanderbilt,0.625,0.788,0.75,65,19.7,6.2,1.079,112.3,0.996,99.6,0.083,12.7,80.6,74.4,6.2,1.16,1.047,0.113,0.467,0.436,0.031,0.404,0.736,0.495,0.08,0.192,0.197,0.005,0.058,0.244
Villanova,0.573,0.625,0.571,39,16.1,3.5,1.029,109.2,0.979,95,0.05,14.2,72.8,69.3,3.5,1.063,1.1,-0.037,0.429,0.438,-0.009,0.342,0.723,0.519,0.114,0.197,0.231,0.034,0.056,0.294
Wash State,0.604,0.75,0.75,29,23.4,10,1.094,115.1,0.931,90.8,0.163,24.3,67.1,57.1,10,1.159,1.022,0.137,0.478,0.422,0.056,0.385,0.733,0.502,0.105,0.166,0.213,0.047,0.059,0.243
W Virginia,0.593,0.697,0.4,56,32.6,11.4,1.082,114.6,0.917,93.3,0.165,21.3,74.7,63.3,11.4,1.092,1.017,0.075,0.454,0.42,0.034,0.358,0.679,0.512,0.104,0.157,0.223,0.066,0.098,0.277
W Kentucky,0.585,0.806,0.5,199,17.7,11.5,1.091,111.9,0.927,97.3,0.164,14.6,76.6,65.1,11.5,1.133,1.036,0.097,0.473,0.417,0.056,0.385,0.706,0.521,0.108,0.197,0.243,0.046,0.07,0.3
Winthrop,0.535,0.645,0.143,159,14.4,6.3,0.993,99.5,0.897,93.1,0.096,6.4,65.1,58.8,6.3,1.038,0.998,0.04,0.44,0.395,0.045,0.374,0.598,0.521,0.126,0.191,0.224,0.033,0.067,0.263
Wisconsin,0.628,0.875,0.625,47,27.3,13.6,1.061,113.5,0.847,86.8,0.214,26.7,67.5,53.9,13.6,1.086,0.925,0.161,0.459,0.379,0.08,0.354,0.708,0.545,0.099,0.186,0.216,0.03,0.064,0.226
Xavier,0.634,0.818,0.714,78,25.7,13,1.133,117.3,0.937,95.2,0.196,22.1,75.3,62.3,13,1.18,0.998,0.182,0.478,0.404,0.074,0.391,0.75,0.546,0.084,0.195,0.192,-0.003,0.064,0.261
Averages,0.587307692,0.731815385,0.597861538,111.1846154,18.27692308,8.161538462,1.061246154,111.5446154,0.943738462,96.63076923,0.117507692,14.91384615,73.65384615,65.49692308,8.156923077,1.109830769,1.013461538,0.096369231,0.459292308,0.417123077,0.042169231,0.368292308,0.700692308,0.518692308,0.100661538,0.188723077,0.206538462,0.017815385,0.069015385,0.255153846
