Result,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,Year
Loser,kansas,0.676,0.939,1,10,33.9,17.3,1.152,118.9,0.91,90.6,0.242,28.3,82.3,65,17.3,1.196,0.979,0.217,0.512,0.397,0.115,0.386,0.681,0.557,0.113,0.187,0.198,0.011,0.072,0.25,2011
,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,pittsburgh,0.638,0.844,0.556,30,29.5,13.1,1.136,120.6,0.935,93.5,0.201,27.1,74.1,61,13.1,1.116,0.97,0.146,0.474,0.398,0.076,0.39,0.672,0.57,0.074,0.176,0.171,-0.005,0.063,0.275,2011
Loser,nc-asheville,0.507,0.552,0.3,184,12.3,3.1,0.991,101.9,0.948,100,0.043,1.9,71.8,68.7,3.1,1.065,1.031,0.034,0.449,0.421,0.028,0.329,0.7,0.483,0.124,0.21,0.235,0.025,0.078,0.271,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,,x,,,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,butler,0.591,0.71,0.5,32,20.7,7.5,1.075,112.3,0.964,95.9,0.111,16.4,72.5,65,7.5,1.098,1.042,0.056,0.443,0.429,0.014,0.362,0.728,0.524,0.088,0.165,0.186,0.021,0.029,0.283,2011
Loser,old dominion,0.617,0.818,0.75,62,18.9,7.5,1.062,110,0.941,95.4,0.121,14.6,65.8,58.3,7.5,1.036,0.988,0.048,0.441,0.404,0.037,0.329,0.664,0.59,0.11,0.199,0.177,-0.022,0.084,0.238,2011
,,,,,x,x,,x,x,,,,x,x,,,x,,x,x,,,x,x,,,x,x,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,kansas st,0.613,0.677,0.667,9,22.9,6.6,1.027,111.1,0.934,93.6,0.093,17.5,72.7,66.1,6.6,1.057,1.038,0.019,0.435,0.422,0.013,0.374,0.651,0.547,0.088,0.208,0.221,0.013,0.089,0.289,2011
Loser,utah state,0.622,0.903,1,121,19.3,13.5,1.09,111.2,0.884,91.8,0.206,19.4,71.1,57.6,13.5,1.127,0.939,0.188,0.464,0.383,0.081,0.358,0.731,0.556,0.072,0.176,0.185,0.009,0.063,0.265,2011
,,,,,x,x,,,,,,,,x,,,,,,,,,x,,,x,,x,x,x,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,wisconsin,0.624,0.742,0.5,24,26,9.9,1.166,122.3,0.997,96.5,0.169,25.8,68.2,58.3,9.9,1.122,1.046,0.076,0.445,0.429,0.016,0.371,0.824,0.531,0.059,0.123,0.165,0.042,0.065,0.258,2011
Loser,belmont,0.576,0.882,0.75,242,24.1,18.4,1.127,112.6,0.869,94.1,0.258,18.5,80.4,61.9,18.5,1.159,1.004,0.155,0.464,0.407,0.057,0.381,0.736,0.529,0.137,0.192,0.266,0.074,0.068,0.292,2011
,,x,,,x,x,,x,x,,,,x,,x,,,,,,,,,x,x,,x,,,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,gonzaga,0.57,0.719,0.5,81,20,10.7,1.08,112.1,0.928,95.6,0.152,16.5,75.9,65.2,10.7,1.141,1.009,0.132,0.474,0.4,0.074,0.356,0.759,0.543,0.105,0.193,0.207,0.014,0.066,0.266,2011
Loser,st. johns,0.61,0.656,0.667,11,16.4,3.7,1.034,111.2,0.98,95.3,0.054,15.9,70.1,66.4,3.7,1.078,1.082,-0.004,0.455,0.431,0.024,0.33,0.711,0.501,0.118,0.181,0.233,0.052,0.055,0.277,2011
,,,x,,,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,byu,0.654,0.906,1,25,30.6,14.4,1.115,117.5,0.919,94.3,0.196,23.2,82.1,67.7,14.4,1.131,1,0.131,0.455,0.413,0.042,0.365,0.755,0.519,0.111,0.149,0.201,0.052,0.072,0.243,2011
Loser,wofford,0.531,0.636,0.5,155,12.6,6,1.101,112.3,1.012,104.2,0.089,8.1,73.8,67.8,6,1.13,1.083,0.047,0.479,0.447,0.032,0.407,0.691,0.509,0.101,0.175,0.197,0.022,0.048,0.286,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,,x,x,x,x,x,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,ucla,0.582,0.688,0.667,41,17.4,4.2,1.017,108.7,0.956,95.1,0.061,13.6,70,65.8,4.2,1.082,0.985,0.097,0.456,0.416,0.04,0.328,0.683,0.532,0.079,0.212,0.174,-0.038,0.1,0.254,2011
Loser,michigan st,0.584,0.581,0.692,14,22.2,2.6,1.008,109.5,0.969,94.4,0.039,15.1,68.8,66.1,2.7,1.053,1.021,0.032,0.433,0.421,0.012,0.348,0.701,0.535,0.094,0.195,0.172,-0.023,0.091,0.277,2011
,,,x,,,,x,x,,x,,x,,x,x,x,x,x,x,x,x,x,,,,,,x,,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,florida,0.644,0.806,0.667,7,23.3,9.2,1.078,115.8,0.94,95.2,0.138,20.6,71.9,62.7,9.2,1.09,1.003,0.087,0.463,0.428,0.035,0.35,0.668,0.543,0.092,0.185,0.193,0.008,0.064,0.214,2011
Loser,ucsb,0.494,0.536,0.143,185,15.6,1.9,1.012,103.7,0.984,100.5,0.028,3.2,68,66.1,1.9,1.125,1.039,0.086,0.449,0.408,0.041,0.367,0.774,0.498,0.111,0.212,0.199,-0.013,0.08,0.293,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,,,,,x,,x,,x,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,butler,0.591,0.71,0.5,32,20.7,7.5,1.075,112.3,0.964,95.9,0.111,16.4,72.5,65,7.5,1.098,1.042,0.056,0.443,0.429,0.014,0.362,0.728,0.524,0.088,0.165,0.186,0.021,0.029,0.283,2011
Loser,pittsburgh,0.638,0.844,0.556,30,29.5,13.1,1.136,120.6,0.935,93.5,0.201,27.1,74.1,61,13.1,1.116,0.97,0.146,0.474,0.398,0.076,0.39,0.672,0.57,0.074,0.176,0.171,-0.005,0.063,0.275,2011
,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,wisconsin,0.624,0.742,0.5,24,26,9.9,1.166,122.3,0.997,96.5,0.169,25.8,68.2,58.3,9.9,1.122,1.046,0.076,0.445,0.429,0.016,0.371,0.824,0.531,0.059,0.123,0.165,0.042,0.065,0.258,2011
Loser,kansas st,0.613,0.677,0.667,9,22.9,6.6,1.027,111.1,0.934,93.6,0.093,17.5,72.7,66.1,6.6,1.057,1.038,0.019,0.435,0.422,0.013,0.374,0.651,0.547,0.088,0.208,0.221,0.013,0.089,0.289,2011
,,x,x,,,x,x,x,x,,,x,x,,x,x,x,,x,x,,x,,x,,,x,,x,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,byu,0.654,0.906,1,25,30.6,14.4,1.115,117.5,0.919,94.3,0.196,23.2,82.1,67.7,14.4,1.131,1,0.131,0.455,0.413,0.042,0.365,0.755,0.519,0.111,0.149,0.201,0.052,0.072,0.243,2011
Loser,gonzaga,0.57,0.719,0.5,81,20,10.7,1.08,112.1,0.928,95.6,0.152,16.5,75.9,65.2,10.7,1.141,1.009,0.132,0.474,0.4,0.074,0.356,0.759,0.543,0.105,0.193,0.207,0.014,0.066,0.266,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,,x,,,,,x,,,x,x,,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,florida,0.644,0.806,0.667,7,23.3,9.2,1.078,115.8,0.94,95.2,0.138,20.6,71.9,62.7,9.2,1.09,1.003,0.087,0.463,0.428,0.035,0.35,0.668,0.543,0.092,0.185,0.193,0.008,0.064,0.214,2011
Loser,ucla,0.582,0.688,0.667,41,17.4,4.2,1.017,108.7,0.956,95.1,0.061,13.6,70,65.8,4.2,1.082,0.985,0.097,0.456,0.416,0.04,0.328,0.683,0.532,0.079,0.212,0.174,-0.038,0.1,0.254,2011
,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,,,x,,,x,,x,x,x,x,x,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,butler,0.591,0.71,0.5,32,20.7,7.5,1.075,112.3,0.964,95.9,0.111,16.4,72.5,65,7.5,1.098,1.042,0.056,0.443,0.429,0.014,0.362,0.728,0.524,0.088,0.165,0.186,0.021,0.029,0.283,2011
Loser,wisconsin,0.624,0.742,0.5,24,26,9.9,1.166,122.3,0.997,96.5,0.169,25.8,68.2,58.3,9.9,1.122,1.046,0.076,0.445,0.429,0.016,0.371,0.824,0.531,0.059,0.123,0.165,0.042,0.065,0.258,2011
,,,,,,,,,,x,x,,,x,,,,x,,,,,,,,x,,x,,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,florida,0.644,0.806,0.667,7,23.3,9.2,1.078,115.8,0.94,95.2,0.138,20.6,71.9,62.7,9.2,1.09,1.003,0.087,0.463,0.428,0.035,0.35,0.668,0.543,0.092,0.185,0.193,0.008,0.064,0.214,2011
Loser,byu,0.654,0.906,1,25,30.6,14.4,1.115,117.5,0.919,94.3,0.196,23.2,82.1,67.7,14.4,1.131,1,0.131,0.455,0.413,0.042,0.365,0.755,0.519,0.111,0.149,0.201,0.052,0.072,0.243,2011
,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,,,,,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,butler,0.591,0.71,0.5,32,20.7,7.5,1.075,112.3,0.964,95.9,0.111,16.4,72.5,65,7.5,1.098,1.042,0.056,0.443,0.429,0.014,0.362,0.728,0.524,0.088,0.165,0.186,0.021,0.029,0.283,2011
Loser,florida,0.644,0.806,0.667,7,23.3,9.2,1.078,115.8,0.94,95.2,0.138,20.6,71.9,62.7,9.2,1.09,1.003,0.087,0.463,0.428,0.035,0.35,0.668,0.543,0.092,0.185,0.193,0.008,0.064,0.214,2011
,,,,,,,,,,,,,,x,,,x,,,,,,x,x,,,x,,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,ohio state,0.669,0.938,0.857,22,31.2,17.8,1.174,125,0.905,91.5,0.269,33.5,77.6,59.8,17.8,1.18,1.022,0.158,0.494,0.428,0.066,0.413,0.713,0.542,0.111,0.154,0.229,0.075,0.058,0.219,2011
Loser,tx-san ant,0.477,0.536,0.538,254,5.1,-0.4,1.002,101.8,1.007,107.1,-0.005,-5.3,70.3,70.7,-0.4,1.073,1.056,0.017,0.428,0.423,0.005,0.363,0.72,0.486,0.097,0.193,0.196,0.003,0.042,0.286,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,,x,x,x,x,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,geo mason,0.608,0.812,0.333,84,19.9,11.8,1.102,114.1,0.924,95.8,0.178,18.3,73.3,61.5,11.8,1.131,0.984,0.147,0.474,0.407,0.067,0.397,0.69,0.516,0.101,0.163,0.199,0.036,0.061,0.258,2011
Loser,villanova,0.587,0.656,0.455,34,22,7.2,1.064,114.9,0.959,97,0.105,17.9,72.7,65.6,7.1,1.095,1.011,0.084,0.44,0.405,0.035,0.349,0.758,0.533,0.093,0.172,0.173,0.001,0.068,0.255,2011
,,x,x,,,,x,x,,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,x,x,x,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,w virginia,0.615,0.645,0.455,5,24.7,5.5,1.056,114.9,0.973,94.8,0.083,20.1,69.5,64.1,5.4,1.051,0.99,0.061,0.427,0.409,0.018,0.335,0.706,0.525,0.07,0.183,0.179,-0.004,0.077,0.269,2011
Loser,clemson,0.576,0.677,0.167,52,17.4,7.7,1.012,109.6,0.896,91.5,0.116,18.1,67.6,59.9,7.7,1.07,0.978,0.092,0.439,0.397,0.042,0.343,0.696,0.515,0.118,0.192,0.226,0.034,0.095,0.272,2011
,,x,,x,x,x,,x,x,,,,x,x,,,,,,,,,,x,x,,x,,,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,kentucky,0.638,0.742,0.143,3,29.1,12.4,1.107,117.8,0.928,92,0.179,25.8,76.8,64.4,12.4,1.114,0.962,0.152,0.46,0.39,0.07,0.394,0.714,0.532,0.08,0.156,0.175,0.019,0.11,0.233,2011
Loser,princeton,0.578,0.793,0.818,160,12.5,5.7,1.045,107.2,0.959,98.1,0.086,9.1,69.7,64,5.7,1.12,1.018,0.102,0.464,0.421,0.043,0.374,0.728,0.526,0.089,0.183,0.178,-0.005,0.078,0.264,2011
,,x,,,x,x,x,x,x,x,x,x,x,x,,x,,x,x,,x,x,x,,x,,x,,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,marquette,0.569,0.588,0.3,20,21.6,7,1.089,115.5,0.989,97.3,0.1,18.2,76.1,69.1,7,1.103,1.047,0.056,0.468,0.437,0.031,0.352,0.691,0.519,0.103,0.168,0.198,0.03,0.062,0.242,2011
Loser,xavier,0.611,0.774,0.667,63,13.1,8.1,1.076,112.8,0.957,96.8,0.119,16,72.6,64.5,8.1,1.125,1.011,0.114,0.463,0.402,0.061,0.333,0.748,0.533,0.082,0.177,0.183,0.006,0.057,0.254,2011
,,,,,x,x,,x,x,,,,x,x,,,,,,x,,,x,,,x,x,x,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,syracuse,0.62,0.788,0.75,31,23,10.3,1.076,114.9,0.926,92.4,0.15,22.5,73.6,63.3,10.3,1.098,0.968,0.13,0.469,0.393,0.076,0.352,0.659,0.526,0.128,0.176,0.198,0.022,0.119,0.224,2011
Loser,indiana st,0.552,0.594,0.75,90,9.4,1.1,0.981,102.8,0.965,97.4,0.016,5.4,65.8,64.8,1,1.058,1.022,0.036,0.425,0.404,0.021,0.355,0.713,0.51,0.089,0.206,0.187,-0.019,0.082,0.303,2011
,,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,x,x,x,x,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,washington,0.586,0.688,0.143,35,33.3,13.5,1.122,117.7,0.942,96,0.18,21.7,83.7,70.2,13.5,1.124,1.007,0.117,0.471,0.415,0.056,0.372,0.669,0.53,0.091,0.165,0.201,0.036,0.094,0.269,2011
Loser,georgia,0.579,0.656,0.889,45,15.6,4.5,1.013,108.2,0.946,95.9,0.067,12.3,68.8,64.3,4.5,1.059,0.976,0.083,0.451,0.396,0.055,0.34,0.696,0.534,0.096,0.194,0.176,-0.018,0.089,0.243,2011
,,x,x,,x,x,x,x,x,x,,x,x,x,,x,x,,x,x,,x,x,,,,x,x,x,x,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,n carolina,0.649,0.806,0.818,6,22.7,9.9,1.039,111.8,0.905,89.6,0.134,22.2,76.8,66.9,9.9,1.049,0.957,0.092,0.452,0.398,0.054,0.329,0.661,0.542,0.083,0.181,0.189,0.008,0.086,0.22,2011
Loser,liu-brooklyn,0.558,0.844,0.778,234,11.1,8.7,1.075,109.6,0.962,104.2,0.113,5.4,82.6,73.9,8.7,1.107,1.007,0.1,0.466,0.433,0.033,0.366,0.645,0.532,0.096,0.197,0.192,-0.005,0.052,0.225,2011
,,x,,x,x,x,x,,x,x,x,x,x,,x,x,,x,,,x,x,,x,x,,x,,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,ohio state,0.669,0.938,0.857,22,31.2,17.8,1.174,125,0.905,91.5,0.269,33.5,77.6,59.8,17.8,1.18,1.022,0.158,0.494,0.428,0.066,0.413,0.713,0.542,0.111,0.154,0.229,0.075,0.058,0.219,2011
Loser,geo mason,0.608,0.812,0.333,84,19.9,11.8,1.102,114.1,0.924,95.8,0.178,18.3,73.3,61.5,11.8,1.131,0.984,0.147,0.474,0.407,0.067,0.397,0.69,0.516,0.101,0.163,0.199,0.036,0.061,0.258,2011
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,x,x,x,x,x,x,x,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,kentucky,0.638,0.742,0.143,3,29.1,12.4,1.107,117.8,0.928,92,0.179,25.8,76.8,64.4,12.4,1.114,0.962,0.152,0.46,0.39,0.07,0.394,0.714,0.532,0.08,0.156,0.175,0.019,0.11,0.233,2011
Loser,w virginia,0.615,0.645,0.455,5,24.7,5.5,1.056,114.9,0.973,94.8,0.083,20.1,69.5,64.1,5.4,1.051,0.99,0.061,0.427,0.409,0.018,0.335,0.706,0.525,0.07,0.183,0.179,-0.004,0.077,0.269,2011
,,x,x,,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,marquette,0.569,0.588,0.3,20,21.6,7,1.089,115.5,0.989,97.3,0.1,18.2,76.1,69.1,7,1.103,1.047,0.056,0.468,0.437,0.031,0.352,0.691,0.519,0.103,0.168,0.198,0.03,0.062,0.242,2011
Loser,syracuse,0.62,0.788,0.75,31,23,10.3,1.076,114.9,0.926,92.4,0.15,22.5,73.6,63.3,10.3,1.098,0.968,0.13,0.469,0.393,0.076,0.352,0.659,0.526,0.128,0.176,0.198,0.022,0.119,0.224,2011
,,,,,x,,,x,x,,,,,x,,,x,,,,,,,x,,,x,,x,,,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2011
Winner,n carolina,0.649,0.806,0.818,6,22.7,9.9,1.039,111.8,0.905,89.6,0.134,22.2,76.8,66.9,9.9,1.049,0.957,0.092,0.452,0.398,0.054,0.329,0.661,0.542,0.083,0.181,0.189,0.008,0.086,0.22,2011
Loser,washington,0.586,0.688,0.143,35,33.3,13.5,1.122,117.7,0.942,96,0.18,21.7,83.7,70.2,13.5,1.124,1.007,0.117,0.471,0.415,0.056,0.372,0.669,0.53,0.091,0.165,0.201,0.036,0.094,0.269,2011
,,x,x,x,x,,,,,x,x,,x,,x,,,x,,,x,,,,x,,,,,,x,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
