Result,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,Year
Loser,mississippi,0.58,0.75,0.5,77,9.6,10.8,1.062,110.5,0.916,93.6,0.146,16.9,78.7,67.9,10.8,1.06,0.997,0.063,0.438,0.413,0.025,0.335,0.692,0.504,0.114,0.154,0.213,0.059,0.088,0.257,2013
,,x,,x,x,x,,,,,,,,,x,,x,,,x,,,x,x,,x,,x,,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,arizona,0.626,0.781,0.625,23,9.9,9.6,1.064,113.5,0.925,91.7,0.139,21.8,73.3,63.7,9.6,1.118,1.012,0.106,0.45,0.415,0.035,0.363,0.748,0.544,0.101,0.19,0.2,0.01,0.072,0.246,2013
Loser,harvard,0.545,0.667,0.6,165,3.2,4.7,1.044,106.3,0.973,99.3,0.071,7,68.9,64.2,4.7,1.183,1.05,0.133,0.483,0.443,0.04,0.401,0.723,0.49,0.112,0.207,0.206,-0.001,0.078,0.278,2013
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,,,x,,,x,x,,x,,x,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,ohio state,0.626,0.774,0.25,28,18.2,11.8,1.07,113.4,0.891,88,0.179,25.4,70.2,58.4,11.8,1.088,0.973,0.115,0.457,0.395,0.062,0.362,0.696,0.526,0.103,0.165,0.204,0.039,0.084,0.249,2013
Loser,iowa state,0.591,0.667,0.4,10,12.6,8.4,1.095,115.7,0.979,98.1,0.116,17.6,79.6,71.2,8.4,1.136,1.031,0.105,0.455,0.427,0.028,0.37,0.731,0.531,0.09,0.182,0.182,0,0.049,0.218,2013
,,x,x,,,x,x,,,x,x,x,x,,x,x,,x,x,x,x,x,,,,x,x,x,x,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,wichita st,0.597,0.765,0.5,125,12.6,8.7,1.046,110,0.914,89.8,0.132,20.2,69.4,60.7,8.7,1.069,1.007,0.062,0.443,0.4,0.043,0.337,0.688,0.56,0.113,0.193,0.199,0.006,0.085,0.262,2013
Loser,la salle,0.593,0.7,0.833,67,11.7,6.5,1.051,110,0.957,96.2,0.094,13.8,72.4,66,6.4,1.098,1.042,0.056,0.448,0.456,-0.008,0.371,0.738,0.477,0.117,0.17,0.216,0.046,0.064,0.26,2013
,,x,x,,,x,x,,,x,x,x,x,,x,x,,x,x,,x,x,,,x,,,,,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,ohio state,0.626,0.774,0.25,28,18.2,11.8,1.07,113.4,0.891,88,0.179,25.4,70.2,58.4,11.8,1.088,0.973,0.115,0.457,0.395,0.062,0.362,0.696,0.526,0.103,0.165,0.204,0.039,0.084,0.249,2013
Loser,arizona,0.626,0.781,0.625,23,9.9,9.6,1.064,113.5,0.925,91.7,0.139,21.8,73.3,63.7,9.6,1.118,1.012,0.106,0.45,0.415,0.035,0.363,0.748,0.544,0.101,0.19,0.2,0.01,0.072,0.246,2013
,,,,,,x,x,x,,x,x,x,x,,x,x,,x,x,x,x,x,,,,x,x,x,x,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,wichita st,0.597,0.765,0.5,125,12.6,8.7,1.046,110,0.914,89.8,0.132,20.2,69.4,60.7,8.7,1.069,1.007,0.062,0.443,0.4,0.043,0.337,0.688,0.56,0.113,0.193,0.199,0.006,0.085,0.262,2013
Loser,ohio state,0.626,0.774,0.25,28,18.2,11.8,1.07,113.4,0.891,88,0.179,25.4,70.2,58.4,11.8,1.088,0.973,0.115,0.457,0.395,0.062,0.362,0.696,0.526,0.103,0.165,0.204,0.039,0.084,0.249,2013
,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,kansas,0.643,0.849,0.667,1,22.3,13.8,1.077,110.9,0.88,85.7,0.197,25.2,75.5,61.7,13.8,1.143,0.918,0.225,0.48,0.36,0.12,0.364,0.732,0.545,0.102,0.195,0.185,-0.01,0.114,0.242,2013
Loser,w kentucky,0.512,0.613,0.545,190,0.9,0.7,0.982,99.9,0.971,100.3,0.011,-0.4,67,66.3,0.7,1.051,1.033,0.018,0.432,0.427,0.005,0.332,0.68,0.521,0.089,0.221,0.203,-0.018,0.06,0.216,2013
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,n carolina,0.619,0.71,0.5,19,15.9,7.7,1.035,110.4,0.93,93.3,0.105,17.1,76.1,68.3,7.8,1.036,1.009,0.027,0.438,0.421,0.017,0.368,0.668,0.517,0.11,0.171,0.212,0.041,0.057,0.24,2013
Loser,villanova,0.579,0.594,0.375,13,12.9,2.5,0.963,104.4,0.927,90.8,0.036,13.6,67.4,64.9,2.5,1.058,1.017,0.041,0.413,0.404,0.009,0.337,0.722,0.519,0.108,0.223,0.214,-0.009,0.065,0.214,2013
,,x,x,x,,x,x,x,x,,,x,x,x,,x,,x,,x,,x,x,,,x,x,,x,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,vcu,0.609,0.781,0.6,73,15,13.2,1.106,112.2,0.919,91.9,0.187,20.3,78.2,65,13.2,1.096,1.074,0.022,0.455,0.446,0.009,0.355,0.701,0.502,0.169,0.169,0.28,0.111,0.063,0.29,2013
Loser,akron,0.584,0.8,0.667,131,4.9,9.4,1.043,104.9,0.908,93.4,0.135,11.5,72.2,62.8,9.4,1.079,0.977,0.102,0.454,0.394,0.06,0.334,0.643,0.539,0.103,0.199,0.2,0.001,0.103,0.263,2013
,,x,,,x,x,x,x,x,,x,x,x,x,,x,x,,,x,,,x,x,,x,x,x,x,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,michigan,0.621,0.781,0.571,3,10.9,11.4,1.133,120.2,0.959,92.4,0.174,27.8,74.4,62.9,11.5,1.137,1.005,0.132,0.48,0.421,0.059,0.375,0.71,0.521,0.092,0.14,0.185,0.045,0.05,0.229,2013
Loser,s dakota st,0.564,0.71,0.4,225,5.6,6.3,1.105,110.1,1.009,103.3,0.096,6.8,72.6,66.4,6.2,1.147,1.063,0.084,0.463,0.447,0.016,0.394,0.773,0.522,0.077,0.16,0.169,0.009,0.039,0.239,2013
,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,,,,x,x,x,x,x,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,minnesota,0.602,0.625,0.5,26,7.3,6.8,1.042,112.9,0.939,93.1,0.103,19.8,68.4,61.7,6.7,1.058,0.987,0.071,0.442,0.396,0.046,0.326,0.685,0.557,0.115,0.21,0.195,-0.015,0.107,0.229,2013
Loser,ucla,0.613,0.758,0.846,52,12.3,6.2,1.039,109.2,0.953,94.7,0.086,14.5,74.9,68.7,6.2,1.063,0.987,0.076,0.455,0.421,0.034,0.334,0.727,0.49,0.114,0.152,0.196,0.044,0.06,0.214,2013
,,,,,x,,x,x,x,x,x,x,x,,x,x,,,,,x,x,,,x,x,,,,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,florida,0.64,0.806,0,40,20.4,18.9,1.125,115.5,0.831,84.3,0.294,31.2,72.3,53.4,18.9,1.167,0.909,0.258,0.486,0.372,0.114,0.387,0.688,0.54,0.108,0.176,0.219,0.043,0.067,0.253,2013
Loser,nw state,0.544,0.692,0.714,271,2,5.7,1.038,104.9,0.963,102,0.075,2.9,78.3,72.7,5.6,1.062,1.01,0.052,0.445,0.431,0.014,0.318,0.691,0.492,0.123,0.19,0.216,0.026,0.075,0.264,2013
,,x,x,,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,,x,,x,x,x,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,san diego st,0.605,0.667,0.333,121,12.2,7.1,1.006,105.9,0.901,88.5,0.105,17.4,68.3,61.2,7.1,1.038,0.952,0.086,0.432,0.39,0.042,0.324,0.684,0.523,0.097,0.176,0.181,0.005,0.078,0.255,2013
Loser,oklahoma,0.596,0.645,0.444,24,13.4,4.9,1.031,109.3,0.96,95.5,0.071,13.8,71.1,66.2,4.9,1.052,1.015,0.037,0.436,0.418,0.018,0.326,0.76,0.511,0.094,0.172,0.193,0.021,0.049,0.261,2013
,,x,x,,,,x,,,x,x,x,x,,x,x,,x,x,,x,x,,,x,x,,,,x,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,fla gulf cst,0.543,0.688,1,309,4.5,5,1.014,103.1,0.944,96.8,0.07,6.3,72.3,67.3,5,1.081,1.013,0.068,0.456,0.411,0.045,0.331,0.67,0.506,0.124,0.205,0.219,0.014,0.066,0.271,2013
Loser,georgetown,0.637,0.806,0.5,6,20.4,8.8,1.001,105.8,0.864,84.6,0.137,21.2,64.6,55.7,8.9,1.09,0.932,0.158,0.456,0.376,0.08,0.358,0.68,0.511,0.116,0.197,0.221,0.024,0.073,0.29,2013
,,,,x,,,,x,,,,,,x,,,,,,,,,,,,x,,,,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,kansas,0.643,0.849,0.667,1,22.3,13.8,1.077,110.9,0.88,85.7,0.197,25.2,75.5,61.7,13.8,1.143,0.918,0.225,0.48,0.36,0.12,0.364,0.732,0.545,0.102,0.195,0.185,-0.01,0.114,0.242,2013
Loser,n carolina,0.619,0.71,0.5,19,15.9,7.7,1.035,110.4,0.93,93.3,0.105,17.1,76.1,68.3,7.8,1.036,1.009,0.027,0.438,0.421,0.017,0.368,0.668,0.517,0.11,0.171,0.212,0.041,0.057,0.24,2013
,,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,,x,x,,,,,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,michigan,0.621,0.781,0.571,3,10.9,11.4,1.133,120.2,0.959,92.4,0.174,27.8,74.4,62.9,11.5,1.137,1.005,0.132,0.48,0.421,0.059,0.375,0.71,0.521,0.092,0.14,0.185,0.045,0.05,0.229,2013
Loser,vcu,0.609,0.781,0.6,73,15,13.2,1.106,112.2,0.919,91.9,0.187,20.3,78.2,65,13.2,1.096,1.074,0.022,0.455,0.446,0.009,0.355,0.701,0.502,0.169,0.169,0.28,0.111,0.063,0.29,2013
,,x,,,x,,,x,x,,,,x,,x,,x,x,x,x,x,x,x,x,x,,x,,,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,florida,0.64,0.806,0,40,20.4,18.9,1.125,115.5,0.831,84.3,0.294,31.2,72.3,53.4,18.9,1.167,0.909,0.258,0.486,0.372,0.114,0.387,0.688,0.54,0.108,0.176,0.219,0.043,0.067,0.253,2013
Loser,minnesota,0.602,0.625,0.5,26,7.3,6.8,1.042,112.9,0.939,93.1,0.103,19.8,68.4,61.7,6.7,1.058,0.987,0.071,0.442,0.396,0.046,0.326,0.685,0.557,0.115,0.21,0.195,-0.015,0.107,0.229,2013
,,x,x,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,x,x,x,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,fla gulf cst,0.543,0.688,1,309,4.5,5,1.014,103.1,0.944,96.8,0.07,6.3,72.3,67.3,5,1.081,1.013,0.068,0.456,0.411,0.045,0.331,0.67,0.506,0.124,0.205,0.219,0.014,0.066,0.271,2013
Loser,san diego st,0.605,0.667,0.333,121,12.2,7.1,1.006,105.9,0.901,88.5,0.105,17.4,68.3,61.2,7.1,1.038,0.952,0.086,0.432,0.39,0.042,0.324,0.684,0.523,0.097,0.176,0.181,0.005,0.078,0.255,2013
,,,x,x,,,,x,,,,,,x,,,x,,,x,,x,x,,,x,,x,x,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,michigan,0.621,0.781,0.571,3,10.9,11.4,1.133,120.2,0.959,92.4,0.174,27.8,74.4,62.9,11.5,1.137,1.005,0.132,0.48,0.421,0.059,0.375,0.71,0.521,0.092,0.14,0.185,0.045,0.05,0.229,2013
Loser,kansas,0.643,0.849,0.667,1,22.3,13.8,1.077,110.9,0.88,85.7,0.197,25.2,75.5,61.7,13.8,1.143,0.918,0.225,0.48,0.36,0.12,0.364,0.732,0.545,0.102,0.195,0.185,-0.01,0.114,0.242,2013
,,,,,,,,x,x,,,,x,,,,,,,,,,x,,,,x,,x,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,florida,0.64,0.806,0,40,20.4,18.9,1.125,115.5,0.831,84.3,0.294,31.2,72.3,53.4,18.9,1.167,0.909,0.258,0.486,0.372,0.114,0.387,0.688,0.54,0.108,0.176,0.219,0.043,0.067,0.253,2013
Loser,fla gulf cst,0.543,0.688,1,309,4.5,5,1.014,103.1,0.944,96.8,0.07,6.3,72.3,67.3,5,1.081,1.013,0.068,0.456,0.411,0.045,0.331,0.67,0.506,0.124,0.205,0.219,0.014,0.066,0.271,2013
,,x,x,,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,x,,x,x,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,michigan,0.621,0.781,0.571,3,10.9,11.4,1.133,120.2,0.959,92.4,0.174,27.8,74.4,62.9,11.5,1.137,1.005,0.132,0.48,0.421,0.059,0.375,0.71,0.521,0.092,0.14,0.185,0.045,0.05,0.229,2013
Loser,florida,0.64,0.806,0,40,20.4,18.9,1.125,115.5,0.831,84.3,0.294,31.2,72.3,53.4,18.9,1.167,0.909,0.258,0.486,0.372,0.114,0.387,0.688,0.54,0.108,0.176,0.219,0.043,0.067,0.253,2013
,,,,x,x,,,x,x,,,,,x,,,,,,,,,,x,,,x,,x,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,indiana,0.645,0.844,0.5,50,21.4,18.5,1.153,119,0.889,89.8,0.264,29.2,80.8,62.3,18.5,1.196,0.944,0.252,0.49,0.387,0.103,0.415,0.747,0.555,0.106,0.186,0.205,0.019,0.065,0.276,2013
Loser,james mad,0.494,0.588,0.571,130,1.3,0.8,0.983,98.4,0.971,99.3,0.012,-0.9,65.2,64.4,0.8,1.029,1.051,-0.022,0.42,0.427,-0.007,0.333,0.701,0.487,0.119,0.169,0.209,0.04,0.087,0.299,2013
,,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,temple,0.593,0.719,0.583,30,10,4.7,1.05,109.5,0.983,96.8,0.067,12.7,72.8,68.1,4.7,1.063,1.051,0.012,0.43,0.435,-0.005,0.334,0.725,0.49,0.116,0.158,0.197,0.039,0.066,0.259,2013
Loser,nc state,0.607,0.727,0.545,43,14.2,8,1.102,115,0.988,98,0.114,17,77.7,69.7,8,1.139,0.999,0.14,0.494,0.417,0.077,0.391,0.687,0.523,0.092,0.174,0.165,-0.009,0.069,0.245,2013
,,,,x,x,,,,,x,x,,,,x,,,,,,,,,x,,x,x,x,x,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,california,0.578,0.645,0.667,39,10.9,3.2,0.995,105.4,0.948,92.3,0.047,13.1,67.5,64.4,3.1,1.036,0.963,0.073,0.446,0.396,0.05,0.304,0.725,0.522,0.085,0.185,0.163,-0.022,0.081,0.279,2013
Loser,unlv,0.619,0.75,0.6,99,12.2,8,1.009,104.2,0.897,88.2,0.112,16,71.6,63.6,8,1.066,0.949,0.117,0.44,0.388,0.052,0.329,0.708,0.537,0.103,0.2,0.184,-0.016,0.099,0.232,2013
,,,,x,x,,,,x,,,,,,,,,,,x,,,,x,,,x,,,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,syracuse,0.63,0.765,0.556,37,14.1,12.1,1.053,111.4,0.875,86.7,0.178,24.7,71.6,59.6,12,1.049,0.95,0.099,0.441,0.376,0.065,0.331,0.683,0.528,0.132,0.183,0.229,0.046,0.115,0.228,2013
Loser,montana,0.552,0.786,0.857,287,1.3,4.9,1.064,103.2,0.991,101,0.073,2.2,70.6,65.7,4.9,1.167,1.039,0.128,0.472,0.433,0.039,0.377,0.77,0.492,0.086,0.187,0.181,-0.006,0.056,0.309,2013
,,x,,,x,x,x,,x,x,x,x,x,x,x,x,,x,,,x,x,,,x,x,x,x,x,x,x,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,butler,0.618,0.781,0.667,56,7.4,5.4,1.043,108.7,0.961,93.4,0.082,15.3,68.8,63.4,5.4,1.091,1.013,0.078,0.451,0.417,0.034,0.345,0.688,0.556,0.086,0.198,0.17,-0.028,0.043,0.273,2013
Loser,bucknell,0.582,0.844,0.5,159,5.2,9.6,1.055,105.4,0.905,92.7,0.15,12.7,67.2,57.7,9.5,1.083,0.927,0.156,0.455,0.379,0.076,0.36,0.748,0.544,0.055,0.148,0.14,-0.008,0.074,0.261,2013
,,x,,x,x,x,,,x,,,,x,x,,,x,,,,,,,,x,x,,x,,,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,marquette,0.629,0.742,0.5,29,14,6.3,1.041,111.5,0.947,93.2,0.094,18.3,69,62.7,6.3,1.097,0.991,0.106,0.467,0.405,0.062,0.301,0.723,0.533,0.102,0.205,0.194,-0.011,0.062,0.267,2013
Loser,davidson,0.565,0.781,0.5,224,14.3,11.1,1.105,110.2,0.937,98.9,0.168,11.3,73.1,62,11.1,1.162,1,0.162,0.462,0.413,0.049,0.366,0.801,0.516,0.086,0.166,0.186,0.02,0.052,0.255,2013
,,x,,,x,,,,x,,x,,x,,,,,x,,x,x,x,,,x,x,,x,,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Winner,team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos,2013
Winner,illinois,0.597,0.636,0.875,7,12.5,3.2,1.019,108.7,0.972,92.9,0.047,15.8,68.6,65.4,3.2,1.032,1.054,-0.022,0.413,0.429,-0.016,0.323,0.722,0.489,0.102,0.171,0.215,0.044,0.074,0.263,2013
Loser,colorado,0.596,0.656,0.625,21,9.5,4.4,1,104.7,0.936,90.1,0.064,14.6,68.2,63.8,4.4,1.049,0.979,0.07,0.436,0.404,0.032,0.347,0.684,0.522,0.103,0.194,0.19,-0.004,0.054,0.263,2013
,,x,,x,x,x,,x,x,,,,x,x,,,,,,,,,,x,,,x,x,x,x,,2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
